qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	staxids	organism_name	superkingdom	kingdom	phylum	class	order	family	genus	species
contig_1081_7	QBK87088.1	29.2	219	117	8	351	556	351	544	1.69e-08	61.6	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1081_8	QBK87088.1	28.9	166	109	5	6	165	351	513	1.55e-08	58.5	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1081_9	AYV82542.1	31.7	249	154	6	5	247	68	306	1.52e-30	119.0	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1082_18	WZO87318.1	26.8	421	272	14	3	408	70	469	1.49e-23	107.0	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_1082_19	QKU34257.1	30.3	231	135	9	64	286	218	430	4.55e-09	62.4		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1082_24	QKU33928.1	32.9	353	200	13	10	350	11	338	3.18e-34	136.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1082_25	QBK88329.1	28.6	220	139	6	14	229	74	279	5.78e-14	73.9	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1083_2	QOI90377.1	48.5	66	28	2	4	63	38	103	3.03e-13	62.8	455367.0	Pyramimonas orientalis virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense
contig_1083_4	XDO02360.1	26.8	205	142	4	67	267	56	256	1.8e-12	72.0	3240092.0	Florenciella sp. virus SA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Florenciella sp. virus SA2
contig_1083_12	AWA44806.1	24.9	281	187	6	2	266	359	631	4.94e-20	93.2	4547.0	Saccharum officinarum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Saccharum	Saccharum officinarum
contig_1083_18	UUT40559.1	26.8	343	192	12	3	293	7	342	1.71e-15	83.2	2971331.0	carnivorous sponge associated iridovirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	N/A	carnivorous sponge associated iridovirus
contig_1083_19	YP_009483375.1	29.6	287	174	12	18	283	29	308	2.36e-20	95.9	2107709.0	Pandoravirus quercus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus quercus
contig_1083_20	ARF12460.1	26.4	258	165	6	46	286	18	267	7.81e-17	84.7	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_1083_29	QBK91883.1	42.4	323	154	9	1	294	1	320	3.0300000000000005e-70	224.0	2506594.0	Pithovirus LCPAC304	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC304
contig_1083_34	YP_009430142.1	36.3	135	74	6	8	138	33	159	2.61e-16	75.5	1349410.0	Pandoravirus salinus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus salinus
contig_1083_39	WRW24642.1	41.1	270	152	3	9	271	9	278	2.19e-73	229.0	262968.0	Singapore grouper iridovirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Ranavirus	Ranavirus epinephelus1
contig_1083_41	AUF82510.1	43.2	733	405	5	29	755	81	808	3.17e-212	621.0	2060617.0	Tetraselmis virus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus kaneohense
contig_1083_42	AUF82538.1	26.9	223	147	4	7	226	51	260	5.669999999999999e-23	98.2	2060617.0	Tetraselmis virus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus kaneohense
contig_1083_45	YP_009001498.1	26.2	225	143	8	1	216	1205	1415	3.71e-09	61.6	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_1083_51	ARF09735.1	28.2	262	138	10	42	295	40	259	1.02e-12	70.9	1977633.0	Indivirus ILV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1
contig_1083_53	BBI30359.1	31.1	466	289	10	5	458	8	453	2.0500000000000002e-59	205.0	3114988.0	Acanthamoeba castellanii medusavirus J1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	N/A	Mamonoviridae	Medusavirus	Medusavirus medusae
contig_1083_60	QKF94206.1	26.3	289	192	9	8	288	24	299	3.23e-15	79.3	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1084_37	WZO87485.1	27.5	240	164	6	9	243	3	237	1.3e-16	80.9	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_1085_14	AYV75213.1	25.4	236	166	4	74	300	135	369	4.7e-17	84.3	2487775.0	Terrestrivirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Terrestrivirus sp.
contig_1085_15	ARF12652.1	39.4	94	56	1	43	136	34	126	8.99e-10	60.1	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_1085_17	QBK92036.1	29.1	203	124	8	5	188	20	221	9.9e-13	69.7	2506594.0	Pithovirus LCPAC304	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC304
contig_1086_4	UMO80308.1	40.7	145	72	8	23	157	18	158	4.24e-11	62.0	2848915.0	Pandoravirus aubagnensis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus aubagnensis
contig_1086_5	QBK87088.1	37.9	198	97	8	23	207	366	550	3.63e-18	89.4	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1086_8	AYV78344.1	28.7	310	207	7	449	752	374	675	1.01e-30	132.0	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_1086_14	QDY52425.1	24.9	402	224	12	178	525	422	799	4.14e-14	79.7	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1086_21	WIL04310.1	29.9	234	152	6	27	255	31	257	4.35e-16	81.3	3032484.0	Cedratvirus lena	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Cedratvirus lena
contig_1086_25	YP_009001498.1	29.7	212	134	3	1	212	465	661	2.0099999999999997e-23	103.0	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_1087_6	QBK88800.1	27.3	139	97	1	19	153	418	556	1.55e-10	66.2	2506608.0	Mimivirus LCMiAC01	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Mimivirus LCMiAC01
contig_1087_18	QBK92036.1	32.7	171	100	7	3	161	16	183	2.06e-12	68.6	2506594.0	Pithovirus LCPAC304	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC304
contig_1087_24	AYV77848.1	47.4	171	87	2	3	171	9	178	2.09e-50	163.0	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_1087_25	AUI39625.1	27.7	238	161	5	4	237	14	244	3.79e-24	102.0	47929.0	macacine betaherpesvirus 3	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3
contig_1088_2	ARF10923.1	26.5	509	265	18	27	518	911	1327	6.740000000000001e-37	150.0	1977638.0	Hokovirus HKV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1
contig_1088_3	ARF12650.1	27.4	157	91	8	14	159	923	1067	4.49e-06	50.8	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_1088_18	QBK90089.1	25.8	229	141	6	143	344	243	469	7.61e-12	71.2	2506586.0	Pithovirus LCPAC101	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC101
contig_1088_41	QKU35303.1	32.2	115	76	1	15	129	13	125	6.41e-17	76.3		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1088_49	AAR26884.1	32.7	113	75	1	5	116	315	427	2.58e-08	54.3	231992.0	Feldmannia irregularis virus a	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus irregularis
contig_1088_52	AGE56650.1	33.3	147	96	2	3	148	255	400	1.21e-17	82.0	1278274.0	Acanthocystis turfacea Chlorella virus NE-JV-2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus NE-JV-2
contig_1088_58	YP_009001225.1	31.3	227	142	6	36	254	63	283	3.5099999999999994e-23	102.0	1450746.0	Pithovirus sibericum	N/A	N/A	N/A	N/A	N/A	N/A	Alphapithovirus	Alphapithovirus sibericum
contig_1088_62	AYV78344.1	24.2	702	479	23	41	716	3	677	4.59e-40	160.0	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_1088_66	QBK84775.1	40.3	206	120	3	4	208	54	257	6.33e-34	132.0	2506600.0	Pithovirus LCDPAC01	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCDPAC01
contig_1088_67	YP_009448802.1	32.8	204	113	9	1	199	2	186	1.23e-19	90.1	2023057.0	Orpheovirus IHUMI-LCC2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Orpheoviridae	Alphaorpheovirus	Alphaorpheovirus massiliense
contig_1089_1	QBK87088.1	32.5	203	110	8	13	202	356	544	1.26e-07	57.8	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_109_3	YP_009001225.1	29.3	92	63	2	33	122	194	285	6.32e-08	53.9	1450746.0	Pithovirus sibericum	N/A	N/A	N/A	N/A	N/A	N/A	Alphapithovirus	Alphapithovirus sibericum
contig_109_4	AYV85593.1	32.1	327	171	14	16	333	217	501	7.420000000000001e-27	118.0	2487771.0	Satyrvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Satyrvirus sp.
contig_109_6	YP_803294.1	33.5	188	107	6	6	181	21	202	7.59e-11	64.3	328615.0	Trichoplusia ni ascovirus 2c	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Ascoviridae	Ascovirus	Trichoplusia ni ascovirus 2c
contig_1090_1	QHN71060.1	33.3	204	112	7	1	187	1	197	1.74e-20	91.7	2700071.0	Mollivirus kamchatka	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Mollivirus kamchatka
contig_1090_2	QBK86799.1	35.0	389	204	10	66	429	427	791	1.68e-44	169.0	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1090_12	QHN71060.1	43.0	277	139	8	1	259	200	475	2.79e-58	197.0	2700071.0	Mollivirus kamchatka	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Mollivirus kamchatka
contig_1091_13	BFG88068.1	22.4	263	183	7	49	307	38	283	2.65e-06	53.5	3116512.0	Nucleocytoviricota sp. D1	N/A	Bamfordvirae	Nucleocytoviricota	N/A	N/A	N/A	N/A	Nucleocytoviricota sp. D1
contig_1091_22	YP_009001498.1	25.4	224	152	4	1	224	462	670	8.07e-17	84.7	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_1091_31	ULY68560.1	31.3	396	233	8	6	369	34	422	7.059999999999999e-54	187.0	2922419.0	Chlorella virus XW01	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Chlorella virus XW01
contig_1091_38	QFG74185.1	26.0	377	256	12	40	407	46	408	7.560000000000001e-29	122.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1091_39	YP_009174445.1	48.8	203	99	4	134	333	5	205	3.91e-52	174.0	1586715.0	Yellowstone lake phycodnavirus 3	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Yellowstone lake phycodnavirus 3
contig_1091_40	AWA44806.1	32.3	96	62	1	42	134	206	301	4.24e-06	49.3	4547.0	Saccharum officinarum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Saccharum	Saccharum officinarum
contig_1091_80	QDY52327.1	26.4	246	161	7	3	229	22	266	6.69e-15	75.9	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1091_97	ABY48138.1	26.1	218	151	7	52	266	52	262	3.91e-07	55.1	3880.0	Medicago truncatula	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Medicago truncatula
contig_1091_98	ADX06521.1	29.5	173	116	3	11	179	101	271	3.41e-18	85.1	938083.0	Organic Lake phycodnavirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	N/A	Organic Lake phycodnavirus
contig_1091_106	AMZ03137.1	44.8	105	57	1	68	172	45	148	7.35e-21	87.0	1835008.0	Mimivirus Bombay	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Mimivirus bradfordmassiliense
contig_1091_108	AUF82241.1	45.0	634	332	9	29	654	4	628	1.3199999999999998e-187	548.0	2060617.0	Tetraselmis virus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus kaneohense
contig_1091_113	QBK87088.1	34.2	219	125	9	3	215	351	556	1.94e-16	82.4	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1091_133	WBF70411.1	31.2	260	147	8	45	301	54	284	4.88e-10	63.9	3017316.0	Megavirus caiporensis	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	N/A	N/A	N/A	Megavirus caiporensis
contig_1091_136	SPN79811.1	30.6	193	111	6	15	200	27	203	7.94e-15	77.4	2126980.0	Brazilian cedratvirus IHUMI	N/A	N/A	N/A	N/A	N/A	N/A	Alphacedratvirus	Alphacedratvirus brasiliense
contig_1092_2	YP_008438714.1	24.6	500	295	19	35	523	3	431	3.37e-10	67.4	1349410.0	Pandoravirus salinus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus salinus
contig_1093_7	QBZ80711.1	30.7	202	121	6	287	476	64	258	6.65e-09	60.8	2568002.0	Pandoravirus celtis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus celtis
contig_1093_8	AMZ03137.1	49.5	107	52	2	50	155	41	146	7.83e-27	102.0	1835008.0	Mimivirus Bombay	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Mimivirus bradfordmassiliense
contig_1094_3	APU89108.1	27.0	185	123	4	123	298	124	305	5.11e-08	57.4	1924551.0	Virus Rctr85	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Virus Rctr85
contig_1095_9	QBK88798.1	27.4	270	168	8	1	250	325	586	3.5e-18	94.4	2506608.0	Mimivirus LCMiAC01	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Mimivirus LCMiAC01
contig_1095_15	WGU26825.1	32.3	541	318	16	15	521	20	546	1.32e-54	196.0	4568.0	Triticum monococcum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	Triticum monococcum
contig_1095_28	WZH58786.1	43.8	64	36	0	3	66	4	67	4.21e-07	52.4	3129788.0	Chronavorn virus	N/A	Orthornavirae	Lenarviricota	Leviviricetes	N/A	N/A	N/A	Chronavorn virus
contig_1095_29	WYD65821.1	25.2	631	372	21	29	612	15	592	2.39e-28	124.0	10497.0	African swine fever virus	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	Asfarviridae	Asfivirus	Asfivirus haemorrhagiae
contig_1096_26	UUT40483.1	42.0	188	106	2	31	217	5	190	2.97e-35	127.0	2971331.0	carnivorous sponge associated iridovirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	N/A	carnivorous sponge associated iridovirus
contig_1096_37	QDY52375.1	29.3	505	229	16	8	487	33	434	3.09e-39	155.0	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1096_43	AFC35023.1	30.9	460	271	9	6	449	10	438	3.91e-47	172.0	1120767.0	Ostreococcus tauri virus RT-2011	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Ostreococcus tauri virus RT-2011
contig_1096_49	QBK86654.1	31.9	141	79	4	147	284	58	184	1.83e-14	73.9	2506603.0	Marseillevirus LCMAC102	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC102
contig_1096_54	QKF94813.1	26.8	695	435	17	20	655	18	697	7.93e-63	225.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1096_56	YP_009001225.1	33.3	180	108	6	56	231	82	253	2.29e-18	87.8	1450746.0	Pithovirus sibericum	N/A	N/A	N/A	N/A	N/A	N/A	Alphapithovirus	Alphapithovirus sibericum
contig_1096_64	WYL19087.1	32.1	168	93	8	138	290	255	416	7.07e-09	60.5	3040692.0	Pentanymphon antarcticum iridovirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	N/A	Pentanymphon antarcticum iridovirus
contig_1097_1	QKU34031.1	56.7	275	117	1	121	395	176	448	3.97e-105	328.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1097_12	AYV80835.1	46.4	280	148	2	68	346	28	306	7.110000000000001e-70	224.0	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1097_14	AMZ02642.1	33.4	290	179	6	15	295	11	295	1.5e-36	137.0	1835008.0	Mimivirus Bombay	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Mimivirus bradfordmassiliense
contig_1097_29	AYV77025.1	48.4	788	390	8	13	787	1	784	3.54e-253	726.0	2487763.0	Barrevirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Barrevirus sp.
contig_1097_32	QKF94547.1	33.5	200	127	4	57	253	59	255	2.82e-21	93.2	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1097_33	YP_009430141.1	37.4	174	106	3	10	181	756	928	4.64e-21	96.3	1349410.0	Pandoravirus salinus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus salinus
contig_1097_36	ADX06222.1	42.9	63	34	1	9	69	4	66	1.75e-09	52.4	938082.0	Organic Lake phycodnavirus 2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	N/A	Organic Lake phycodnavirus 2
contig_1097_49	QFG73671.1	28.5	362	222	10	19	368	2	338	1.9800000000000002e-32	129.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1097_50	QKU34798.1	43.7	348	179	7	8	345	65	405	2.65e-81	256.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1097_52	QKU35287.1	39.1	243	109	1	1	204	452	694	1.77e-46	172.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1098_9	QKF94253.1	22.5	534	336	14	2	493	7	504	2.37e-14	79.7	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1099_8	YP_009001498.1	30.9	178	98	5	2	177	465	619	6.99e-16	78.6	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_1099_16	QOI90377.1	47.8	67	27	3	4	63	38	103	9.66e-12	58.9	455367.0	Pyramimonas orientalis virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense
contig_1099_19	YP_001425809.1	26.7	191	131	3	1	186	7	193	4.65e-12	68.2	399781.0	Paramecium bursaria Chlorella virus FR483	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus conductrix
contig_1099_21	QKF94251.1	40.8	786	433	11	21	795	15	779	6.18e-202	598.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1099_23	AYV78463.1	39.8	93	55	1	8	99	861	953	4.07e-10	60.5	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_1099_24	AYV81952.1	25.9	247	150	8	5	232	230	462	6.24e-08	57.0	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1099_25	QYB17709.1	25.4	197	115	6	7	172	226	421	1.49e-06	51.2	2862371.0	Pacmanvirus S19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pacmanvirus S19
contig_11_2	QFG74154.1	35.5	186	97	6	42	227	37	199	1e-23	97.8	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_11_3	QFG74152.1	33.7	288	169	6	6	288	4	274	2.71e-32	124.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_11_4	QKU34009.1	23.4	350	235	11	47	382	94	424	5.37e-11	68.2		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_110_21	BAD00047.1	44.0	100	55	1	1	99	377	476	1.08e-20	89.0	3052230.0	Hepacivirus hominis	N/A	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Hepacivirus hominis
contig_1100_2	CAE02706.1	23.6	461	286	10	32	443	20	463	1.28e-19	95.1	4952.0	Yarrowia lipolytica	Eukaryota	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	N/A	Yarrowia	Yarrowia lipolytica
contig_1100_6	QFG74328.1	32.9	325	196	8	613	926	7	320	1.81e-40	158.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1100_7	QKF94731.1	35.8	517	300	14	1	509	1	493	7.75e-85	284.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1101_6	ARF08211.1	37.5	461	280	4	12	471	5	458	3.1200000000000003e-80	263.0	1977631.0	Catovirus CTV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1
contig_1102_15	QBK92036.1	36.4	77	49	0	105	181	82	158	1.45e-07	55.5	2506594.0	Pithovirus LCPAC304	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC304
contig_1103_7	QBK88329.1	31.8	236	140	9	2	235	68	284	2.0200000000000003e-21	95.1	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1103_8	QDY52220.1	33.0	221	134	5	5	218	338	551	2.7899999999999997e-23	102.0	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1103_19	QKF93917.1	23.6	208	131	5	4	211	11	190	5.67e-12	65.9	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
