qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	staxids	organism_name	superkingdom	kingdom	phylum	class	order	family	genus	species	contig_id
contig_1034_1	YP_009174129.1	29.2	343	230	6	36	372	1	336	1.7e-34	133.0	1586712.0	Yellowstone lake mimivirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Yellowstone lake mimivirus	contig_1034
contig_684_8	QKF93975.1	34.0	235	146	3	1	228	1	233	1.86e-34	132.0	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_684
contig_1049_1	AUI39789.1	40.7	167	97	2	9	174	26	191	2.24e-34	123.0	47929.0	macacine betaherpesvirus 3		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3	contig_1049
contig_135_4	AGE56458.1	25.9	591	351	14	302	823	91	663	2.54e-34	145.0	1278261.0	Paramecium bursaria Chlorella virus NE-JV-1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Paramecium bursaria Chlorella virus NE-JV-1	contig_135
contig_334_3	QBK88266.1	54.2	118	50	3	9	123	1	117	3.11e-34	119.0	2506606.0	Marseillevirus LCMAC202		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC202	contig_334
contig_923_3	WZO85486.1	25.2	547	339	12	285	765	122	664	3.48e-34	144.0	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_923
contig_282_10	AYV84155.1	33.5	257	154	6	10	249	6	262	3.98e-34	132.0	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_282
contig_343_3	BAD00047.1	28.7	505	320	16	55	538	67	552	4.98e-34	141.0	3052230.0	Hepacivirus hominis		Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Hepacivirus hominis	contig_343
contig_631_14	AKS26367.1	39.2	171	102	2	6	174	4	174	6.67e-34	121.0	109981.0	Diachasmimorpha longicaudata entomopoxvirus		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Epsilonentomopoxvirus	Epsilonentomopoxvirus dlongicaudata	contig_631
contig_777_16	QFG73678.1	41.3	150	85	2	23	169	8	157	8.8e-34	120.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_777
contig_73_5	UKZ11061.1	29.4	360	239	9	48	395	91	447	1.13e-33	137.0	2909297.0	Emiliania huxleyi virus M1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus M1	contig_73
contig_181_5	QDY51866.1	40.7	145	86	0	29	173	2	146	1.38e-33	126.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_181
contig_22_7	QDY52220.1	26.2	503	337	12	57	538	55	544	1.43e-33	138.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_22
contig_162_21	QDY52220.1	25.6	519	345	9	80	575	53	553	1.56e-33	139.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_162
contig_415_4	XCJ77314.1	29.5	369	213	9	3	361	5	336	1.88e-33	130.0	2008368.0	Micromonas polaris virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Micromonas polaris virus	contig_415
contig_1026_10	AYV76625.1	27.1	362	219	11	12	357	11	343	2.06e-33	133.0	2487775.0	Terrestrivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Terrestrivirus sp.	contig_1026
contig_670_33	WZO86892.1	26.5	558	311	16	76	543	70	618	3.48e-33	139.0	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_670
contig_73_3	AYV75170.1	28.9	454	234	14	85	456	126	572	3.7e-33	136.0	2487775.0	Terrestrivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Terrestrivirus sp.	contig_73
contig_898_2	XDR79733.1	55.9	127	53	2	27	152	164	288	4.31e-33	130.0	3057169.0	Micromonas commoda virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Micromonas commoda virus	contig_898
contig_92_1	QBK89188.1	50.0	126	60	2	22	147	45	167	5.56e-33	123.0	2506609.0	Mimivirus LCMiAC02		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Mimivirus LCMiAC02	contig_92
contig_1054_4	QBK87520.1	31.1	286	182	5	21	293	12	295	6.11e-33	126.0	2506605.0	Marseillevirus LCMAC201		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC201	contig_1054
contig_950_4	AYV81995.1	40.9	193	95	5	2	193	725	899	9.31e-33	127.0	2487769.0	Homavirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Homavirus sp.	contig_950
contig_698_8	AYV78352.1	32.1	215	144	2	86	299	297	510	1.11e-32	129.0	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_698
contig_435_7	QDY51899.1	26.7	356	234	10	337	676	1041	1385	1.21e-32	140.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_435
contig_235_10	ARF02689.1	32.4	281	162	12	13	270	1	276	1.24e-32	124.0	1974596.0	Shearwaterpox virus		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Avipoxvirus canarypox	contig_235
contig_513_6	ARF08716.1	29.3	294	177	9	297	574	1	279	1.29e-32	132.0	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_513
contig_726_10	AUI39789.1	36.8	182	112	3	5	185	5	184	1.34e-32	119.0	47929.0	macacine betaherpesvirus 3		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3	contig_726
contig_566_2	AEX62704.1	38.1	194	111	2	41	229	18	207	1.39e-32	120.0	1128131.0	Moumouvirus sp. 'Monve'		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Moumouvirus	Moumouvirus sp. 'Monve'	contig_566
contig_111_5	AUF82577.1	50.0	146	71	1	13	158	83	226	1.51e-32	119.0	2060617.0	Tetraselmis virus 1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus kaneohense	contig_111
contig_120_8	XKM46455.1	26.7	311	201	4	30	334	2	291	1.5600000000000002e-32	127.0	3378357.0	Micromonas commoda virus 20T		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Micromonas commoda virus 20T	contig_120
contig_725_5	QBK87745.1	27.6	395	238	11	18	389	32	401	2.04e-32	129.0	2506606.0	Marseillevirus LCMAC202		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC202	contig_725
contig_228_4	AGE55605.1	25.4	629	372	16	267	837	74	663	2.51e-32	139.0	1278272.0	Acanthocystis turfacea Chlorella virus MN0810.1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus MN0810.1	contig_228
contig_1106_5	YP_009173542.1	38.0	213	119	5	273	482	116	318	2.61e-32	133.0	455364.0	Chrysochromulina ericina virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Chrysochromulina ericina virus	contig_1106
contig_11_3	QFG74152.1	33.7	288	169	6	6	288	4	274	2.71e-32	124.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_11
contig_878_4	AGE55605.1	32.7	376	198	12	5	350	308	658	3.84e-32	135.0	1278272.0	Acanthocystis turfacea Chlorella virus MN0810.1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus MN0810.1	contig_878
contig_15_17	ARF09189.1	44.8	134	69	3	6	137	247	377	4.6800000000000005e-32	122.0	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_15
contig_15_4	YP_009640099.1	38.1	247	141	6	4	247	49	286	5.51e-32	122.0	158683.0	Diadromus pulchellus ascovirus 4a		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Ascoviridae	Toursvirus	Toursvirus dptv1a	contig_15
contig_266_6	UUT40483.1	42.8	187	104	2	29	214	4	188	6.13e-32	118.0	2971331.0	carnivorous sponge associated iridovirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae		carnivorous sponge associated iridovirus	contig_266
contig_304_4	AYV77015.1	45.7	151	79	2	86	234	147	296	6.14e-32	127.0	2487763.0	Barrevirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Barrevirus sp.	contig_304
contig_690_2	QFG73678.1	44.5	155	83	2	22	173	8	162	6.98e-32	115.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_690
contig_819_6	XIF71252.1	29.6	328	185	12	9	332	6	291	1.08e-31	125.0	3057169.0	Micromonas commoda virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Micromonas commoda virus	contig_819
contig_762_6	AUI39789.1	35.6	191	119	3	5	194	5	192	2.6300000000000004e-31	116.0	47929.0	macacine betaherpesvirus 3		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3	contig_762
contig_638_4	QKF94547.1	30.4	257	170	6	6	258	4	255	2.78e-31	119.0	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_638
contig_914_3	QFG74152.1	34.9	275	158	9	6	276	4	261	2.8999999999999996e-31	121.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_914
contig_540_4	QFG74715.1	34.4	244	150	4	1	234	1	244	2.93e-31	119.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_540
contig_867_8	QOI90522.1	46.8	139	60	2	1	129	365	499	3.07e-31	121.0	455367.0	Pyramimonas orientalis virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense	contig_867
contig_257_7	AMZ02849.1	27.6	395	242	13	89	460	12	385	3.3300000000000003e-31	127.0	1835008.0	Mimivirus Bombay		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Mimivirus bradfordmassiliense	contig_257
contig_898_6	QFG73678.1	39.7	141	83	1	5	143	6	146	5.12e-31	113.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_898
contig_457_6	AYV83427.1	39.4	137	81	1	1	135	597	733	6.02e-31	119.0	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_457
contig_160_6	XBH23869.1	32.6	340	203	10	5	320	16	353	7.4e-31	123.0	3141933.0	Rousettus bat poxvirus		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae		Rousettus bat poxvirus	contig_160
contig_722_2	QFG74701.1	26.6	395	261	10	20	391	21	409	9.32e-31	125.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_722
contig_1086_8	AYV78344.1	28.7	310	207	7	449	752	374	675	1.01e-30	132.0	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_1086
contig_293_5	AUI39789.1	35.2	182	117	1	39	220	17	197	1.25e-30	115.0	47929.0	macacine betaherpesvirus 3		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3	contig_293
contig_98_2	QBK87322.1	43.0	142	74	3	38	179	135	269	1.4899999999999998e-30	116.0	2506605.0	Marseillevirus LCMAC201		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC201	contig_98
contig_1081_9	AYV82542.1	31.7	249	154	6	5	247	68	306	1.52e-30	119.0	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_1081
contig_369_8	UUT40483.1	40.6	175	103	1	27	200	15	189	2.43e-30	117.0	2971331.0	carnivorous sponge associated iridovirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae		carnivorous sponge associated iridovirus	contig_369
contig_489_1	QDY52136.1	36.2	196	113	4	6	200	542	726	2.89e-30	122.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_489
contig_581_25	QFG73671.1	30.5	223	150	3	5	225	144	363	3.64e-30	118.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_581
contig_94_16	ARF09433.1	25.6	667	382	28	21	612	33	660	4.05e-30	131.0	1977633.0	Indivirus ILV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1	contig_94
contig_1118_5	AYV82542.1	32.8	247	157	4	2	241	62	306	6.33e-30	117.0	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_1118
contig_576_9	QIG59916.1	47.1	119	55	1	8	126	12	122	6.71e-30	107.0	2704072.0	Dishui Lake phycodnavirus 4		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Dishui Lake phycodnavirus 4	contig_576
contig_247_4	QIG59916.1	47.1	119	55	1	8	126	12	122	6.71e-30	107.0	2704072.0	Dishui Lake phycodnavirus 4		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Dishui Lake phycodnavirus 4	contig_247
contig_215_10	ARF09189.1	31.9	263	164	7	45	300	39	293	7.16e-30	121.0	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_215
contig_257_6	WBF70777.1	27.0	392	237	17	98	464	11	378	7.36e-30	123.0	3017316.0	Megavirus caiporensis		Bamfordvirae	Nucleocytoviricota	Megaviricetes				Megavirus caiporensis	contig_257
contig_777_15	QFG73678.1	39.0	164	90	3	42	202	8	164	1.4999999999999998e-29	110.0	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_777
contig_639_5	QBK86013.1	36.1	238	138	5	244	470	26	260	1.62e-29	125.0	2506602.0	Marseillevirus LCMAC101		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC101	contig_639
contig_429_13	XIF71222.1	30.1	279	182	7	1	276	1	269	1.67e-29	119.0	3057169.0	Micromonas commoda virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Micromonas commoda virus	contig_429
contig_455_7	UZT29310.1	27.8	295	185	6	338	614	1	285	1.9000000000000002e-29	122.0	2809609.0	Nucleocytoviricota sp.		Bamfordvirae	Nucleocytoviricota					Nucleocytoviricota sp.	contig_455
contig_350_5	WZO85486.1	26.1	583	340	16	215	723	103	668	2.1800000000000002e-29	129.0	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_350
contig_166_6	QBK88329.1	36.3	223	128	5	331	551	65	275	2.7e-29	121.0	2506606.0	Marseillevirus LCMAC202		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC202	contig_166
contig_952_16	AYV82542.1	34.1	229	147	4	3	229	65	291	3.0999999999999997e-29	114.0	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_952
contig_391_14	AQN68480.1	29.4	296	175	8	12	276	7	299	4.71e-29	116.0	1956188.0	Saudi moumouvirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Moumouvirus	Saudi moumouvirus	contig_391
contig_929_7	ARF09969.1	40.4	188	98	8	4	180	754	938	6.13e-29	116.0	1977633.0	Indivirus ILV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1	contig_929
contig_575_2	WZH61605.1	47.1	119	62	1	215	332	34	152	1.42e-28	113.0	3131568.0	Sonahax virus		Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae		Sonahax virus	contig_575
contig_615_1	AGE50247.1	30.8	289	185	8	4	290	5	280	1.76e-28	117.0	1278270.0	Acanthocystis turfacea Chlorella virus Canal-1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus Canal-1	contig_615
contig_353_2	QDY52220.1	24.3	457	325	10	113	556	105	553	1.92e-28	123.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_353
contig_396_11	QKF93533.1	30.7	264	174	6	7	264	14	274	2.0099999999999999e-28	114.0	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_396
contig_968_3	BCS83197.1	30.4	280	176	9	275	547	4	271	2.04e-28	119.0	2811091.0	Cotonvirus japonicus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Cotonvirus	Cotonvirus japonicum	contig_968
contig_380_3	QDY52462.1	23.9	426	272	11	37	447	29	417	2.05e-28	120.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_380
contig_429_9	UIB20846.1	38.7	137	80	3	16	151	1	134	2.2399999999999997e-28	106.0	2905229.0	Cricket iridovirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae		Cricket iridovirus	contig_429
contig_1095_29	WYD65821.1	25.2	631	372	21	29	612	15	592	2.39e-28	124.0	10497.0	African swine fever virus		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	Asfarviridae	Asfivirus	Asfivirus haemorrhagiae	contig_1095
contig_712_6	NP_077550.1	34.2	231	133	5	544	761	333	557	2.49e-28	125.0	37665.0	Ectocarpus siliculosus virus 1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus unasiliculosus	contig_712
contig_726_11	QBK89095.1	27.3	432	236	13	160	543	409	810	2.5e-28	124.0	2506609.0	Mimivirus LCMiAC02		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Mimivirus LCMiAC02	contig_726
contig_34_9	ARF09969.1	46.7	122	65	0	8	129	185	306	3.18e-28	112.0	1977633.0	Indivirus ILV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1	contig_34
contig_690_3	QKF94409.1	34.0	159	101	2	13	170	2	157	4.23e-28	112.0	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_690
contig_366_13	AGE57609.1	24.6	598	371	18	117	663	144	712	5.65e-28	125.0	1278276.0	Acanthocystis turfacea Chlorella virus NTS-1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus NTS-1	contig_366
contig_166_5	QDY52220.1	30.1	216	150	1	346	560	338	553	6.48e-28	122.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_166
contig_80_9	YP_009448872.1	42.7	150	80	4	47	193	260	406	7.269999999999998e-28	113.0	2023057.0	Orpheovirus IHUMI-LCC2		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Orpheoviridae	Alphaorpheovirus	Alphaorpheovirus massiliense	contig_80
contig_603_8	XHA59911.1	29.4	330	203	11	9	315	15	337	1.2000000000000002e-27	113.0	3425993.0	Agnivirus brisbanense		Heunggongvirae	Uroviricota	Caudoviricetes	Magrovirales	Apasviridae	Agnivirus	Agnivirus brisbanense	contig_603
contig_182_9	QBK87088.1	30.6	369	227	12	136	487	200	556	1.64e-27	120.0	2506604.0	Marseillevirus LCMAC103		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC103	contig_182
contig_933_16	QDY52390.1	22.8	487	338	10	1	467	35	503	1.75e-27	119.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_933
contig_839_8	NP_077550.1	28.2	373	215	9	1	335	384	741	2.04e-27	120.0	37665.0	Ectocarpus siliculosus virus 1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus unasiliculosus	contig_839
contig_967_2	QBK89021.1	26.6	459	288	12	29	445	49	500	2.18e-27	123.0	2506609.0	Mimivirus LCMiAC02		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Mimivirus LCMiAC02	contig_967
contig_1157_1	WZO85486.1	25.0	519	309	13	59	501	150	664	3.2300000000000003e-27	120.0	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_1157
contig_863_10	QDY52220.1	23.0	478	360	5	78	549	79	554	3.47e-27	119.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_863
contig_563_4	UPW42252.1	45.0	129	71	0	57	185	563	691	4.69e-27	115.0	2937230.0	Xisha Islands farmland mitovirus 5		Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae		Xisha Islands farmland mitovirus 5	contig_563
contig_543_3	AYV75407.1	42.2	128	72	2	4	130	11	137	6.0700000000000006e-27	101.0	2487775.0	Terrestrivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Terrestrivirus sp.	contig_543
contig_142_6	ARF10911.1	25.7	435	255	9	17	389	9	437	7.130000000000001e-27	117.0	1977638.0	Hokovirus HKV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1	contig_142
contig_109_4	AYV85593.1	32.1	327	171	14	16	333	217	501	7.420000000000001e-27	118.0	2487771.0	Satyrvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Satyrvirus sp.	contig_109
contig_1093_8	AMZ03137.1	49.5	107	52	2	50	155	41	146	7.83e-27	102.0	1835008.0	Mimivirus Bombay		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Mimivirus bradfordmassiliense	contig_1093
contig_468_2	ATZ80220.1	43.2	155	68	6	13	163	84	222	8.700000000000001e-27	104.0	2024608.0	Bodo saltans virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Theiavirus	Theiavirus salishense	contig_468
contig_699_9	QOI90169.1	24.6	589	349	20	86	620	65	612	9.4e-27	120.0	3134525.0	Pyramimonas orientalis virus 01B		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense	contig_699
contig_124_5	QOI90398.1	36.0	258	146	9	1	244	367	619	9.53e-27	112.0	455367.0	Pyramimonas orientalis virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense	contig_124
contig_97_2	AGE57609.1	24.8	537	341	12	125	602	136	668	1.25e-26	119.0	1278276.0	Acanthocystis turfacea Chlorella virus NTS-1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus NTS-1	contig_97
contig_920_6	UIB20846.1	42.1	133	70	3	9	141	2	127	1.4600000000000002e-26	102.0	2905229.0	Cricket iridovirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae		Cricket iridovirus	contig_920
contig_9_30	AYV75599.1	36.5	170	99	4	13	173	3	172	1.61e-26	111.0	2487775.0	Terrestrivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Terrestrivirus sp.	contig_9
