qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	staxids	organism_name	superkingdom	kingdom	phylum	class	order	family	genus	species
contig_1104_82	AUI39626.1	29.4	371	233	10	53	410	34	388	4.77e-33	131.0	47929.0	macacine betaherpesvirus 3	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3
contig_1104_90	UZT28865.1	30.0	243	161	5	12	248	8	247	2.37e-22	96.3	2809609.0	Nucleocytoviricota sp.	N/A	Bamfordvirae	Nucleocytoviricota	N/A	N/A	N/A	N/A	Nucleocytoviricota sp.
contig_1104_91	QKU35619.1	25.9	290	183	9	24	295	111	386	5.5e-13	73.6		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1104_92	QBK87745.1	32.4	278	165	11	30	297	24	288	3.88e-22	99.8	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1104_102	QBK92036.1	37.1	116	67	4	39	150	59	172	1.93e-08	57.0	2506594.0	Pithovirus LCPAC304	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC304
contig_1104_107	QBK88329.1	29.8	225	146	6	2	224	68	282	4.62e-20	90.1	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1104_115	QPI16816.1	26.2	195	103	9	106	275	140	318	9.75e-07	53.5	2763270.0	Virus NIOZ-UU159	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Virus NIOZ-UU159
contig_1104_120	YP_009001498.1	24.6	211	143	5	12	220	466	662	2.02e-14	76.6	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_1109_5	AYV82542.1	27.3	253	166	7	2	247	64	305	2.39e-12	69.3	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1109_9	YP_008319572.2	23.7	604	272	25	20	537	55	555	1.25e-09	65.5	1349409.0	Pandoravirus dulcis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus dulcis
contig_1109_17	XHR79469.1	30.0	403	241	9	10	407	6	372	6.18e-44	163.0	3057169.0	Micromonas commoda virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	N/A	Micromonas commoda virus
contig_1109_20	ADB85364.1	21.3	371	254	8	3	339	13	379	6.11e-11	67.0	38705.0	Phyllostachys edulis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Phyllostachys	Phyllostachys edulis
contig_1109_23	QKU35065.1	24.2	504	300	14	35	512	50	497	3.72e-22	103.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1109_31	AYV77869.1	39.4	99	56	2	29	124	25	122	2.15e-13	68.9	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_1109_33	QKU35065.1	26.4	542	340	12	3	527	30	529	1.0999999999999998e-54	196.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1109_35	QDY52400.1	22.9	407	245	15	116	472	147	534	1.83e-14	79.7	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1109_48	WIF15735.1	26.6	188	130	3	50	231	1	186	3.28e-10	62.8	205075.0	Candidatus Rickettsia tarasevichiae	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Candidatus Rickettsia tarasevichiae
contig_1110_6	ADB85364.1	28.5	235	153	6	3	230	13	239	1.4e-13	75.5	38705.0	Phyllostachys edulis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Phyllostachys	Phyllostachys edulis
contig_1110_15	YP_009119842.1	33.2	268	157	11	43	293	50	312	1.8299999999999997e-23	104.0	1605721.0	Pandoravirus inopinatum	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus inopinatum
contig_1111_1	WZO75354.1	28.1	135	93	2	1	135	212	342	1.26e-12	69.7	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_1111_6	WZO75354.1	27.8	360	236	7	2	357	3	342	2.0900000000000002e-36	141.0	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_1111_11	WZO75354.1	27.7	224	142	5	2	221	3	210	3.92e-15	77.0	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_1112_11	QKU34519.1	32.7	159	76	6	18	164	7	146	1.2e-15	73.2		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1112_17	AYV82736.1	40.9	391	216	8	15	403	11	388	3.06e-88	276.0	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1115_6	AUI39789.1	35.7	112	72	0	97	208	26	137	5.38e-17	79.3	47929.0	macacine betaherpesvirus 3	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3
contig_1116_6	QBK93463.1	25.4	173	92	5	204	360	63	214	3.17e-09	61.2	2506597.0	Pithovirus LCPAC404	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC404
contig_1116_16	AYV81995.1	26.3	384	234	9	52	431	1539	1877	1.12e-30	129.0	2487769.0	Homavirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Homavirus sp.
contig_1116_17	ARF09096.1	28.9	173	115	2	32	202	235	401	9.57e-11	64.7	1977631.0	Catovirus CTV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1
contig_1116_26	ABB29305.1	30.0	307	197	10	9	308	13	308	4.83e-24	104.0	4577.0	Zea mays	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Zea	Zea mays
contig_1116_39	QBK86872.1	51.6	543	244	7	3	531	8	545	1.95e-183	530.0	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1116_41	XDO02362.1	24.1	323	218	10	140	438	108	427	4.01e-12	72.4	3240092.0	Florenciella sp. virus SA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Florenciella sp. virus SA2
contig_1116_43	ATZ80629.1	59.4	443	177	3	6	446	8	449	4.91e-186	529.0	2024608.0	Bodo saltans virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Theiavirus	Theiavirus salishense
contig_1116_45	QKU35804.1	26.9	283	195	6	8	281	75	354	1.05e-28	119.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1116_46	YP_009665084.1	30.4	158	109	1	13	170	2	158	1.24e-13	71.2	373996.0	Micromonas pusilla virus SP1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Prasinovirus micromonas
contig_1116_50	QFG74701.1	27.4	387	243	13	22	378	21	399	7.43e-35	136.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1116_56	QFG73691.1	33.3	123	72	2	186	300	63	183	2.81e-07	56.2	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1116_57	QBK93463.1	32.3	99	65	2	53	150	118	215	5.92e-09	57.8	2506597.0	Pithovirus LCPAC404	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC404
contig_1116_58	AYV78583.1	24.5	151	105	4	3	149	2	147	9.9e-06	47.4	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_1117_11	AYV81646.1	52.7	349	156	4	60	405	18	360	2.54e-119	354.0	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1117_12	AYV83017.1	41.0	229	131	2	14	238	46	274	2.1999999999999997e-42	148.0	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1117_23	BBI30359.1	37.3	475	246	12	20	470	7	453	4.3e-85	272.0	3114988.0	Acanthamoeba castellanii medusavirus J1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	N/A	Mamonoviridae	Medusavirus	Medusavirus medusae
contig_1117_48	YP_008319895.1	40.6	106	61	2	15	119	61	165	4.28e-14	70.9	1349409.0	Pandoravirus dulcis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus dulcis
contig_1117_55	QBK88329.1	28.1	228	138	9	9	235	73	275	8.39e-11	67.0	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1119_2	QPI16506.1	56.5	92	40	0	7	98	6	97	1.66e-32	112.0	2763269.0	Virus NIOZ-UU157	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Virus NIOZ-UU157
contig_1119_11	YP_009481382.1	31.3	448	256	9	10	435	46	463	1.16e-49	179.0	2107707.0	Pandoravirus macleodensis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus macleodensis
contig_1119_19	QFG74367.1	23.7	262	169	6	1	252	1	241	3.52e-09	60.8	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1119_20	YP_009430141.1	40.5	333	173	7	5	326	41	359	1.43e-49	182.0	1349410.0	Pandoravirus salinus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus salinus
contig_1119_36	QFG74015.1	28.4	148	76	4	339	486	156	273	5.24e-06	54.7	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1121_1	ARF08270.1	23.4	499	321	15	159	654	25	465	9.69e-23	108.0	1977631.0	Catovirus CTV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1
contig_1121_6	AYV81860.1	34.4	648	391	13	32	675	6	623	2.5899999999999997e-106	339.0	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1121_8	QDY51705.1	28.5	534	319	13	5	494	9	523	2.8699999999999997e-54	194.0	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1123_6	YP_009120775.1	35.4	229	105	6	2	188	9	236	1.32e-35	135.0	1605721.0	Pandoravirus inopinatum	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus inopinatum
contig_1123_7	BCU03236.1	34.2	272	168	7	219	480	548	818	4.5400000000000005e-32	134.0	2823154.0	Pandoravirus japonicus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus japonicus
contig_1123_15	YP_009001498.1	36.9	236	131	7	6	235	466	689	2.13e-28	116.0	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_1123_19	ARF09021.1	27.8	284	154	12	152	400	51	318	1.61e-07	57.4	1977631.0	Catovirus CTV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1
contig_1123_23	ADA61015.1	35.4	189	107	7	3	190	31	205	2.91e-19	85.5	137758.0	Cassava brown streak virus	N/A	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Ipomovirus	Ipomovirus brunusmanihotis
contig_1123_24	UCC42525.1	23.2	366	216	16	45	385	12	337	2.8e-12	72.4	51313.0	Helicoverpa armigera nucleopolyhedrovirus	N/A	N/A	N/A	Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	Alphabaculovirus helarmigerae
contig_1123_34	YP_009001225.1	27.1	218	149	4	5	214	62	277	1.55e-19	90.5	1450746.0	Pithovirus sibericum	N/A	N/A	N/A	N/A	N/A	N/A	Alphapithovirus	Alphapithovirus sibericum
contig_1123_41	AYV75637.1	31.4	118	72	4	36	144	57	174	5.01e-08	53.1	2487775.0	Terrestrivirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Terrestrivirus sp.
contig_1124_12	QBK89562.1	24.3	284	188	7	1	266	1	275	2.8e-12	69.3	2506585.0	Pithovirus LCPAC001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC001
contig_1124_15	AYV84625.1	37.3	153	90	2	7	159	35	181	6.98e-23	107.0	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1124_24	AYV82542.1	29.8	245	168	3	9	252	65	306	2.68e-27	110.0	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1124_36	ATZ80771.1	28.6	140	89	4	54	183	59	197	3.9e-06	50.8	2024608.0	Bodo saltans virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Theiavirus	Theiavirus salishense
contig_1125_5	UUT40483.1	55.4	184	80	2	11	193	7	189	7.71e-57	181.0	2971331.0	carnivorous sponge associated iridovirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	N/A	carnivorous sponge associated iridovirus
contig_1125_9	ARF11847.1	30.3	122	82	3	187	306	5	125	9.63e-06	48.1	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_1125_10	CAE02706.1	26.9	432	268	8	3	389	35	463	2.4500000000000002e-32	130.0	4952.0	Yarrowia lipolytica	Eukaryota	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	N/A	Yarrowia	Yarrowia lipolytica
contig_1125_22	AYV81129.1	25.8	306	147	9	241	510	126	387	1.55e-10	68.2	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1125_26	WRJ70043.1	35.5	172	107	1	41	212	34	201	1.39e-26	109.0	3045048.0	Oceanusvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus sp.
contig_1125_33	WRJ69478.1	27.8	133	93	2	133	262	51	183	1.51e-06	52.8	3045048.0	Oceanusvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus sp.
contig_1126_12	ATZ81081.1	35.0	120	77	1	66	185	11	129	2.58e-11	62.8	2024608.0	Bodo saltans virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Theiavirus	Theiavirus salishense
contig_1128_2	QBK92190.1	28.0	286	184	9	37	303	5	287	7.68e-19	88.6	2506594.0	Pithovirus LCPAC304	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC304
contig_1128_4	QOI90522.1	39.1	639	314	9	168	796	3	576	2.14e-141	434.0	455367.0	Pyramimonas orientalis virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense
contig_1128_5	QDY52415.1	24.9	938	551	30	327	1143	295	1200	1.01e-49	197.0	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1128_6	UYE94304.1	25.3	1144	605	36	5	963	10	1089	1.6199999999999998e-67	254.0	251749.0	Phaeocystis globosa virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prymnesiovirus	Phaeocystis globosa virus
contig_1128_7	AYV81995.1	35.3	278	150	7	40	303	1957	2218	1.01e-37	146.0	2487769.0	Homavirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Homavirus sp.
contig_1128_8	AYV81995.1	32.2	373	210	8	55	424	1540	1872	1.67e-39	155.0	2487769.0	Homavirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Homavirus sp.
contig_1128_9	AYV81995.1	38.3	381	194	10	4	349	8	382	2.99e-66	231.0	2487769.0	Homavirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Homavirus sp.
contig_1128_10	AYV81995.1	41.8	953	495	12	9	910	424	1367	1.2399999999999999e-219	684.0	2487769.0	Homavirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Homavirus sp.
contig_1129_1	QKU33472.1	37.6	85	49	1	2	86	241	321	5.9e-13	66.2		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1129_7	XDO02361.1	30.7	280	167	13	370	633	111	379	9.13e-19	93.6	3240092.0	Florenciella sp. virus SA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Florenciella sp. virus SA2
contig_1129_13	ARF09675.1	38.2	262	157	4	1	259	1	260	2.76e-44	162.0	1977633.0	Indivirus ILV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1
contig_1129_15	QBK85283.1	33.2	184	118	2	3	184	6	186	6.570000000000001e-31	114.0	2506607.0	Iridovirus LCIVAC01	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	N/A	Iridovirus LCIVAC01
contig_1129_23	QBK91979.1	31.6	250	132	13	1	225	1	236	9.339999999999999e-23	96.7	2506594.0	Pithovirus LCPAC304	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC304
contig_1129_32	AYV84625.1	35.8	134	78	3	10	142	36	162	7.41e-13	75.5	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1129_33	AYV83427.1	42.5	167	89	3	55	216	493	657	6.470000000000001e-31	123.0	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1130_1	AUI39625.1	23.6	225	166	3	6	224	18	242	2.64e-22	96.7	47929.0	macacine betaherpesvirus 3	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3
contig_1130_4	QCO93535.1	30.9	162	76	9	61	192	201	356	1.21e-06	52.0	2576451.0	Reptile-associated circular DNA molecule	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Reptile-associated circular DNA molecule
contig_1133_14	QKF94144.1	35.4	359	206	9	2	351	3	344	4.68e-59	206.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1133_17	YP_004061915.1	31.9	182	96	9	169	346	156	313	2.72e-08	59.7	880161.0	Micromonas sp. RCC1109 virus MpV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Micromonas sp. RCC1109 virus MpV1
contig_1133_18	QFG73639.1	27.5	153	99	2	26	176	19	161	3.45e-13	68.2	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1133_19	UZT29310.1	31.6	291	172	6	314	585	2	284	8.02e-40	151.0	2809609.0	Nucleocytoviricota sp.	N/A	Bamfordvirae	Nucleocytoviricota	N/A	N/A	N/A	N/A	Nucleocytoviricota sp.
contig_1133_20	WRJ70043.1	34.1	176	107	3	68	243	42	208	3.87e-23	97.1	3045048.0	Oceanusvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus sp.
contig_1133_24	AGE55774.1	31.3	607	370	10	23	596	13	605	5.4e-76	258.0	1278272.0	Acanthocystis turfacea Chlorella virus MN0810.1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus MN0810.1
contig_1134_2	WIF15735.1	26.5	185	128	3	60	238	4	186	4.58e-10	62.4	205075.0	Candidatus Rickettsia tarasevichiae	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Candidatus Rickettsia tarasevichiae
contig_1134_6	XDO02145.1	31.6	187	118	3	153	329	3	189	6.27e-22	102.0	3240092.0	Florenciella sp. virus SA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Florenciella sp. virus SA2
contig_1137_6	YP_803294.1	31.9	254	158	7	10	253	13	261	1.16e-16	80.9	328615.0	Trichoplusia ni ascovirus 2c	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Ascoviridae	Ascovirus	Trichoplusia ni ascovirus 2c
contig_1138_3	QBK88363.1	54.9	293	131	1	9	300	6	298	3.34e-118	346.0	2506608.0	Mimivirus LCMiAC01	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Mimivirus LCMiAC01
contig_1138_4	YP_001427285.1	61.6	354	125	2	3	356	9	351	2.73e-156	446.0	411359.0	Acanthocystis turfacea chlorella virus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus heliozoae
contig_1138_11	ADX06521.1	26.1	218	135	6	282	492	107	305	3.9e-10	65.1	938083.0	Organic Lake phycodnavirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	N/A	Organic Lake phycodnavirus
contig_1138_14	ARF08387.1	28.6	591	345	14	5	532	41	617	5.6e-53	194.0	1977631.0	Catovirus CTV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1
contig_1138_16	XDO02353.1	28.8	170	115	2	85	253	80	244	6.75e-17	81.3	3240092.0	Florenciella sp. virus SA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Florenciella sp. virus SA2
contig_1138_20	AAR26884.1	25.6	121	86	1	14	130	315	435	1.77e-07	55.1	231992.0	Feldmannia irregularis virus a	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus irregularis
contig_1138_23	ARF11973.1	27.1	188	120	5	3	180	6	186	1.75e-11	66.6	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_1138_24	QDY52052.1	33.3	183	110	4	5	180	2	179	7.52e-19	88.2	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1138_25	QBK87870.1	35.9	351	183	8	11	355	5	319	1.07e-56	191.0	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1139_2	QBK90085.1	28.3	240	154	5	3	229	12	246	1.92e-28	113.0	2506586.0	Pithovirus LCPAC101	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC101
contig_1139_6	YP_009001498.1	31.1	219	134	6	2	217	464	668	1.78e-18	90.5	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_1141_3	QBK87088.1	31.3	198	123	8	2	190	349	542	1.96e-11	67.0	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1141_4	QBK87088.1	33.5	206	121	6	23	223	361	555	5.24e-14	75.1	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1142_9	QKU34332.1	32.9	331	215	6	2	329	3	329	4.1199999999999996e-55	186.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1142_33	QIG60155.1	28.1	352	240	7	23	365	25	372	2.01e-31	129.0	2704073.0	Dishui Lake large algae virus 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Dishui Lake large algae virus 1
contig_1142_34	AYV83619.1	28.1	235	143	6	16	229	381	610	2.28e-16	82.4	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1142_46	AYV77025.1	48.1	786	390	7	15	786	3	784	1.5200000000000001e-257	737.0	2487763.0	Barrevirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Barrevirus sp.
