seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
k141_68590	1	5	2	2096	0.633	0.633	1	5	2	2096	NA	NA	0	1	5	2	2096	0.633	0.0	20.0	0.0	60.0	0.0	20.0	0	dsDNAphage	linear	k141_68590||full	0.633	dsDNAphage
k141_68522	1	3	2	1582	0.873	0.873	1	3	2	1582	NA	NA	0	1	3	2	1582	0.873	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_68522||full	0.873	dsDNAphage
k141_68513	1	11	133	5927	0.667	0.667	1	11	133	5927	NA	NA	0	1	11	133	5927	0.667	0.0	18.2	0.0	54.5	9.1	18.2	0	dsDNAphage	linear	k141_68513||full	0.667	dsDNAphage
k141_68435	1	3	2	1503	0.953	0.953	1	3	2	1503	NA	NA	0	1	3	2	1503	0.953	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_68435||full	0.953	ssDNA
k141_68342	1	3	1	1542	0.673	0.673	1	3	1	1542	NA	NA	0	1	3	1	1542	0.673	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_68342||full	0.673	dsDNAphage
k141_68302	1	2	1	1275	0.993	0.993	1	2	1	1275	NA	NA	0	1	2	1	1275	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_68302||full	0.993	ssDNA
k141_67941	1	4	1	1101	0.74	0.74	1	4	1	1101	NA	NA	0	1	4	1	1101	0.74	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_67941||full	0.74	dsDNAphage
k141_67786	1	4	3	1602	0.553	0.553	1	4	3	1602	NA	NA	0	1	4	3	1602	0.553	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_67786||full	0.553	dsDNAphage
k141_67774	1	3	2	1272	1.0	1.0	1	3	2	1272	NA	NA	0	1	3	2	1272	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_67774||full	1.0	ssDNA
k141_67730	1	4	2	1788	0.987	0.987	1	4	2	1788	NA	NA	0	1	4	2	1788	0.987	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_67730||full	0.987	ssDNA
k141_67645	1	3	2	1182	0.92	0.92	1	3	2	1182	NA	NA	0	1	3	2	1182	0.92	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_67645||full	0.92	ssDNA
k141_67598	1	3	3	1641	0.787	0.787	1	3	3	1641	NA	NA	0	1	3	3	1641	0.787	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_67598||full	0.787	dsDNAphage
k141_67569	1	14	3	5219	0.887	0.887	1	14	3	5219	NA	NA	0	1	14	3	5219	0.887	0.0	14.3	0.0	42.9	0.0	42.9	0	dsDNAphage	linear	k141_67569||full	0.887	dsDNAphage
k141_67491	1	3	2	1265	0.88	0.88	1	3	2	1265	NA	NA	0	1	3	2	1265	0.88	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	k141_67491||full	0.88	dsDNAphage
k141_67453	1	4	1	2392	1.0	1.0	1	4	1	2392	NA	NA	0	1	4	1	2392	1.0	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	k141_67453||full	1.0	ssDNA
k141_67416	1	4	1	1562	0.64	0.64	1	4	1	1562	NA	NA	0	1	4	1	1562	0.64	0.0	0.0	0.0	50.0	25.0	25.0	0	dsDNAphage	linear	k141_67416||full	0.64	dsDNAphage
k141_66834	1	5	248	1939	0.813	0.813	1	5	248	1939	NA	NA	0	1	5	248	1939	0.813	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	k141_66834||full	0.813	ssDNA
k141_66772	1	3	2	1755	0.527	0.527	1	3	2	1755	NA	NA	0	1	3	2	1755	0.527	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_66772||full	0.527	dsDNAphage
k141_66671	1	3	1	1072	0.873	0.873	1	3	1	1072	NA	NA	0	1	3	1	1072	0.873	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_66671||full	0.873	dsDNAphage
k141_66493	1	3	2	1261	0.627	0.627	1	3	2	1261	NA	NA	0	1	3	2	1261	0.627	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_66493||full	0.627	dsDNAphage
k141_66374	1	3	2	1213	0.727	0.727	1	3	2	1213	NA	NA	0	1	3	2	1213	0.727	0.0	0.0	0.0	33.3	33.3	33.3	1	dsDNAphage	linear	k141_66374||full	0.727	dsDNAphage
k141_66292	1	13	1	11988	0.993	0.993	1	13	1	11988	NA	NA	0	1	13	1	11988	0.993	0.0	15.4	0.0	61.5	0.0	23.1	4	dsDNAphage	linear	k141_66292||full	0.993	dsDNAphage
k141_65932	1	3	101	1882	0.833	0.833	1	3	101	1882	NA	NA	0	1	3	101	1882	0.833	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_65932||full	0.833	ssDNA
k141_65683	1	5	1	1852	0.507	0.507	1	5	1	1852	NA	NA	0	1	5	1	1852	0.507	0.0	0.0	0.0	40.0	20.0	40.0	0	dsDNAphage	linear	k141_65683||full	0.507	dsDNAphage
k141_65664	1	7	2	2079	0.76	0.76	1	7	2	2079	NA	NA	0	1	7	2	2079	0.76	0.0	0.0	0.0	42.9	0.0	57.1	0	dsDNAphage	linear	k141_65664||full	0.76	dsDNAphage
k141_65621	1	3	3	1444	0.98	0.98	1	3	3	1444	NA	NA	0	1	3	3	1444	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_65621||full	0.98	ssDNA
k141_65532	1	3	3	1949	0.5	0.5	1	3	3	1949	NA	NA	0	1	3	3	1949	0.5	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	k141_65532||full	0.5	dsDNAphage
k141_65506	1	3	3	1272	0.7	0.7	1	3	3	1272	NA	NA	0	1	3	3	1272	0.7	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_65506||full	0.7	dsDNAphage
k141_6550	1	4	2	1750	0.58	0.58	1	4	2	1750	NA	NA	0	1	4	2	1750	0.58	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_6550||full	0.58	dsDNAphage
k141_65460	1	5	25	3366	0.507	0.507	1	5	25	3366	NA	NA	0	1	5	25	3366	0.507	0.0	0.0	0.0	20.0	20.0	60.0	0	dsDNAphage	linear	k141_65460||full	0.507	dsDNAphage
k141_65378	1	3	22	1572	0.987	0.987	1	3	22	1572	NA	NA	0	1	3	22	1572	0.987	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_65378||full	0.987	ssDNA
k141_65127	1	5	3	2496	0.72	0.72	1	5	3	2496	NA	NA	0	1	5	3	2496	0.72	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	k141_65127||full	0.72	dsDNAphage
k141_65087	1	4	84	2382	0.833	0.833	1	4	84	2382	NA	NA	0	1	4	84	2382	0.833	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_65087||full	0.833	dsDNAphage
k141_6505	1	3	575	2092	0.987	0.987	1	3	575	2092	NA	NA	0	1	3	575	2092	0.987	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_6505||full	0.987	ssDNA
k141_64782	1	4	3	1898	0.827	0.827	1	4	3	1898	NA	NA	0	1	4	3	1898	0.827	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_64782||full	0.827	ssDNA
k141_64330	1	3	149	1176	0.873	0.873	1	3	149	1176	NA	NA	0	1	3	149	1176	0.873	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_64330||full	0.873	ssDNA
k141_64267	1	2	2	1035	0.987	0.987	1	2	2	1035	NA	NA	0	1	2	2	1035	0.987	0.0	0.0	0.0	100.0	0.0	0.0	2	dsDNAphage	linear	k141_64267||full	0.987	dsDNAphage
k141_64150	1	4	3	1948	0.96	0.96	1	4	3	1948	NA	NA	0	1	4	3	1948	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_64150||full	0.96	ssDNA
k141_64003	1	3	44	1218	0.947	0.947	1	3	44	1218	NA	NA	0	1	3	44	1218	0.947	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_64003||full	0.947	ssDNA
k141_64	1	2	56	1227	0.713	0.713	1	2	56	1227	NA	NA	0	1	2	56	1227	0.713	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_64||full	0.713	dsDNAphage
k141_63905	1	6	104	2257	0.9	0.9	1	6	104	2257	NA	NA	0	1	6	104	2257	0.9	0.0	16.7	0.0	33.3	0.0	50.0	0	dsDNAphage	linear	k141_63905||full	0.9	dsDNAphage
k141_63817	1	4	2	1410	0.6	0.6	1	4	2	1410	NA	NA	0	1	4	2	1410	0.6	0.0	25.0	0.0	50.0	0.0	25.0	0	dsDNAphage	linear	k141_63817||full	0.6	dsDNAphage
k141_63627	1	3	1	1128	0.74	0.74	1	3	1	1128	NA	NA	0	1	3	1	1128	0.74	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_63627||full	0.74	dsDNAphage
k141_63056	1	3	764	2204	0.973	0.973	1	3	764	2204	NA	NA	0	1	3	764	2204	0.973	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_63056||full	0.973	ssDNA
k141_62985	1	4	467	4575	0.913	0.913	1	4	467	4575	NA	NA	0	1	4	467	4575	0.913	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	k141_62985||full	0.913	dsDNAphage
k141_62855	1	4	2	1543	0.527	0.527	1	4	2	1543	NA	NA	0	1	4	2	1543	0.527	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_62855||full	0.527	dsDNAphage
k141_62555	1	3	162	1881	0.94	0.94	1	3	162	1881	NA	NA	0	1	3	162	1881	0.94	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	k141_62555||full	0.94	dsDNAphage
k141_62425	1	3	2	2561	0.907	0.907	1	3	2	2561	NA	NA	0	1	3	2	2561	0.907	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_62425||full	0.907	ssDNA
k141_62343	1	8	3	3542	0.9	0.9	1	8	3	3542	NA	NA	0	1	8	3	3542	0.9	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_62343||full	0.9	dsDNAphage
k141_62309	1	4	1	1519	1.0	1.0	1	4	1	1519	NA	NA	0	1	4	1	1519	1.0	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	k141_62309||full	1.0	ssDNA
k141_62299	1	4	2	1257	0.993	0.993	1	4	2	1257	NA	NA	0	1	4	2	1257	0.993	0.0	0.0	0.0	75.0	0.0	25.0	0	dsDNAphage	linear	k141_62299||full	0.993	dsDNAphage
k141_62250	1	4	3	1385	0.847	0.847	1	4	3	1385	NA	NA	0	1	4	3	1385	0.847	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_62250||full	0.847	ssDNA
k141_62199	1	4	3	1755	0.867	0.867	1	4	3	1755	NA	NA	0	1	4	3	1755	0.867	0.0	0.0	0.0	75.0	0.0	25.0	0	dsDNAphage	linear	k141_62199||full	0.867	dsDNAphage
k141_62126	1	5	2	1485	0.88	0.88	1	5	2	1485	NA	NA	0	1	5	2	1485	0.88	0.0	0.0	0.0	40.0	0.0	60.0	0	dsDNAphage	linear	k141_62126||full	0.88	dsDNAphage
k141_62064	1	3	124	1603	1.0	1.0	1	3	124	1603	NA	NA	0	1	3	124	1603	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_62064||full	1.0	ssDNA
k141_61579	1	3	2	1070	0.993	0.993	1	3	2	1070	NA	NA	0	1	3	2	1070	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_61579||full	0.993	ssDNA
k141_6149	1	3	1	1037	0.993	0.993	1	3	1	1037	NA	NA	0	1	3	1	1037	0.993	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_6149||full	0.993	ssDNA
k141_61425	1	2	2	1077	1.0	1.0	1	2	2	1077	NA	NA	0	1	2	2	1077	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_61425||full	1.0	ssDNA
k141_61292	1	2	1	1231	0.853	0.853	1	2	1	1231	NA	NA	0	1	2	1	1231	0.853	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_61292||full	0.853	ssDNA
k141_61165	1	2	57	1089	1.0	1.0	1	2	57	1089	NA	NA	0	1	2	57	1089	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_61165||full	1.0	ssDNA
k141_61086	1	4	1	2233	0.553	0.553	1	4	1	2233	NA	NA	0	1	4	1	2233	0.553	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_61086||full	0.553	dsDNAphage
k141_61062	1	4	2	2104	0.867	0.867	1	4	2	2104	NA	NA	0	1	4	2	2104	0.867	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_61062||full	0.867	ssDNA
k141_61051	1	4	2	1933	0.98	0.98	1	4	2	1933	NA	NA	0	1	4	2	1933	0.98	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	k141_61051||full	0.98	dsDNAphage
k141_60990	1	3	2	1049	0.733	0.733	1	3	2	1049	NA	NA	0	1	3	2	1049	0.733	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_60990||full	0.733	ssDNA
k141_60987	1	2	126	1126	0.88	0.88	1	2	126	1126	NA	NA	0	1	2	126	1126	0.88	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_60987||full	0.88	dsDNAphage
k141_60851	1	2	37	1263	0.96	0.96	1	2	37	1263	NA	NA	0	1	2	37	1263	0.96	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_60851||full	0.96	ssDNA
k141_60702	1	2	2	1017	1.0	1.0	1	2	2	1017	NA	NA	0	1	2	2	1017	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_60702||full	1.0	ssDNA
k141_60503	1	2	44	2620	0.733	0.733	1	2	44	2620	NA	NA	0	1	2	44	2620	0.733	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_60503||full	0.733	dsDNAphage
k141_60451	1	3	2	1847	1.0	1.0	1	3	2	1847	NA	NA	0	1	3	2	1847	1.0	0.0	0.0	0.0	66.7	0.0	33.3	1	dsDNAphage	linear	k141_60451||full	1.0	dsDNAphage
k141_60250	1	2	119	1040	0.98	0.98	1	2	119	1040	NA	NA	0	1	2	119	1040	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_60250||full	0.98	ssDNA
k141_60136	1	3	192	1768	0.627	0.627	1	3	192	1768	NA	NA	0	1	3	192	1768	0.627	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	k141_60136||full	0.627	dsDNAphage
k141_60057	1	2	1	1009	0.993	0.993	1	2	1	1009	NA	NA	0	1	2	1	1009	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_60057||full	0.993	ssDNA
k141_59903	1	3	40	1454	0.773	0.773	1	3	40	1454	NA	NA	0	1	3	40	1454	0.773	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_59903||full	0.773	ssDNA
k141_59871	1	2	19	1073	0.74	0.74	1	2	19	1073	NA	NA	0	1	2	19	1073	0.74	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_59871||full	0.74	ssDNA
k141_5985	1	2	2	1813	0.873	0.873	1	2	2	1813	NA	NA	0	1	2	2	1813	0.873	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_5985||full	0.873	ssDNA
k141_59753	1	3	2	1411	1.0	1.0	1	3	2	1411	NA	NA	0	1	3	2	1411	1.0	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_59753||full	1.0	ssDNA
k141_59580	1	2	1	995	0.94	0.94	1	2	1	995	NA	NA	0	1	2	1	995	0.94	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_59580||full	0.94	dsDNAphage
k141_59567	1	5	1	1148	0.953	0.953	1	5	1	1148	NA	NA	0	1	5	1	1148	0.953	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	k141_59567||full	0.953	dsDNAphage
k141_5946	1	4	191	1235	0.76	0.76	1	4	191	1235	NA	NA	0	1	4	191	1235	0.76	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_5946||full	0.76	dsDNAphage
k141_59073	1	2	1	940	0.987	0.987	1	2	1	940	NA	NA	0	1	2	1	940	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_59073||full	0.987	ssDNA
k141_58855	1	3	3	2497	0.62	0.62	1	3	3	2497	NA	NA	0	1	3	3	2497	0.62	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_58855||full	0.62	dsDNAphage
k141_58742	1	4	1	1551	0.6	0.6	1	4	1	1551	NA	NA	0	1	4	1	1551	0.6	0.0	25.0	0.0	50.0	0.0	25.0	0	dsDNAphage	linear	k141_58742||full	0.6	dsDNAphage
k141_5873	1	4	3	1132	0.78	0.78	1	4	3	1132	NA	NA	0	1	4	3	1132	0.78	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_5873||full	0.78	ssDNA
k141_58688	1	4	2	1213	0.987	0.987	1	4	2	1213	NA	NA	0	1	4	2	1213	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_58688||full	0.987	dsDNAphage
k141_58667	1	2	115	1092	1.0	1.0	1	2	115	1092	NA	NA	0	1	2	115	1092	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_58667||full	1.0	ssDNA
k141_58580	1	2	1	1039	0.793	0.793	1	2	1	1039	NA	NA	0	1	2	1	1039	0.793	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_58580||full	0.793	ssDNA
k141_58497	1	3	2	1591	1.0	1.0	1	3	2	1591	NA	NA	0	1	3	2	1591	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_58497||full	1.0	ssDNA
k141_5835	1	3	3	1613	0.673	0.673	1	3	3	1613	NA	NA	0	1	3	3	1613	0.673	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_5835||full	0.673	dsDNAphage
k141_58170	1	4	3	1542	0.64	0.64	1	4	3	1542	NA	NA	0	1	4	3	1542	0.64	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_58170||full	0.64	dsDNAphage
k141_58164	1	4	3	1314	0.96	0.96	1	4	3	1314	NA	NA	0	1	4	3	1314	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_58164||full	0.96	ssDNA
k141_58050	1	3	1	1394	0.547	0.547	1	3	1	1394	NA	NA	0	1	3	1	1394	0.547	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_58050||full	0.547	dsDNAphage
k141_58030	1	3	1	2038	0.993	0.993	1	3	1	2038	NA	NA	0	1	3	1	2038	0.993	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_58030||full	0.993	ssDNA
k141_57874	1	3	3	1603	0.96	0.96	1	3	3	1603	NA	NA	0	1	3	3	1603	0.96	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	k141_57874||full	0.96	dsDNAphage
k141_57820	1	2	115	1978	0.567	0.567	1	2	115	1978	NA	NA	0	1	2	115	1978	0.567	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_57820||full	0.567	dsDNAphage
k141_57566	1	4	3	3341	0.867	0.867	1	4	3	3341	NA	NA	0	1	4	3	3341	0.867	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_57566||full	0.867	ssDNA
k141_57238	1	3	1	1629	0.76	0.76	1	3	1	1629	NA	NA	0	1	3	1	1629	0.76	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_57238||full	0.76	dsDNAphage
k141_57164	1	3	2	2267	0.98	0.98	1	3	2	2267	NA	NA	0	1	3	2	2267	0.98	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_57164||full	0.98	ssDNA
k141_57039	1	5	2	1715	0.973	0.973	1	5	2	1715	NA	NA	0	1	5	2	1715	0.973	0.0	0.0	0.0	40.0	0.0	60.0	0	dsDNAphage	linear	k141_57039||full	0.973	dsDNAphage
k141_56974	1	3	3	1231	0.987	0.987	1	3	3	1231	NA	NA	0	1	3	3	1231	0.987	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_56974||full	0.987	ssDNA
k141_56837	1	3	40	3135	0.56	0.56	1	3	40	3135	NA	NA	0	1	3	40	3135	0.56	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_56837||full	0.56	ssDNA
k141_56691	1	2	3	1052	0.98	0.98	1	2	3	1052	NA	NA	0	1	2	3	1052	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_56691||full	0.98	ssDNA
k141_56627	1	2	1	1074	0.647	0.647	1	2	1	1074	NA	NA	0	1	2	1	1074	0.647	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_56627||full	0.647	ssDNA
k141_56433	1	4	3	2260	0.54	0.54	1	4	3	2260	NA	NA	0	1	4	3	2260	0.54	0.0	0.0	0.0	25.0	50.0	25.0	0	dsDNAphage	linear	k141_56433||full	0.54	dsDNAphage
k141_56381	1	7	2	2332	0.98	0.98	1	7	2	2332	NA	NA	0	1	7	2	2332	0.98	0.0	0.0	0.0	28.6	0.0	71.4	1	dsDNAphage	linear	k141_56381||full	0.98	dsDNAphage
k141_56360	1	2	103	1752	0.84	0.84	1	2	103	1752	NA	NA	0	1	2	103	1752	0.84	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_56360||full	0.84	ssDNA
k141_56241	1	5	2	2356	0.987	0.987	1	5	2	2356	NA	NA	0	1	5	2	2356	0.987	0.0	0.0	0.0	40.0	0.0	60.0	1	dsDNAphage	linear	k141_56241||full	0.987	dsDNAphage
k141_56119	1	3	3	1386	0.853	0.853	1	3	3	1386	NA	NA	0	1	3	3	1386	0.853	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_56119||full	0.853	ssDNA
k141_56044	1	4	3	1748	0.993	0.993	1	4	3	1748	NA	NA	0	1	4	3	1748	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_56044||full	0.993	dsDNAphage
k141_56028	1	2	2	1828	0.92	0.92	1	2	2	1828	NA	NA	0	1	2	2	1828	0.92	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_56028||full	0.92	ssDNA
k141_560	1	5	1	1858	0.773	0.773	1	5	1	1858	NA	NA	0	1	5	1	1858	0.773	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	k141_560||full	0.773	dsDNAphage
k141_5578	1	4	1	2642	0.513	0.513	1	4	1	2642	NA	NA	0	1	4	1	2642	0.513	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_5578||full	0.513	ssDNA
k141_55586	1	4	3	1836	0.72	0.72	1	4	3	1836	NA	NA	0	1	4	3	1836	0.72	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_55586||full	0.72	ssDNA
k141_55404	1	3	2	1064	0.793	0.793	1	3	2	1064	NA	NA	0	1	3	2	1064	0.793	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_55404||full	0.793	ssDNA
k141_55336	1	3	404	1627	0.973	0.973	1	3	404	1627	NA	NA	0	1	3	404	1627	0.973	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_55336||full	0.973	ssDNA
k141_55245	1	3	2	1694	0.86	0.86	1	3	2	1694	NA	NA	0	1	3	2	1694	0.86	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_55245||full	0.86	ssDNA
k141_55153	1	4	3	1834	0.787	0.787	1	4	3	1834	NA	NA	0	1	4	3	1834	0.787	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_55153||full	0.787	dsDNAphage
k141_55083	1	8	3	3913	0.58	0.58	1	8	3	3913	NA	NA	0	1	8	3	3913	0.58	0.0	12.5	0.0	25.0	25.0	37.5	0	dsDNAphage	linear	k141_55083||full	0.58	dsDNAphage
k141_55071	1	4	2	3288	0.54	0.54	1	4	2	3288	NA	NA	0	1	4	2	3288	0.54	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_55071||full	0.54	dsDNAphage
k141_54957	1	2	2	909	0.973	0.973	1	2	2	909	NA	NA	0	1	2	2	909	0.973	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_54957||full	0.973	ssDNA
k141_549	1	3	1	1571	0.713	0.713	1	3	1	1571	NA	NA	0	1	3	1	1571	0.713	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_549||full	0.713	dsDNAphage
k141_5477	1	3	246	1319	0.98	0.98	1	3	246	1319	NA	NA	0	1	3	246	1319	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_5477||full	0.98	ssDNA
k141_54769	1	4	2	1075	0.9	0.9	1	4	2	1075	NA	NA	0	1	4	2	1075	0.9	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_54769||full	0.9	dsDNAphage
k141_54758	1	3	114	1691	0.98	0.98	1	3	114	1691	NA	NA	0	1	3	114	1691	0.98	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_54758||full	0.98	ssDNA
k141_54487	1	2	41	1023	0.593	0.593	1	2	41	1023	NA	NA	0	1	2	41	1023	0.593	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_54487||full	0.593	dsDNAphage
k141_54448	1	3	3	1925	1.0	1.0	1	3	3	1925	NA	NA	0	1	3	3	1925	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_54448||full	1.0	ssDNA
k141_54308	1	2	2	1014	0.84	0.84	1	2	2	1014	NA	NA	0	1	2	2	1014	0.84	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_54308||full	0.84	ssDNA
k141_54237	1	5	3	2462	0.873	0.873	1	5	3	2462	NA	NA	0	1	5	3	2462	0.873	0.0	0.0	0.0	40.0	0.0	60.0	0	dsDNAphage	linear	k141_54237||full	0.873	dsDNAphage
