seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
k141_58170||full	0.640	0.593	0.640	dsDNAphage	1540	0	25.000	0.000
k141_1504||full	0.487	0.533	0.533	ssDNA	3224	0	33.300	0.000
k141_177227||full	0.947	0.973	0.973	ssDNA	2185	0	100.000	0.000
k141_154640||full	0.867	0.480	0.867	dsDNAphage	813	0	50.000	0.000
k141_114887||full	0.693	0.993	0.993	ssDNA	1275	0	33.300	0.000
k141_103542||full	0.700	0.993	0.993	ssDNA	1741	0	33.300	0.000
k141_109127||full	0.507	0.280	0.507	dsDNAphage	1157	0	50.000	0.000
k141_126205||full	0.987	0.967	0.987	dsDNAphage	2149	1	100.000	0.000
k141_75120||full	0.767	0.980	0.980	ssDNA	1284	0	33.300	0.000
k141_24001||full	0.807	0.987	0.987	ssDNA	2948	0	66.700	0.000
k141_126230||full	0.447	0.520	0.520	ssDNA	2260	0	66.700	0.000
k141_97801||full	0.940	0.120	0.940	dsDNAphage	3621	1	50.000	25.000
k141_97802||full	0.600	0.107	0.600	dsDNAphage	1264	0	33.300	0.000
k141_114920||full	0.640	0.700	0.700	ssDNA	1737	0	25.000	0.000
k141_160183||full	0.620	0.980	0.980	ssDNA	1020	0	33.300	0.000
k141_165937||full	0.560	0.027	0.560	dsDNAphage	4113	0	33.300	16.700
k141_35506||full	0.513	0.227	0.513	dsDNAphage	2822	0	50.000	0.000
k141_24023||full	0.420	0.933	0.933	ssDNA	970	0	50.000	0.000
k141_148950||full	0.447	0.773	0.773	ssDNA	1057	0	50.000	0.000
k141_7144||full	0.753	0.200	0.753	dsDNAphage	2796	2	50.000	0.000
k141_109164||full	0.427	0.720	0.720	ssDNA	1800	0	33.300	0.000
k141_80866||full	0.687	0.940	0.940	ssDNA	1268	0	33.300	0.000
k141_148956||full	0.767	0.100	0.767	dsDNAphage	2141	1	33.300	0.000
k141_18603||full	0.553	0.813	0.813	ssDNA	1177	0	50.000	0.000
k141_63817||full	0.600	0.233	0.600	dsDNAphage	1409	0	50.000	25.000
k141_46862||full	0.853	0.767	0.853	dsDNAphage	3227	0	20.000	0.000
k141_75184||full	0.700	0.993	0.993	ssDNA	1315	0	100.000	0.000
k141_7165||full	0.667	0.240	0.667	dsDNAphage	2026	0	33.300	0.000
k141_171528||full	0.873	0.993	0.993	ssDNA	1312	0	66.700	0.000
k141_86591||full	0.927	0.813	0.927	dsDNAphage	1042	1	33.300	0.000
k141_154737||full	0.960	0.987	0.987	ssDNA	1573	0	50.000	0.000
k141_35587||full	0.893	0.627	0.893	dsDNAphage	2343	0	66.700	0.000
k141_126314||full	0.320	0.960	0.960	ssDNA	1150	0	50.000	0.000
k141_171570||full	0.527	0.040	0.527	dsDNAphage	2192	0	20.000	0.000
k141_29930||full	0.893	1.000	1.000	ssDNA	1092	0	100.000	0.000
k141_52511||full	0.527	0.827	0.827	ssDNA	1116	0	33.300	0.000
k141_63905||full	0.900	0.160	0.900	dsDNAphage	2154	0	33.300	16.700
k141_120715||full	0.507	0.473	0.507	dsDNAphage	4040	0	20.000	0.000
k141_12954||full	0.827	0.200	0.827	dsDNAphage	987	1	100.000	0.000
k141_131893||full	0.400	0.533	0.533	ssDNA	885	0	50.000	0.000
k141_137745||full	0.987	1.000	1.000	ssDNA	1287	0	100.000	0.000
k141_69495||full	0.927	1.000	1.000	ssDNA	1643	0	66.700	0.000
k141_12979||full	0.713	0.000	0.713	dsDNAphage	7347	1	42.900	28.600
k141_149072||full	0.953	1.000	1.000	ssDNA	1441	0	100.000	0.000
k141_149073||full	0.687	0.440	0.687	dsDNAphage	1291	0	33.300	0.000
k141_29969||full	0.760	0.027	0.760	dsDNAphage	4159	1	25.000	0.000
k141_52569||full	0.913	0.913	0.913	dsDNAphage	1313	0	25.000	0.000
k141_69523||full	0.740	0.973	0.973	ssDNA	1724	0	25.000	0.000
k141_92325||full	0.700	0.247	0.700	dsDNAphage	1394	0	33.300	0.000
k141_7300||full	0.507	0.100	0.507	dsDNAphage	2886	0	50.000	0.000
k141_149085||full	0.847	1.000	1.000	ssDNA	1005	0	100.000	0.000
k141_86715||full	0.647	0.667	0.667	ssDNA	981	0	50.000	0.000
k141_41403||full	0.633	0.753	0.753	ssDNA	1797	0	33.300	0.000
k141_126411||full	0.700	0.607	0.700	dsDNAphage	1741	0	33.300	0.000
k141_75332||full	0.920	0.560	0.920	dsDNAphage	1232	0	33.300	0.000
k141_109312||full	0.587	0.940	0.940	ssDNA	1032	0	33.300	0.000
k141_120778||full	0.633	0.367	0.633	dsDNAphage	1193	0	25.000	0.000
k141_41417||full	0.533	0.053	0.533	dsDNAphage	1401	0	50.000	25.000
k141_160353||full	0.693	0.353	0.693	dsDNAphage	3450	0	40.000	0.000
k141_92346||full	0.607	0.813	0.813	ssDNA	2030	0	20.000	0.000
k141_18801||full	0.507	0.060	0.507	dsDNAphage	1608	0	33.300	0.000
k141_24190||full	0.933	0.833	0.933	dsDNAphage	1018	1	66.700	0.000
k141_177456||full	0.753	0.407	0.753	dsDNAphage	2045	1	25.000	0.000
k141_154833||full	0.507	0.300	0.507	dsDNAphage	1364	0	50.000	0.000
k141_126433||full	0.713	0.380	0.713	dsDNAphage	1763	0	20.000	0.000
k141_154838||full	0.660	0.840	0.840	ssDNA	1029	0	33.300	0.000
k141_143415||full	0.867	0.713	0.867	dsDNAphage	2114	0	66.700	0.000
k141_13057||full	0.773	1.000	1.000	ssDNA	930	0	50.000	0.000
k141_81063||full	0.533	0.047	0.533	dsDNAphage	3032	0	33.300	0.000
k141_24198||full	0.907	0.033	0.907	dsDNAphage	9844	0	25.000	5.000
k141_132004||full	0.847	0.407	0.847	dsDNAphage	1898	0	75.000	0.000
k141_109363||full	0.887	0.867	0.887	dsDNAphage	1117	1	100.000	0.000
k141_64003||full	0.720	0.947	0.947	ssDNA	1175	0	66.700	0.000
k141_149153||full	0.667	0.013	0.667	dsDNAphage	4202	0	28.600	14.300
k141_171731||full	0.587	0.260	0.587	dsDNAphage	1350	0	33.300	0.000
k141_86797||full	0.947	0.107	0.947	dsDNAphage	2279	3	50.000	0.000
k141_98061||full	0.873	0.627	0.873	dsDNAphage	1085	0	33.300	0.000
k141_177517||full	0.713	0.053	0.713	dsDNAphage	2073	0	25.000	0.000
k141_47100||full	0.800	1.000	1.000	ssDNA	1091	0	33.300	0.000
k141_137877||full	0.487	0.887	0.887	ssDNA	1310	0	25.000	0.000
k141_58497||full	0.933	1.000	1.000	ssDNA	1590	0	66.700	0.000
k141_24237||full	0.847	0.080	0.847	dsDNAphage	1421	0	25.000	0.000
k141_98068||full	0.640	0.087	0.640	dsDNAphage	1541	0	25.000	0.000
k141_177537||full	0.900	0.887	0.900	dsDNAphage	1301	0	25.000	0.000
k141_177543||full	0.607	0.040	0.607	dsDNAphage	1419	0	66.700	33.300
k141_120891||full	0.827	0.280	0.827	dsDNAphage	892	0	33.300	0.000
k141_143473||full	0.453	0.733	0.733	ssDNA	1094	0	33.300	0.000
k141_92451||full	0.520	0.360	0.520	dsDNAphage	2150	0	25.000	0.000
k141_92452||full	0.500	0.113	0.500	dsDNAphage	1768	0	25.000	0.000
k141_109446||full	0.880	0.993	0.993	ssDNA	2127	0	33.300	0.000
k141_81153||full	0.827	0.347	0.827	dsDNAphage	1241	1	50.000	0.000
k141_75446||full	0.940	1.000	1.000	ssDNA	1257	0	100.000	0.000
k141_13170||full	0.793	0.053	0.793	dsDNAphage	1503	0	25.000	0.000
k141_160475||full	0.867	0.727	0.867	dsDNAphage	1455	1	66.700	0.000
k141_30168||full	0.393	0.827	0.827	ssDNA	1537	0	50.000	0.000
k141_137923||full	0.700	0.187	0.700	dsDNAphage	1328	0	33.300	0.000
k141_98109||full	0.993	1.000	1.000	ssDNA	1800	0	33.300	0.000
k141_86848||full	0.720	0.060	0.720	dsDNAphage	1756	0	25.000	0.000
k141_177569||full	0.900	0.027	0.900	dsDNAphage	4063	1	33.300	16.700
k141_154954||full	0.780	0.127	0.780	dsDNAphage	2404	0	20.000	0.000
k141_75484||full	0.573	0.353	0.573	dsDNAphage	2284	0	33.300	0.000
k141_132142||full	0.213	0.900	0.900	ssDNA	1052	0	50.000	0.000
k141_35860||full	0.840	0.993	0.993	ssDNA	839	0	50.000	0.000
k141_166247||full	0.687	0.500	0.687	dsDNAphage	1835	0	50.000	0.000
k141_120964||full	0.713	0.800	0.800	ssDNA	1504	0	33.300	0.000
k141_58580||full	0.567	0.793	0.793	ssDNA	1039	0	50.000	0.000
k141_52803||full	0.567	0.840	0.840	ssDNA	1205	0	50.000	0.000
k141_81200||full	0.927	0.000	0.927	dsDNAphage	22137	3	37.500	20.800
k141_47198||full	0.987	0.773	0.987	dsDNAphage	746	0	100.000	0.000
k141_64150||full	0.773	0.960	0.960	ssDNA	1946	0	50.000	0.000
k141_18979||full	0.640	0.127	0.640	dsDNAphage	1289	0	25.000	0.000
k141_13228||full	0.613	0.333	0.613	dsDNAphage	1484	0	50.000	0.000
k141_166293||full	0.980	0.700	0.980	dsDNAphage	1235	1	33.300	0.000
k141_121005||full	0.673	0.980	0.980	ssDNA	1909	0	66.700	0.000
k141_149328||full	0.747	0.513	0.747	dsDNAphage	1426	0	100.000	0.000
k141_177653||full	0.720	0.747	0.747	ssDNA	1644	0	100.000	0.000
k141_138005||full	0.733	0.607	0.733	dsDNAphage	2764	0	33.300	0.000
k141_155045||full	0.667	0.187	0.667	dsDNAphage	899	0	50.000	0.000
k141_19034||full	0.547	0.927	0.927	ssDNA	1059	0	100.000	0.000
k141_177664||full	0.200	0.540	0.540	ssDNA	2764	0	33.300	0.000
k141_92586||full	0.927	0.893	0.927	dsDNAphage	1261	1	33.300	0.000
k141_138018||full	0.900	0.447	0.900	dsDNAphage	1949	0	100.000	0.000
k141_121029||full	0.580	0.973	0.973	ssDNA	2219	0	66.700	0.000
k141_103979||full	0.160	0.807	0.807	ssDNA	1364	0	50.000	0.000
k141_7555||full	0.433	0.953	0.953	ssDNA	1510	0	33.300	0.000
k141_92606||full	0.600	0.993	0.993	ssDNA	1102	0	33.300	0.000
k141_171913||full	0.580	0.093	0.580	dsDNAphage	1279	0	33.300	0.000
k141_149368||full	0.967	1.000	1.000	ssDNA	1429	0	66.700	0.000
k141_160623||full	0.833	0.300	0.833	dsDNAphage	2015	0	25.000	0.000
k141_58667||full	0.613	1.000	1.000	ssDNA	978	0	50.000	0.000
k141_160633||full	0.707	0.107	0.707	dsDNAphage	1500	0	50.000	0.000
k141_138058||full	0.753	0.087	0.753	dsDNAphage	4669	1	33.300	0.000
k141_64267||full	0.987	0.980	0.987	dsDNAphage	1034	2	100.000	0.000
k141_58688||full	0.987	0.627	0.987	dsDNAphage	1212	0	50.000	0.000
k141_75603||full	0.593	0.953	0.953	ssDNA	1309	0	33.300	0.000
k141_171950||full	0.987	0.973	0.987	dsDNAphage	1095	0	75.000	0.000
k141_138071||full	0.700	0.987	0.987	ssDNA	1165	0	33.300	0.000
k141_132288||full	0.973	1.000	1.000	ssDNA	1115	0	66.700	0.000
k141_36020||full	0.620	0.373	0.620	dsDNAphage	2420	0	100.000	0.000
k141_126702||full	0.413	0.980	0.980	ssDNA	1137	0	50.000	0.000
k141_52944||full	0.567	0.927	0.927	ssDNA	1127	0	33.300	0.000
k141_126709||full	0.860	0.887	0.887	ssDNA	1368	0	100.000	0.000
k141_13353||full	0.580	0.427	0.580	dsDNAphage	1464	0	66.700	0.000
k141_98299||full	0.553	0.007	0.553	dsDNAphage	3499	0	42.900	14.300
k141_143718||full	0.900	0.993	0.993	ssDNA	1437	0	33.300	0.000
k141_69857||full	0.447	0.527	0.527	ssDNA	1046	0	50.000	0.000
k141_58742||full	0.600	0.147	0.600	dsDNAphage	1551	0	50.000	25.000
k141_64330||full	0.567	0.873	0.873	ssDNA	1028	0	33.300	0.000
k141_47361||full	0.613	0.507	0.613	dsDNAphage	1075	0	33.300	0.000
k141_126741||full	0.947	0.033	0.947	dsDNAphage	6202	1	44.400	11.100
k141_138115||full	0.747	0.987	0.987	ssDNA	782	0	50.000	0.000
k141_47368||full	0.473	0.933	0.933	ssDNA	1067	0	33.300	0.000
k141_24519||full	0.620	0.567	0.620	dsDNAphage	1614	0	100.000	0.000
k141_87089||full	0.320	0.993	0.993	ssDNA	1148	0	50.000	0.000
k141_132369||full	0.680	0.733	0.733	ssDNA	1417	0	33.300	0.000
k141_104116||full	0.887	0.867	0.887	dsDNAphage	1144	0	33.300	0.000
k141_155199||full	0.833	0.367	0.833	dsDNAphage	1223	1	50.000	0.000
k141_109708||full	0.507	0.967	0.967	ssDNA	1169	0	33.300	0.000
k141_36102||full	0.513	0.027	0.513	dsDNAphage	1678	0	20.000	0.000
k141_126789||full	0.780	0.587	0.780	dsDNAphage	1094	0	100.000	0.000
k141_143791||full	0.507	0.120	0.507	dsDNAphage	1552	0	50.000	0.000
k141_87119||full	0.947	0.760	0.947	dsDNAphage	832	0	50.000	0.000
k141_7700||full	0.647	0.033	0.647	dsDNAphage	1415	0	66.700	33.300
k141_155228||full	0.480	0.860	0.860	ssDNA	1459	0	50.000	0.000
k141_30430||full	0.580	0.847	0.847	ssDNA	1389	0	33.300	0.000
k141_47417||full	0.773	0.260	0.773	dsDNAphage	2935	0	33.300	0.000
k141_109728||full	0.680	0.027	0.680	dsDNAphage	1587	0	66.700	33.300
k141_87132||full	0.500	0.660	0.660	ssDNA	1417	0	50.000	0.000
k141_115507||full	0.833	0.333	0.833	dsDNAphage	2426	0	33.300	0.000
k141_92772||full	0.813	0.073	0.813	dsDNAphage	1834	1	33.300	0.000
k141_24584||full	0.520	0.053	0.520	dsDNAphage	1689	0	33.300	0.000
k141_41855||full	0.547	0.547	0.547	dsDNAphage	991	0	25.000	0.000
k141_69973||full	0.980	0.613	0.980	dsDNAphage	2683	1	25.000	0.000
k141_109749||full	0.947	0.973	0.973	ssDNA	1953	0	80.000	0.000
k141_13467||full	0.940	1.000	1.000	ssDNA	1835	0	66.700	0.000
k141_19266||full	0.927	0.413	0.927	dsDNAphage	1174	3	100.000	0.000
k141_24605||full	0.727	0.960	0.960	ssDNA	1311	0	33.300	0.000
k141_19268||full	0.960	0.953	0.960	dsDNAphage	1661	0	100.000	0.000
k141_58855||full	0.620	0.580	0.620	dsDNAphage	2495	0	33.300	0.000
k141_7745||full	0.867	0.720	0.867	dsDNAphage	846	0	50.000	0.000
k141_47456||full	0.600	0.920	0.920	ssDNA	1368	0	33.300	0.000
k141_109771||full	0.553	0.413	0.553	dsDNAphage	1393	0	50.000	0.000
k141_126855||full	0.940	0.333	0.940	dsDNAphage	753	0	100.000	0.000
k141_166537||full	0.960	1.000	1.000	ssDNA	1249	0	100.000	0.000
k141_115550||full	0.620	0.380	0.620	dsDNAphage	1820	0	66.700	0.000
k141_24629||full	0.767	0.993	0.993	ssDNA	1282	0	50.000	0.000
k141_2203||full	0.993	1.000	1.000	ssDNA	1222	0	100.000	0.000
k141_109785||full	0.620	0.433	0.620	dsDNAphage	896	0	50.000	0.000
k141_41893||full	0.467	0.827	0.827	ssDNA	1987	0	33.300	0.000
k141_98450||full	0.520	0.260	0.520	dsDNAphage	1893	0	66.700	0.000
k141_143869||full	0.280	0.553	0.553	ssDNA	2676	0	33.300	0.000
k141_19317||full	0.540	0.873	0.873	ssDNA	839	0	50.000	0.000
k141_30517||full	0.540	0.967	0.967	ssDNA	1010	0	50.000	0.000
k141_53094||full	0.707	0.907	0.907	ssDNA	1034	0	33.300	0.000
k141_53111||full	0.800	0.453	0.800	dsDNAphage	2087	0	20.000	0.000
k141_53121||full	0.687	0.107	0.687	dsDNAphage	2730	0	20.000	0.000
k141_98491||full	0.553	0.207	0.553	dsDNAphage	1100	0	33.300	0.000
k141_149604||full	0.520	0.500	0.520	dsDNAphage	1093	0	50.000	0.000
k141_172173||full	0.620	0.340	0.620	dsDNAphage	1495	0	50.000	0.000
k141_155354||full	0.547	0.967	0.967	ssDNA	1184	0	50.000	0.000
k141_41943||full	0.587	0.567	0.587	dsDNAphage	1993	0	33.300	0.000
k141_177920||full	0.547	0.253	0.547	dsDNAphage	1031	0	33.300	0.000
k141_126922||full	0.993	0.887	0.993	dsDNAphage	2178	0	42.900	0.000
k141_132503||full	0.907	0.993	0.993	ssDNA	1531	0	75.000	0.000
k141_172186||full	0.673	0.853	0.853	ssDNA	1253	0	25.000	0.000
k141_115649||full	0.847	0.067	0.847	dsDNAphage	1394	0	33.300	0.000
k141_155381||full	0.613	1.000	1.000	ssDNA	1179	0	50.000	0.000
k141_160894||full	0.693	0.667	0.693	dsDNAphage	2677	0	50.000	0.000
k141_30576||full	0.793	0.107	0.793	dsDNAphage	1303	0	33.300	0.000
k141_30577||full	0.820	0.987	0.987	ssDNA	1282	0	100.000	0.000
k141_132533||full	0.567	0.007	0.567	dsDNAphage	6484	0	30.000	10.000
k141_7834||full	0.920	0.747	0.920	dsDNAphage	2414	0	25.000	0.000
k141_81561||full	0.353	0.900	0.900	ssDNA	1967	0	33.300	0.000
k141_132537||full	0.580	0.053	0.580	dsDNAphage	2734	0	33.300	0.000
k141_143938||full	0.700	0.887	0.887	ssDNA	2189	0	66.700	0.000
k141_138349||full	0.660	0.547	0.660	dsDNAphage	1007	0	33.300	0.000
k141_41983||full	1.000	0.987	1.000	dsDNAphage	1670	1	50.000	0.000
k141_19412||full	0.973	0.207	0.973	dsDNAphage	2986	2	33.300	0.000
k141_138352||full	0.813	0.793	0.813	dsDNAphage	2507	0	25.000	0.000
k141_121358||full	0.640	0.393	0.640	dsDNAphage	1383	0	100.000	0.000
k141_132557||full	0.853	0.987	0.987	ssDNA	1733	0	100.000	0.000
k141_7854||full	0.627	0.353	0.627	dsDNAphage	3348	0	66.700	0.000
k141_19425||full	0.973	0.840	0.973	dsDNAphage	1704	0	20.000	0.000
k141_104362||full	0.647	0.640	0.647	dsDNAphage	2097	0	20.000	0.000
k141_160951||full	0.493	0.700	0.700	ssDNA	1163	0	50.000	0.000
k141_98572||full	0.747	1.000	1.000	ssDNA	1653	0	66.700	0.000
k141_149671||full	0.300	1.000	1.000	ssDNA	1111	0	50.000	0.000
k141_155443||full	0.527	0.027	0.527	dsDNAphage	1856	0	25.000	0.000
k141_30638||full	0.813	0.173	0.813	dsDNAphage	5049	0	25.000	0.000
k141_160955||full	0.507	0.173	0.507	dsDNAphage	1520	0	50.000	0.000
k141_42036||full	0.867	0.213	0.867	dsDNAphage	1300	0	33.300	0.000
k141_81627||full	0.500	0.920	0.920	ssDNA	1721	0	33.300	0.000
k141_47555||full	0.713	0.533	0.713	dsDNAphage	2817	0	25.000	0.000
k141_19479||full	0.673	0.827	0.827	ssDNA	1216	0	25.000	0.000
k141_53231||full	0.900	0.200	0.900	dsDNAphage	2491	1	33.300	0.000
k141_132637||full	0.813	0.580	0.813	dsDNAphage	866	0	50.000	0.000
k141_104418||full	0.707	0.827	0.827	ssDNA	1099	0	50.000	0.000
k141_138422||full	0.680	0.153	0.680	dsDNAphage	1013	0	33.300	0.000
k141_53255||full	0.973	0.480	0.973	dsDNAphage	1361	1	50.000	0.000
k141_59073||full	0.547	0.987	0.987	ssDNA	940	0	50.000	0.000
k141_138437||full	0.433	0.927	0.927	ssDNA	972	0	50.000	0.000
k141_19517||full	0.987	0.807	0.987	dsDNAphage	1999	1	60.000	0.000
k141_75978||full	0.520	0.100	0.520	dsDNAphage	2735	0	40.000	0.000
k141_53275||full	0.580	0.500	0.580	dsDNAphage	992	0	50.000	0.000
k141_93078||full	0.607	0.973	0.973	ssDNA	638	0	50.000	0.000
k141_75990||full	0.673	0.940	0.940	ssDNA	619	0	50.000	0.000
k141_53284||full	0.593	0.960	0.960	ssDNA	1734	0	50.000	0.000
k141_161035||full	0.187	0.847	0.847	ssDNA	1688	0	50.000	0.000
k141_7945||full	0.740	0.147	0.740	dsDNAphage	1821	0	50.000	25.000
k141_98658||full	0.740	0.580	0.740	dsDNAphage	3074	0	33.300	0.000
k141_127107||full	0.620	0.967	0.967	ssDNA	1204	0	50.000	0.000
k141_13728||full	0.527	0.040	0.527	dsDNAphage	5706	0	30.000	20.000
k141_144062||full	0.533	0.760	0.760	ssDNA	1523	0	25.000	0.000
k141_121408||full	0.980	0.913	0.980	dsDNAphage	1958	0	50.000	0.000
k141_81702||full	0.633	0.560	0.633	dsDNAphage	1030	0	50.000	0.000
k141_81706||full	0.600	0.540	0.600	dsDNAphage	1569	0	50.000	0.000
k141_149779||full	0.553	0.180	0.553	dsDNAphage	2418	0	50.000	0.000
k141_30739||full	0.307	0.740	0.740	ssDNA	1175	0	50.000	0.000
k141_24878||full	0.413	0.607	0.607	ssDNA	2673	0	25.000	0.000
k141_76028||full	0.707	0.047	0.707	dsDNAphage	1553	1	33.300	0.000
k141_166828||full	0.693	0.960	0.960	ssDNA	1512	0	66.700	0.000
k141_19559||full	0.887	0.407	0.887	dsDNAphage	2554	1	66.700	0.000
k141_98692||full	0.313	0.540	0.540	ssDNA	2910	0	33.300	0.000
k141_76034||full	0.527	1.000	1.000	ssDNA	1101	0	50.000	0.000
k141_161083||full	0.540	0.127	0.540	dsDNAphage	1835	0	20.000	0.000
k141_121448||full	0.433	0.673	0.673	ssDNA	1780	0	33.300	0.000
k141_161095||full	0.520	0.307	0.520	dsDNAphage	2098	0	20.000	0.000
k141_47680||full	0.720	0.200	0.720	dsDNAphage	1506	0	33.300	0.000
k141_121458||full	0.767	1.000	1.000	ssDNA	1006	0	33.300	0.000
k141_7989||full	0.540	0.093	0.540	dsDNAphage	2896	0	14.300	0.000
k141_104535||full	0.940	0.013	0.940	dsDNAphage	2380	2	50.000	50.000
k141_47689||full	0.433	0.993	0.993	ssDNA	990	0	50.000	0.000
k141_110101||full	0.760	0.153	0.760	dsDNAphage	1894	0	60.000	0.000
k141_42154||full	0.500	0.153	0.500	dsDNAphage	4403	0	16.700	0.000
k141_155612||full	0.933	1.000	1.000	ssDNA	2163	0	100.000	0.000
k141_178043||full	0.960	1.000	1.000	ssDNA	1447	0	50.000	0.000
k141_149832||full	0.713	0.807	0.807	ssDNA	1711	0	33.300	0.000
k141_81776||full	0.587	0.620	0.620	ssDNA	1037	0	50.000	0.000
k141_8006||full	0.547	0.327	0.547	dsDNAphage	1460	0	33.300	0.000
k141_93167||full	0.893	0.067	0.893	dsDNAphage	6416	1	54.500	18.200
k141_30802||full	0.960	0.993	0.993	ssDNA	1315	0	66.700	0.000
k141_127189||full	0.520	0.307	0.520	dsDNAphage	1085	0	66.700	0.000
k141_42197||full	0.960	0.653	0.960	dsDNAphage	2268	1	66.700	0.000
k141_138592||full	0.687	0.073	0.687	dsDNAphage	1463	1	66.700	33.300
k141_42200||full	0.887	1.000	1.000	ssDNA	1014	0	100.000	0.000
k141_121504||full	0.613	0.520	0.613	dsDNAphage	2002	0	50.000	0.000
k141_144170||full	0.673	0.147	0.673	dsDNAphage	1124	0	25.000	0.000
k141_13862||full	0.680	0.093	0.680	dsDNAphage	1372	0	66.700	33.300
k141_64782||full	0.553	0.827	0.827	ssDNA	1896	0	25.000	0.000
k141_93224||full	0.867	0.980	0.980	ssDNA	1688	0	33.300	0.000
k141_110192||full	0.900	0.953	0.953	ssDNA	1046	0	33.300	0.000
k141_149901||full	0.407	0.827	0.827	ssDNA	1101	0	50.000	0.000
k141_2606||full	0.767	0.993	0.993	ssDNA	2277	0	66.700	0.000
k141_81853||full	0.740	0.187	0.740	dsDNAphage	1321	0	33.300	0.000
k141_87563||full	0.667	0.980	0.980	ssDNA	1310	0	33.300	0.000
k141_149913||full	0.980	0.987	0.987	ssDNA	2225	0	50.000	0.000
k141_8065||full	0.533	0.067	0.533	dsDNAphage	1391	0	25.000	0.000
k141_53450||full	0.767	0.560	0.767	dsDNAphage	2957	0	28.600	0.000
k141_93276||full	0.260	0.640	0.640	ssDNA	2106	0	50.000	0.000
k141_104658||full	0.560	0.767	0.767	ssDNA	2125	0	50.000	0.000
k141_47812||full	0.673	0.067	0.673	dsDNAphage	1283	0	25.000	0.000
k141_13916||full	0.127	0.600	0.600	ssDNA	990	0	50.000	0.000
k141_104663||full	1.000	0.320	1.000	dsDNAphage	2823	2	100.000	0.000
k141_149938||full	0.473	0.980	0.980	ssDNA	1764	0	33.300	0.000
k141_104665||full	0.833	0.307	0.833	dsDNAphage	1573	0	25.000	0.000
k141_98823||full	0.607	0.053	0.607	dsDNAphage	1506	0	33.300	0.000
k141_70437||full	0.833	0.053	0.833	dsDNAphage	2401	0	75.000	25.000
k141_132864||full	0.593	0.407	0.593	dsDNAphage	1994	0	25.000	0.000
k141_149947||full	0.933	1.000	1.000	ssDNA	1392	0	100.000	0.000
k141_166986||full	0.480	0.880	0.880	ssDNA	1728	0	33.300	0.000
k141_87606||full	0.640	0.927	0.927	ssDNA	1943	0	25.000	0.000
k141_93317||full	0.807	0.167	0.807	dsDNAphage	1185	0	33.300	0.000
k141_2686||full	0.973	0.993	0.993	ssDNA	1276	0	100.000	0.000
k141_161262||full	1.000	0.960	1.000	dsDNAphage	888	3	100.000	0.000
k141_104694||full	0.780	0.647	0.780	dsDNAphage	2222	0	25.000	0.000
k141_116035||full	0.807	0.680	0.807	dsDNAphage	2214	0	50.000	0.000
k141_104721||full	0.580	0.787	0.787	ssDNA	1232	0	25.000	0.000
k141_155760||full	0.727	0.633	0.727	dsDNAphage	1854	0	25.000	0.000
k141_93357||full	0.960	0.413	0.960	dsDNAphage	1243	0	25.000	0.000
k141_81962||full	0.920	0.087	0.920	dsDNAphage	7242	0	18.200	0.000
k141_155770||full	0.987	0.973	0.987	dsDNAphage	3666	1	40.000	0.000
k141_76253||full	0.587	0.947	0.947	ssDNA	1858	0	33.300	0.000
k141_13995||full	0.593	0.060	0.593	dsDNAphage	2067	1	50.000	0.000
k141_30970||full	0.593	0.340	0.593	dsDNAphage	3045	0	66.700	0.000
k141_127384||full	0.833	0.013	0.833	dsDNAphage	2591	1	20.000	0.000
k141_167038||full	0.507	0.267	0.507	dsDNAphage	1100	0	33.300	0.000
k141_144324||full	0.367	0.980	0.980	ssDNA	2174	0	33.300	0.000
k141_127399||full	0.720	0.920	0.920	ssDNA	1712	0	33.300	0.000
k141_161343||full	0.687	0.993	0.993	ssDNA	1444	0	33.300	0.000
k141_121673||full	0.940	0.907	0.940	dsDNAphage	1809	0	75.000	0.000
k141_178274||full	0.513	0.393	0.513	dsDNAphage	1455	0	33.300	0.000
k141_82006||full	0.407	0.627	0.627	ssDNA	2692	0	33.300	0.000
k141_132954||full	0.420	0.960	0.960	ssDNA	1776	0	33.300	0.000
k141_31012||full	0.753	0.973	0.973	ssDNA	1625	0	66.700	0.000
k141_155826||full	0.833	0.973	0.973	ssDNA	1120	0	33.300	0.000
k141_178293||full	0.707	0.027	0.707	dsDNAphage	4624	0	30.000	10.000
k141_53572||full	0.640	0.107	0.640	dsDNAphage	1573	0	66.700	33.300
k141_14050||full	0.593	0.187	0.593	dsDNAphage	1148	0	50.000	0.000
k141_42408||full	0.433	0.967	0.967	ssDNA	1318	0	33.300	0.000
k141_116146||full	0.767	0.907	0.907	ssDNA	1051	0	50.000	0.000
k141_110373||full	0.853	0.993	0.993	ssDNA	2008	0	66.700	0.000
k141_25209||full	0.993	0.733	0.993	dsDNAphage	3125	1	50.000	0.000
k141_121709||full	1.000	0.973	1.000	dsDNAphage	1229	0	100.000	0.000
k141_19802||full	0.980	0.873	0.980	dsDNAphage	3543	0	57.100	0.000
k141_82051||full	0.880	0.993	0.993	ssDNA	1832	0	66.700	0.000
k141_53623||full	0.513	0.893	0.893	ssDNA	1472	0	50.000	0.000
k141_133024||full	0.567	0.980	0.980	ssDNA	1139	0	50.000	0.000
k141_87775||full	0.653	0.940	0.940	ssDNA	1051	0	50.000	0.000
