tax_id,rank,name,spades_reads,spades_percent,megahit_reads,megahit_percent,total_reads
2591131,S1,Rhodococcus phage Sleepyhead,4.0,0.0,1.0,0.0,5.0
1084719,S,Donellivirus gee,4.0,0.0,1.0,0.0,5.0
3412694,P1,Polisuviricotina,4.0,0.0,1.0,0.0,5.0
861047,S1,Mycobacterium virus Bron,4.0,0.0,1.0,0.0,5.0
2955597,S,Celiavirus celia,5.0,0.0,0.0,0.0,5.0
1883379,S,Erwinia phage vB_EamM_Caitlin,2.0,0.0,2.0,0.0,4.0
1147144,S,Enterobacteria phage HK225,3.0,0.0,1.0,0.0,4.0
998086,S1,Pseudomonas phage PhiPA3,3.0,0.0,1.0,0.0,4.0
10682,S1,Enterobacteria phage P7,2.0,0.0,2.0,0.0,4.0
680114,G,Bixzunavirus,2.0,0.0,2.0,0.0,4.0
984186,S,Cronobacter phage ENT47670,3.0,0.0,1.0,0.0,4.0
101570,S,Enterobacteria phage ES18,3.0,0.0,1.0,0.0,4.0
2560485,S,Betterkatzvirus betterkatz,4.0,0.0,0.0,0.0,4.0
2955944,S,Gegevirus ST437OXA245phi41,3.0,0.0,1.0,0.0,4.0
2948816,G,Manovirus,2.0,0.0,2.0,0.0,4.0
3044829,G,Siftrevirus,2.0,0.0,2.0,0.0,4.0
2734062,S,Elveevirus 4LV2017,2.0,0.0,2.0,0.0,4.0
2023057,S1,Orpheovirus IHUMI-LCC2,3.0,0.0,1.0,0.0,4.0
3050355,S,Varicellovirus suidalpha1,4.0,0.0,0.0,0.0,4.0
3412574,R2,Singelaviria,2.0,0.0,2.0,0.0,4.0
10345,S1,Suid alphaherpesvirus 1,4.0,0.0,0.0,0.0,4.0
558016,G,Alphabaculovirus,4.0,0.0,0.0,0.0,4.0
2948773,G,Julieunavirus,3.0,0.0,1.0,0.0,4.0
1175657,S2,Pseudomonas phage PaMx11,3.0,0.0,1.0,0.0,4.0
11270,F,Rhabdoviridae,3.0,0.0,1.0,0.0,4.0
1857844,G,Pecentumvirus,2.0,0.0,2.0,0.0,4.0
180504,S,Stanholtvirus E125,3.0,0.0,1.0,0.0,4.0
3424680,F,Vandenendeviridae,4.0,0.0,0.0,0.0,4.0
3425958,S,Abidjanvirus PaMx11,3.0,0.0,1.0,0.0,4.0
3426221,S,Alphaorpheovirus massiliense,3.0,0.0,1.0,0.0,4.0
2842641,G,Dendoorenvirus,3.0,0.0,1.0,0.0,4.0
1483485,S,Ralstonia phage RS138,2.0,0.0,2.0,0.0,4.0
2048977,S1,Pseudomonas phage nickie,3.0,0.0,1.0,0.0,4.0
1714268,G,Alphasphaerolipovirus,2.0,0.0,2.0,0.0,4.0
175950,S,Salmonella phage ST64B,2.0,0.0,2.0,0.0,4.0
2927986,S1,Caulobacter phage CcrRogue,2.0,0.0,2.0,0.0,4.0
2942966,F,Suoliviridae,3.0,0.0,1.0,0.0,4.0
1089132,S1,Mycobacterium virus SG4,2.0,0.0,2.0,0.0,4.0
1109712,S,Rhodococcus phage REQ1,3.0,0.0,1.0,0.0,4.0
2560188,G,Nickievirus,3.0,0.0,1.0,0.0,4.0
2560220,G,Samistivirus,3.0,0.0,1.0,0.0,4.0
2956185,S,Manovirus Mano,2.0,0.0,2.0,0.0,4.0
2560101,G,Betterkatzvirus,4.0,0.0,0.0,0.0,4.0
2734103,S,Cymopoleiavirus swam2,3.0,0.0,1.0,0.0,4.0
3421325,O1,Ocovirineae,3.0,0.0,1.0,0.0,4.0
3424640,F,Casidaviridae,2.0,0.0,2.0,0.0,4.0
2733101,G,Cymopoleiavirus,3.0,0.0,1.0,0.0,4.0
1985325,G,Jiaodavirus,3.0,0.0,1.0,0.0,4.0
2520516,G1,unclassified Machinavirus,2.0,0.0,2.0,0.0,4.0
2732006,K,Helvetiavirae,2.0,0.0,2.0,0.0,4.0
2731342,R2,Monodnaviria,4.0,0.0,0.0,0.0,4.0
432201,S1,Escherichia phage HK544,2.0,0.0,2.0,0.0,4.0
2748760,S,Poindextervirus rogue,2.0,0.0,2.0,0.0,4.0
2759727,S1,Ralstonia phage Gerry,2.0,0.0,2.0,0.0,4.0
2767570,S1,Achromobacter phage Mano,2.0,0.0,2.0,0.0,4.0
3152223,F1,Skurskavirinae,4.0,0.0,0.0,0.0,4.0
1914850,G,Certrevirus,2.0,0.0,2.0,0.0,4.0
1821551,S1,Gordonia phage BetterKatz,4.0,0.0,0.0,0.0,4.0
2923001,S2,Mycobacterium phage SG4,2.0,0.0,2.0,0.0,4.0
1982095,G,Abidjanvirus,3.0,0.0,1.0,0.0,4.0
1982098,S1,Pseudomonas virus PaMx11,3.0,0.0,1.0,0.0,4.0
3427890,S,Cheoctovirus SG4,2.0,0.0,2.0,0.0,4.0
2842972,G,Pokkenvirus,2.0,0.0,2.0,0.0,4.0
3044761,G,Megavirus,4.0,0.0,0.0,0.0,4.0
3044765,G,Miltoncavirus,3.0,0.0,1.0,0.0,4.0
1623301,G,Reyvirus,3.0,0.0,1.0,0.0,4.0
2842993,G,Pylasvirus,3.0,0.0,1.0,0.0,4.0
2946645,C1,Ruthgordonvirinae,3.0,0.0,1.0,0.0,4.0
1220717,S,Rhizobium phage RHEph10,3.0,0.0,1.0,0.0,4.0
2844071,S,Dendoorenvirus RG2014,3.0,0.0,1.0,0.0,4.0
2731691,F,Drexlerviridae,3.0,0.0,1.0,0.0,4.0
346674,G1,unclassified Chlorovirus,2.0,0.0,2.0,0.0,4.0
2843419,G,Marfavirus,2.0,0.0,2.0,0.0,4.0
2845816,S1,Gordonia phage VanLee,3.0,0.0,1.0,0.0,4.0
2846046,S,Cimandefvirus Ggerry,2.0,0.0,2.0,0.0,4.0
2510486,S1,Klebsiella phage ST437-OXA245phi4.1,3.0,0.0,1.0,0.0,4.0
2510943,S1,Lactobacillus phage 3-521,3.0,0.0,1.0,0.0,4.0
3038364,S1,Gordonia phage Commandaria,2.0,0.0,2.0,0.0,4.0
1921407,G,Pakpunavirus,4.0,0.0,0.0,0.0,4.0
1960658,S1,Klebsiella phage 4LV2017,2.0,0.0,2.0,0.0,4.0
3152140,F,Orpheoviridae,3.0,0.0,1.0,0.0,4.0
3152216,F1,Jasinskavirinae,2.0,0.0,2.0,0.0,4.0
2733120,G,Nodensvirus,2.0,0.0,2.0,0.0,4.0
2733123,G,Phabquatrovirus,2.0,0.0,2.0,0.0,4.0
2169624,G,Machinavirus,2.0,0.0,2.0,0.0,4.0
2029657,S1,Bordetella phage vB_BbrM_PHB04,2.0,0.0,2.0,0.0,4.0
3424656,F,Kruegerviridae,3.0,0.0,1.0,0.0,4.0
1982879,G,Camvirus,2.0,0.0,2.0,0.0,4.0
3060307,S,Miltoncavirus PhiPA3,3.0,0.0,1.0,0.0,4.0
1563661,S1,Delftia phage RG-2014,3.0,0.0,1.0,0.0,4.0
1690818,S1,Streptomyces phage SF3,2.0,0.0,2.0,0.0,4.0
3428071,S,Commandariavirus commandaria,2.0,0.0,2.0,0.0,4.0
2843129,G,Watanabevirus,3.0,0.0,1.0,0.0,4.0
238854,S1,Synechococcus phage S-PM2,2.0,0.0,2.0,0.0,4.0
2732009,P,Dividoviricota,2.0,0.0,2.0,0.0,4.0
2732010,C,Laserviricetes,2.0,0.0,2.0,0.0,4.0
2732011,O,Halopanivirales,2.0,0.0,2.0,0.0,4.0
3044688,G,Citricivirus,3.0,0.0,1.0,0.0,4.0
3060706,S,Siftrevirus SF3,2.0,0.0,2.0,0.0,4.0
1917232,S,Only Syngen Nebraska virus 5,2.0,0.0,2.0,0.0,4.0
3152630,G,Vanleevirus,3.0,0.0,1.0,0.0,4.0
3152691,G,Commandariavirus,2.0,0.0,2.0,0.0,4.0
1813771,S,Salmonella phage 118970_sal3,2.0,0.0,2.0,0.0,4.0
1815522,S1,Synechococcus phage S-WAM2,3.0,0.0,1.0,0.0,4.0
1357825,S1,Enterobacteria phage fiAA91-ss,3.0,0.0,1.0,0.0,4.0
3433098,S,Vanleevirus vanlee,3.0,0.0,1.0,0.0,4.0
2948695,G,Elveevirus,2.0,0.0,2.0,0.0,4.0
2948723,G,Gegevirus,3.0,0.0,1.0,0.0,4.0
2169923,S,Kwaitsingvirus HK544,2.0,0.0,2.0,0.0,4.0
2842416,F1,Humphriesvirinae,3.0,0.0,1.0,0.0,4.0
1714267,F,Sphaerolipoviridae,2.0,0.0,2.0,0.0,4.0
3153020,G,Alphaorpheovirus,3.0,0.0,1.0,0.0,4.0
2560688,S,Nickievirus nickie,3.0,0.0,1.0,0.0,4.0
2948936,G,Turbidovirus,2.0,0.0,2.0,0.0,4.0
2560457,S,Peduovirus fiAA91ss,3.0,0.0,1.0,0.0,4.0
3059891,S,Citricivirus chongqinense,3.0,0.0,1.0,0.0,4.0
2734126,S,Nodensvirus spm2,2.0,0.0,2.0,0.0,4.0
2734129,S,Phabquatrovirus PHB04,2.0,0.0,2.0,0.0,4.0
2883940,S1,Burkholderia phage phiE125,3.0,0.0,1.0,0.0,4.0
2599343,S1,Aphis citricidus bunyavirus,3.0,0.0,1.0,0.0,4.0
2845126,S,Watanabevirus wv3521,3.0,0.0,1.0,0.0,4.0
2562661,G1,unclassified Fromanvirus,4.0,0.0,0.0,0.0,4.0
2955700,S,Chrysonvirus as5,2.0,0.0,1.0,0.0,3.0
2565502,S1,Shigella phage DS8,1.0,0.0,2.0,0.0,3.0
879630,S1,Aeromonas phage phiAS5,2.0,0.0,1.0,0.0,3.0
10374,F1,Gammaherpesvirinae,3.0,0.0,0.0,0.0,3.0
10366,S1,Murid betaherpesvirus 1,2.0,0.0,1.0,0.0,3.0
2955710,S,Coatlandelriovirus RSP,2.0,0.0,1.0,0.0,3.0
2955496,S,Bippervirus bipper,2.0,0.0,1.0,0.0,3.0
2955382,S,Aurodevirus hiberniae,2.0,0.0,1.0,0.0,3.0
2560849,S,Eneladusvirus Yen904,3.0,0.0,0.0,0.0,3.0
2560848,S1,Xylella virus Sano,2.0,0.0,1.0,0.0,3.0
2560731,S,Brunovirus SEN34,2.0,0.0,1.0,0.0,3.0
2843896,S,Sarumanvirus bcepsaruman,2.0,0.0,1.0,0.0,3.0
2845649,S,Cukevirus cuke,2.0,0.0,1.0,0.0,3.0
3059794,S,Brussowvirus 20617,2.0,0.0,1.0,0.0,3.0
3059778,S,Bigmanorsvirus bgmanors32,2.0,0.0,1.0,0.0,3.0
1985329,G,Moonvirus,2.0,0.0,1.0,0.0,3.0
2948946,G,Veracruzvirus,2.0,0.0,1.0,0.0,3.0
2948917,G,Sukkupivirus,3.0,0.0,0.0,0.0,3.0
2560726,S1,Stockinghallvirus FSLSP004,2.0,0.0,1.0,0.0,3.0
2955752,S,Deseoctovirus DS8,1.0,0.0,2.0,0.0,3.0
3152968,G,Haihevirus,2.0,0.0,1.0,0.0,3.0
1647302,S1,Mycobacterium phage Phayonce,2.0,0.0,1.0,0.0,3.0
1623303,G,Brussowvirus,2.0,0.0,1.0,0.0,3.0
2894367,S1,Aeromonas phage vB_AsaM_LPM4,2.0,0.0,1.0,0.0,3.0
2894335,S1,Burkholderia phage BgManors32,2.0,0.0,1.0,0.0,3.0
2886926,S1,Escherichia phage P1,2.0,0.0,1.0,0.0,3.0
2846393,S,Borockvirus brock,2.0,0.0,1.0,0.0,3.0
2843371,G,Cukevirus,2.0,0.0,1.0,0.0,3.0
2107707,S,Pandoravirus macleodensis,3.0,0.0,0.0,0.0,3.0
2094720,G,Tupanvirus,2.0,0.0,1.0,0.0,3.0
3044675,G,Bigmanorsvirus,2.0,0.0,1.0,0.0,3.0
2283269,S1,Caulobacter phage CcrBL10,2.0,0.0,1.0,0.0,3.0
2948710,G,Foxborovirus,2.0,0.0,1.0,0.0,3.0
2948678,G,Deseoctovirus,1.0,0.0,2.0,0.0,3.0
2948668,G,Coatlandelriovirus,2.0,0.0,1.0,0.0,3.0
2948662,G,Chrysonvirus,2.0,0.0,1.0,0.0,3.0
2948647,G,Caelumvirus,2.0,0.0,1.0,0.0,3.0
227470,S,Cinqassovirus aeh1,2.0,0.0,1.0,0.0,3.0
2315544,S1,Mycobacterium phage Paito,2.0,0.0,1.0,0.0,3.0
2301697,S1,Gordonia phage Schmidt,2.0,0.0,1.0,0.0,3.0
3432251,S,Sanovirus sano,2.0,0.0,1.0,0.0,3.0
3431429,S,Peduovirus FSLSP004,2.0,0.0,1.0,0.0,3.0
1392231,S1,Streptococcus phage 20617,2.0,0.0,1.0,0.0,3.0
1647463,S1,Salmonella phage SEN34,2.0,0.0,1.0,0.0,3.0
2734215,S,Appavirus appa,2.0,0.0,1.0,0.0,3.0
2734196,S,Poindextervirus BL10,2.0,0.0,1.0,0.0,3.0
2739681,S1,Yaravirus sp. 'brasiliensis',2.0,0.0,1.0,0.0,3.0
2946197,F,Yaraviridae,2.0,0.0,1.0,0.0,3.0
3430047,S,Jerseyvirus JD01,2.0,0.0,1.0,0.0,3.0
2483611,S1,Pseudomonas phage Dobby,3.0,0.0,0.0,0.0,3.0
2732013,F1,Markadamsvirinae,2.0,0.0,1.0,0.0,3.0
2733117,G,Neptunevirus,3.0,0.0,0.0,0.0,3.0
3044749,G,Kumottavirus,1.0,0.0,2.0,0.0,3.0
3044731,G,Hiroshimavirus,2.0,0.0,1.0,0.0,3.0
3044714,G,Faustvirus,3.0,0.0,0.0,0.0,3.0
2201420,S1,Ralstonia phage phiRSP,2.0,0.0,1.0,0.0,3.0
2182350,S1,Microbacterium phage Appa,2.0,0.0,1.0,0.0,3.0
2175602,F1,unclassified Ackermannviridae,1.0,0.0,2.0,0.0,3.0
1415148,S2,Xylella phage Sano,2.0,0.0,1.0,0.0,3.0
2847060,S1,Escherichia phage ev017,2.0,0.0,1.0,0.0,3.0
3060690,S,Scyllavirus aitchnine,2.0,0.0,1.0,0.0,3.0
3060630,S,Piscesmortuivirus LPM4,2.0,0.0,1.0,0.0,3.0
1982355,G,Pamexvirus,2.0,0.0,1.0,0.0,3.0
2734121,S,Neptunevirus srim18,3.0,0.0,0.0,0.0,3.0
2880362,S1,Aeromonas phage Aeh1,2.0,0.0,1.0,0.0,3.0
2842727,G,Henunavirus,2.0,0.0,1.0,0.0,3.0
1540090,S1,Bacillus phage Mater,2.0,0.0,1.0,0.0,3.0
2079417,S1,Mycobacterium phage Cuke,2.0,0.0,1.0,0.0,3.0
2169658,G,Wizardvirus,2.0,0.0,1.0,0.0,3.0
2169611,G,Brujitavirus,3.0,0.0,0.0,0.0,3.0
2169601,C1,Nymbaxtervirinae,3.0,0.0,0.0,0.0,3.0
2169597,C1,Chebruvirinae,3.0,0.0,0.0,0.0,3.0
3044455,F,Aliceevansviridae,2.0,0.0,1.0,0.0,3.0
3152215,C1,Jameshumphriesvirinae,3.0,0.0,0.0,0.0,3.0
3080759,S,Moumouvirus australiense,2.0,0.0,1.0,0.0,3.0
322019,S,Chlorovirus heliozoae,2.0,0.0,1.0,0.0,3.0
2986419,S1,uncultured phage cr23_1,2.0,0.0,1.0,0.0,3.0
2510585,S1,Mycobacterium phage Nibb,2.0,0.0,1.0,0.0,3.0
2843401,G,Klausavirus,2.0,0.0,1.0,0.0,3.0
2843396,G,Jouyvirus,2.0,0.0,1.0,0.0,3.0
411359,S1,Acanthocystis turfacea chlorella virus 1,2.0,0.0,1.0,0.0,3.0
1279082,S1,Pseudomonas phage PPpW-3,2.0,0.0,1.0,0.0,3.0
1273738,S1,Escherichia phage PBECO4,2.0,0.0,1.0,0.0,3.0
12407,S,Eganvirus PsP3,2.0,0.0,1.0,0.0,3.0
2956401,S,Schmidtvirus schmidt,2.0,0.0,1.0,0.0,3.0
2731653,F1,Studiervirinae,1.0,0.0,2.0,0.0,3.0
2844135,S,Pankowvirus YYZ2008,2.0,0.0,1.0,0.0,3.0
1220601,S1,Rhizobium phage RHEph01,2.0,0.0,1.0,0.0,3.0
3412725,C,Mriyaviricetes,2.0,0.0,1.0,0.0,3.0
2783674,S1,Synechococcus phage S-H9-1,2.0,0.0,1.0,0.0,3.0
1982900,G,Rosebushvirus,1.0,0.0,2.0,0.0,3.0
3060034,S,Hiroshimavirus PPpW3,2.0,0.0,1.0,0.0,3.0
2115964,G1,unclassified Stanholtvirus,3.0,0.0,0.0,0.0,3.0
2109587,S1,Moumouvirus australiensis,2.0,0.0,1.0,0.0,3.0
2843361,G,Borockvirus,2.0,0.0,1.0,0.0,3.0
2842856,G,Matervirus,2.0,0.0,1.0,0.0,3.0
3427838,S,Ceetrepovirus darwin,2.0,0.0,1.0,0.0,3.0
2942977,F1,Uncouvirinae,2.0,0.0,1.0,0.0,3.0
2942967,F1,Asinivirinae,1.0,0.0,2.0,0.0,3.0
2731961,G,Paadamvirus,2.0,0.0,1.0,0.0,3.0
2530032,S1,Burkholderia phage BcepSaruman,2.0,0.0,1.0,0.0,3.0
2560109,G,Busanvirus,3.0,0.0,0.0,0.0,3.0
2733196,G,Montyvirus,2.0,0.0,1.0,0.0,3.0
3044815,G,Scyllavirus,2.0,0.0,1.0,0.0,3.0
3044793,G,Piscesmortuivirus,2.0,0.0,1.0,0.0,3.0
2733091,G,Aokuangvirus,1.0,0.0,2.0,0.0,3.0
2733170,G,Bridgettevirus,3.0,0.0,0.0,0.0,3.0
2733165,G,Appavirus,2.0,0.0,1.0,0.0,3.0
2946834,G,Bosavirus,3.0,0.0,0.0,0.0,3.0
2946828,G,Bippervirus,2.0,0.0,1.0,0.0,3.0
2010329,S1,Acidovorax phage ACP17,3.0,0.0,0.0,0.0,3.0
3424637,F,Autotranscriptaviridae,1.0,0.0,2.0,0.0,3.0
2734084,S,Aokuangvirus SCBWM1,1.0,0.0,2.0,0.0,3.0
2560108,G,Brunovirus,2.0,0.0,1.0,0.0,3.0
2956705,S,Yaravirus brasiliense,2.0,0.0,1.0,0.0,3.0
2560222,G,Sanovirus,2.0,0.0,1.0,0.0,3.0
103807,S,Enterobacteria phage phiP27,2.0,0.0,1.0,0.0,3.0
2942965,F,Steigviridae,1.0,0.0,2.0,0.0,3.0
1720323,G,Lessievirus,3.0,0.0,0.0,0.0,3.0
2053701,S1,Aeromonas phage Ah1,2.0,0.0,1.0,0.0,3.0
2053653,S1,Synechococcus phage S-CBWM1,1.0,0.0,2.0,0.0,3.0
2052742,S1,Yersinia phage fHe-Yen9-04,3.0,0.0,0.0,0.0,3.0
2047869,S2,Corynebacterium phage Darwin,2.0,0.0,1.0,0.0,3.0
2946811,G,Aurodevirus,2.0,0.0,1.0,0.0,3.0
3429152,S,Haihevirus PP9W2,2.0,0.0,1.0,0.0,3.0
2842528,C1,Queuovirinae,2.0,0.0,1.0,0.0,3.0
3424858,F1,Frickvirinae,2.0,0.0,1.0,0.0,3.0
2733208,G,Samwavirus,2.0,0.0,1.0,0.0,3.0
2733202,G,Quhwahvirus,2.0,0.0,1.0,0.0,3.0
1805457,S1,Mycobacterium phage Bipper,2.0,0.0,1.0,0.0,3.0
1785960,S,Ralstonia phage RSP15,1.0,0.0,2.0,0.0,3.0
1777064,S,Pseudomonas phage YMC11/07/P54_PAE_BP,3.0,0.0,0.0,0.0,3.0
1173769,S2,Salmonella phage FSLSP004,2.0,0.0,1.0,0.0,3.0
1168549,S,Salmonella phage vB_SosS_Oslo,2.0,0.0,1.0,0.0,3.0
2948776,G,Kablunavirus,3.0,0.0,0.0,0.0,3.0
2948771,G,Jolieduovirus,2.0,0.0,1.0,0.0,3.0
2948896,G,Schmidtvirus,2.0,0.0,1.0,0.0,3.0
2956114,S,Liefievirus paito,2.0,0.0,1.0,0.0,3.0
2560394,S1,Corynebacterium virus Darwin,2.0,0.0,1.0,0.0,3.0
2560332,S,Matervirus mater,2.0,0.0,1.0,0.0,3.0
564886,S1,Enterobacteria phage YYZ-2008,2.0,0.0,1.0,0.0,3.0
55884,S,Enterobacteria phage SfV,1.0,0.0,2.0,0.0,3.0
558017,G,Betabaculovirus,2.0,0.0,1.0,0.0,3.0
10365,G,Muromegalovirus,2.0,0.0,1.0,0.0,3.0
1983750,S,Bongovirus bongo,3.0,0.0,0.0,0.0,3.0
1983742,S,Phayoncevirus phayonce,2.0,0.0,1.0,0.0,3.0
3050323,S,Muromegalovirus muridbeta1,2.0,0.0,1.0,0.0,3.0
2734058,S,Citexvirus dobby,3.0,0.0,0.0,0.0,3.0
2733939,S,Paadamvirus RHEph01,2.0,0.0,1.0,0.0,3.0
2560261,S,Busanvirus ACP17,3.0,0.0,0.0,0.0,3.0
2948807,G,Luchadorvirus,2.0,0.0,1.0,0.0,3.0
2948958,G,Yaravirus,2.0,0.0,1.0,0.0,3.0
2560463,S,Asteriusvirus PBECO4,2.0,0.0,1.0,0.0,3.0
2844245,S,Jouyvirus ev017,2.0,0.0,1.0,0.0,3.0
2955346,S,Anayavirus nibb,2.0,0.0,1.0,0.0,3.0
10552,G,Aviadenovirus,2.0,0.0,1.0,0.0,3.0
1623292,G,Omegavirus,2.0,0.0,1.0,0.0,3.0
1623284,G,Kostyavirus,2.0,0.0,1.0,0.0,3.0
2955704,S,Cinqassovirus ah1,2.0,0.0,1.0,0.0,3.0
2914450,S1,Pseudomonas phage PP9W2,2.0,0.0,1.0,0.0,3.0
2831178,S1,Salmonella phage JD01,2.0,0.0,1.0,0.0,3.0
2907836,S1,Salmonella phage PSP3,2.0,0.0,1.0,0.0,3.0
1913650,G,Karamvirus,2.0,0.0,1.0,0.0,3.0
1913591,S1,Streptomyces phage BRock,2.0,0.0,1.0,0.0,3.0
1910991,G,Jerseyvirus,2.0,0.0,1.0,0.0,3.0
1007869,S,Rhodococcus phage E3,1.0,0.0,1.0,0.0,2.0
764562,S,Brochothrix phage BL3,1.0,0.0,1.0,0.0,2.0
754056,S,Rhodovulum phage RS1,0.0,0.0,2.0,0.0,2.0
548689,G,Proboscivirus,2.0,0.0,0.0,0.0,2.0
548912,G1,unclassified Proboscivirus,2.0,0.0,0.0,0.0,2.0
548914,S,Elephant endotheliotropic herpesvirus 4,2.0,0.0,0.0,0.0,2.0
563769,S1,Stx2-converting phage 1717,1.0,0.0,1.0,0.0,2.0
573591,S,Stenotrophomonas phage S1,1.0,0.0,1.0,0.0,2.0
2844127,S,Yautsimvirus HK140,1.0,0.0,1.0,0.0,2.0
2844138,S,Nochtlivirus mEp235,1.0,0.0,1.0,0.0,2.0
2844165,S,Henunavirus SNUABM01,1.0,0.0,1.0,0.0,2.0
2844169,S,Pankowvirus pv1717,1.0,0.0,1.0,0.0,2.0
2844173,S,Glaedevirus gv2H10,2.0,0.0,0.0,0.0,2.0
2844189,S,Wongtaivirus ECP1,1.0,0.0,1.0,0.0,2.0
2843628,S,Hadassahvirus azbtza1,1.0,0.0,1.0,0.0,2.0
547228,S1,Bacillus phage PM1,1.0,0.0,1.0,0.0,2.0
1162290,S1,Cronobacter phage CR9,1.0,0.0,1.0,0.0,2.0
1168280,S,Cronobacter phage phiES15,1.0,0.0,1.0,0.0,2.0
1195073,S,Lessievirus bcepmigl,2.0,0.0,0.0,0.0,2.0
2955343,S,Anayavirus markphew,1.0,0.0,1.0,0.0,2.0
2587809,S1,Klebsiella phage Marfa,1.0,0.0,1.0,0.0,2.0
2591411,S1,Brevibacterium phage AGM1,1.0,0.0,1.0,0.0,2.0
2596966,S1,Klebsiella phage KpCHEMY26,1.0,0.0,1.0,0.0,2.0
2599828,S1,Arthrobacter phage Lymara,1.0,0.0,1.0,0.0,2.0
2955364,S,Antsirabevirus antsirabe,1.0,0.0,1.0,0.0,2.0
2955375,S,Aptresvirus mana,1.0,0.0,1.0,0.0,2.0
2955405,S,Backyardiganvirus noelle,1.0,0.0,1.0,0.0,2.0
2955447,S,Betafusarivirus brasiliensis,1.0,0.0,1.0,0.0,2.0
2560751,S,Eneladusvirus BF,2.0,0.0,0.0,0.0,2.0
2955705,S,Citexvirus BR319A,2.0,0.0,0.0,0.0,2.0
2560506,S,Nyceiraevirus nyceirae,1.0,0.0,1.0,0.0,2.0
2560539,S,Sugarlandvirus IME260,1.0,0.0,1.0,0.0,2.0
2560406,S,Ionavirus W14,2.0,0.0,0.0,0.0,2.0
2560409,S,Gofduovirus GF2,2.0,0.0,0.0,0.0,2.0
2560436,S,Asteriusvirus av121Q,1.0,0.0,1.0,0.0,2.0
2955845,S1,Efkovirus efeko,1.0,0.0,1.0,0.0,2.0
2955912,S,Foxborovirus GTE8,1.0,0.0,1.0,0.0,2.0
2955942,S,Gediminasvirus AchV4,2.0,0.0,0.0,0.0,2.0
2955961,S,Gruunavirus GTE5,1.0,0.0,1.0,0.0,2.0
2955964,S,Gualtarvirus mp1,2.0,0.0,0.0,0.0,2.0
2955983,S,Harrisonburgvirus persinger,1.0,0.0,1.0,0.0,2.0
2956010,S,Jiangsuvirus pspyzu05,1.0,0.0,1.0,0.0,2.0
2560244,G,Tulanevirus,2.0,0.0,0.0,0.0,2.0
2599954,S1,Rhizoctonia solani fusarivirus 2,1.0,0.0,1.0,0.0,2.0
260120,S1,Mycobacterium phage U2,1.0,0.0,1.0,0.0,2.0
2601643,S1,Erwinia phage pEp_SNUABM_01,1.0,0.0,1.0,0.0,2.0
2955237,S,Alisovirus socal22,1.0,0.0,1.0,0.0,2.0
2955318,S,Alphasphaerolipovirus serpentinense,1.0,0.0,1.0,0.0,2.0
2955326,S,Amginevirus darthP,1.0,0.0,1.0,0.0,2.0
2955332,S,Anayavirus adonis,2.0,0.0,0.0,0.0,2.0
2955339,S,Anayavirus curiosium,1.0,0.0,1.0,0.0,2.0
2560400,S,Mimasvirus GAP32,1.0,0.0,1.0,0.0,2.0
2956012,S,Jiaodavirus kppv15,1.0,0.0,1.0,0.0,2.0
2956025,S,Jolieduovirus lemuria,1.0,0.0,1.0,0.0,2.0
2956033,S,Julieunavirus julie1,1.0,0.0,1.0,0.0,2.0
2956054,S,Kehishuvirus splanchnicus,1.0,0.0,1.0,0.0,2.0
2956059,S,Kimonavirus kimona,2.0,0.0,0.0,0.0,2.0
2560176,G,Mimasvirus,1.0,0.0,1.0,0.0,2.0
2948828,G,Mosugukvirus,2.0,0.0,0.0,0.0,2.0
2656541,S1,Gordonia phage Stormageddon,2.0,0.0,0.0,0.0,2.0
2948864,G,Phleivirus,1.0,0.0,1.0,0.0,2.0
2948904,G,Shandvirus,1.0,0.0,1.0,0.0,2.0
2948914,G,Stormageddonvirus,2.0,0.0,0.0,0.0,2.0
2599859,S1,Mycobacterium phage Curiosium,1.0,0.0,1.0,0.0,2.0
2599868,S1,Mycobacterium phage Lemuria,1.0,0.0,1.0,0.0,2.0
2560489,S,Britbratvirus britbrat,1.0,0.0,1.0,0.0,2.0
2560492,S,Eyrevirus eyre,2.0,0.0,0.0,0.0,2.0
2560233,G,Sugarlandvirus,1.0,0.0,1.0,0.0,2.0
2956191,S,Micavirus Mica,1.0,0.0,1.0,0.0,2.0
2956206,S,Mosugukvirus pm2,2.0,0.0,0.0,0.0,2.0
2956314,S,Phleivirus Phlei,1.0,0.0,1.0,0.0,2.0
2956382,S1,Roskildevirus cronus,1.0,0.0,1.0,0.0,2.0
2691085,S1,Yersinia phage vB_YepM_ZN18,1.0,0.0,1.0,0.0,2.0
2719181,S1,Hafnia phage yong1,1.0,0.0,1.0,0.0,2.0
2725625,S1,Mycobacterium phage MarkPhew,1.0,0.0,1.0,0.0,2.0
2725628,S1,Streptomyces phage Issmi,1.0,0.0,1.0,0.0,2.0
2725640,S1,Mycobacterium phage MA5,1.0,0.0,1.0,0.0,2.0
2948782,G,Keylargovirus,1.0,0.0,1.0,0.0,2.0
2948784,G,Kimonavirus,2.0,0.0,0.0,0.0,2.0
2948788,G,Kratiovirus,1.0,0.0,1.0,0.0,2.0
2948789,G,Kroosvirus,1.0,0.0,1.0,0.0,2.0
2948822,G,Micavirus,1.0,0.0,1.0,0.0,2.0
2560256,G,Winklervirus,1.0,0.0,1.0,0.0,2.0
