Sample	Species	Taxonomy_ID	Assigned_Reads	Fraction	RPM
SRR35987572	Seybrovirus borborohabitans	2846191	2282	1e-05	14.53347648743986
SRR35987572	Simplexvirus humanalpha1	3050292	2282	1e-05	14.53347648743986
SRR35987572	Limestonevirus limestone	1091052	2281	1e-05	14.527107742265699
SRR35987572	Yuavirus M6	3433574	2280	1e-05	14.520738997091534
SRR35987572	Mihkrovirus pelenecus	2845602	2278	1e-05	14.50800150674321
SRR35987572	Kratosvirus quantuckense	3060070	2276	1e-05	14.49526401639488
SRR35987572	Bronvirus bron	3427627	2276	1e-05	14.49526401639488
SRR35987572	Phlebovirus uriuranaense	3052688	2273	1e-05	14.476157780872395
SRR35987572	Bovine astrovirus B76-2/HK	1027247	2265	1e-05	14.425207819479091
SRR35987572	Hodnevirus neoedaphenecus	3429587	2258	1e-05	14.380626603259948
SRR35987572	Aldormivirus lutihabitans	3426013	2256	1e-05	14.367889112911623
SRR35987572	Pettyvirus petty	2733321	2253	1e-05	14.348782877389134
SRR35987572	Cronobacter phage S13	1327935	2253	1e-05	14.348782877389134
SRR35987572	Bosavirus Doca6	3427566	2251	1e-05	14.336045387040809
SRR35987572	Serangoonvirus essarone	3060697	2249	1e-05	14.323307896692484
SRR35987572	Brussowvirus CHPC1230	3059798	2248	1e-05	14.31693915151832
SRR35987572	Alkesdovirus pelovicinum	3426079	2245	1e-05	14.29783291599583
SRR35987572	Coccolithovirus huxleyi	3428026	2245	1e-05	14.29783291599583
SRR35987572	Caulobacter phage Cr30	1357714	2241	1e-05	14.27235793529918
SRR35987572	Varicellovirus cercopithecinealpha9	3050257	2240	1e-05	14.265989190125016
SRR35987572	Acanvirus Y38	3059697	2239	1e-05	14.259620444950853
SRR35987572	Cahdavirus humicola	2843899	2238	1e-05	14.25325169977669
SRR35987572	Barnyardvirus drlupo	2845651	2235	1e-05	14.234145464254201
SRR35987572	Pteropopoxvirus pteropox	3432027	2232	1e-05	14.215039228731712
SRR35987572	Dinavirus dina	2846739	2232	1e-05	14.215039228731712
SRR35987572	Keylargovirus JL001	279383	2231	1e-05	14.20867048355755
SRR35987572	Lactococcus phage 50101	1871681	2230	1e-05	14.202301738383387
SRR35987572	Hodnevirus asienecus	3429426	2230	1e-05	14.202301738383387
SRR35987572	Shirevirus pfeifenkraut	3432425	2228	1e-05	14.18956424803506
SRR35987572	Julieunavirus julie1	2956033	2226	1e-05	14.176826757686735
SRR35987572	Henunavirus hena1	2844163	2225	1e-05	14.170458012512572
SRR35987572	Certrevirus PBES02	1980960	2223	1e-05	14.157720522164245
SRR35987572	Beecentumtrevirus Goe1	2843767	2218	1e-05	14.125876796293431
SRR35987572	Franklinbayvirus fv9A	2734235	2214	1e-05	14.10040181559678
SRR35987572	Readingvirus psageK9	3432144	2211	1e-05	14.08129558007429
SRR35987572	Seretavirus eta	3432373	2208	1e-05	14.062189344551802
SRR35987572	Hubei tombus-like virus 10	1923256	2205	1e-05	14.043083109029313
SRR35987572	Orthoflavivirus loupingi	3048184	2202	1e-05	14.023976873506824
SRR35987572	Aldormivirus peladaptatum	3426015	2198	1e-05	13.998501892810172
SRR35987572	Lactococcus phage TP901-1	35345	2195	1e-05	13.979395657287684
SRR35987572	Niankuvirus caenivicinum	2845678	2192	1e-05	13.960289421765195
SRR35987572	Makaravirus thirtyfour	3060183	2190	1e-05	13.947551931416868
SRR35987572	Owenocuvirus pelohabitans	2845720	2189	1e-05	13.941183186242705
SRR35987572	Sinorhizobium phage phiLM21	1524882	2186	1e-05	13.922076950720216
SRR35987572	Jacevirus jace	2734240	2184	1e-05	13.909339460371891
SRR35987572	Bongovirus reindeer	2955514	2184	1e-05	13.909339460371891
SRR35987572	Afonbuvirus coli	2955232	2182	1e-05	13.896601970023566
SRR35987572	Carlavirus latensascalonici	3427763	2181	1e-05	13.890233224849402
SRR35987572	Micavirus Mica	2956191	2181	1e-05	13.890233224849402
SRR35987572	Sugarlandvirus sugarland	2560546	2180	1e-05	13.883864479675239
SRR35987572	Bonghivirus borborenecus	2843864	2178	1e-05	13.871126989326912
SRR35987572	Cimandefvirus gamede	2846045	2173	1e-05	13.839283263456098
SRR35987572	Lactococcus phage bIL286	151536	2172	1e-05	13.832914518281935
SRR35987572	Dugnivirus solivivens	2844107	2171	1e-05	13.826545773107773
SRR35987572	Burkholderia phage Bcep176	348137	2170	1e-05	13.820177027933608
SRR35987572	Rhodovulum phage vB_RhkS_P1	1873452	2163	1e-05	13.775595811714469
SRR35987572	Hubei picorna-like virus 5	1923131	2162	1e-05	13.769227066540305
SRR35987572	Seodaemunguvirus YMC16-01N133	2956433	2161	1e-05	13.762858321366144
SRR35987572	Betacystovirus phi12	3427160	2158	1e-05	13.743752085843655
SRR35987572	Krampusvirus krampus	2734242	2156	1e-05	13.73101459549533
SRR35987572	Pariacacavirus 1245O	2956266	2153	1e-05	13.71190835997284
SRR35987572	Kanagawavirus threeohfive	3060062	2149	1e-05	13.686433379276187
SRR35987572	Kenoshavirus ohmyward	2844671	2149	1e-05	13.686433379276187
SRR35987572	Klebsiella phage BUCT541	2873352	2146	1e-05	13.667327143753697
SRR35987572	Gammapolyomavirus secanaria	1891752	2143	1e-05	13.64822090823121
SRR35987572	Meblowovirus defluviicola	2845577	2140	1e-05	13.629114672708722
SRR35987572	Oncotshavirus oncorhynchi	3433808	2138	1e-05	13.616377182360393
SRR35987572	Moonvirus kayemsixteen	3060391	2133	1e-05	13.584533456489579
SRR35987572	Aurunvirus STIM5	2734088	2130	1e-05	13.56542722096709
SRR35987572	Abbeymikolonvirus abbeymikolon	2734213	2127	1e-05	13.546320985444602
SRR35987572	Litunavirus LIT1	1920763	2117	1e-05	13.482633533702971
SRR35987572	Bismarckvirus shambre1	3427496	2116	1e-05	13.47626478852881
SRR35987572	Acanvirus Rheph22	3059695	2115	1e-05	13.469896043354646
SRR35987572	Aryavirus arya	3059740	2114	1e-05	13.463527298180484
SRR35987572	Acadianvirus serendipitous	2955229	2113	1e-05	13.457158553006321
SRR35987572	Teseptimavirus A1122	3432770	2111	1e-05	13.444421062657996
SRR35987572	Vicosavirus UFVP2	2560684	2102	1e-05	13.387102356090528
SRR35987572	Gilesvirus giles	1982151	2101	1e-05	13.380733610916366
SRR35987572	Melvirus orientalis	2845951	2098	1e-05	13.361627375393876
SRR35987572	Skulduggeryvirus skulduggery	3060714	2098	1e-05	13.361627375393876
SRR35987572	Purivirus UFJFPfDIW6	3060664	2098	1e-05	13.361627375393876
SRR35987572	Rhodococcus phage REQ1	1109712	2095	1e-05	13.342521139871389
SRR35987572	Klebsiella phage VLCpiS11a	2874884	2095	1e-05	13.342521139871389
SRR35987572	Cyvirus cyprinidallo3	3050271	2091	1e-05	13.317046159174735
SRR35987572	Jacunavirus JC01	2955994	2091	1e-05	13.317046159174735
SRR35987572	Bosavirus Xp12	3427568	2083	1e-05	13.266096197781431
SRR35987572	Backyardiganvirus mundrea	2955404	2082	1e-05	13.259727452607269
SRR35987572	Stanholtvirus sv1026b	255131	2080	1e-05	13.246989962258944
SRR35987572	Kihsiravirus limivicinum	2845066	2077	1e-05	13.227883726736454
SRR35987572	Samistivirus samisti12	2560791	2067	1e-05	13.164196274994826
SRR35987572	Oxychlovirus terrenecus	2845722	2066	1e-05	13.157827529820661
SRR35987572	Hubei tombus-like virus 1	1923255	2057	1e-05	13.100508823253195
SRR35987572	Roseolovirus macacinebeta9	3050310	2057	1e-05	13.100508823253195
SRR35987572	Soetuvirus lutenecus	2846237	2056	1e-05	13.094140078079032
SRR35987572	Bruncluvirus chorohabitans	3427631	2054	1e-05	13.081402587730707
SRR35987572	Sertoctavirus SRT8	2560453	2053	1e-05	13.075033842556543
SRR35987572	Pseudomonas phage vB_PaeP_Tr60_Ab31	1449437	2051	1e-05	13.062296352208218
SRR35987572	Cimandefvirus eline	2846042	2050	1e-05	13.055927607034054
SRR35987572	Hpunavirus HP1	10690	2038	1e-05	12.9795026649441
SRR35987572	Beihai picorna-like virus 21	1922564	2038	1e-05	12.9795026649441
SRR35987572	Muminvirus mumin	2844293	2036	1e-05	12.966765174595775
SRR35987572	Burkholderia phage BcepGomr	437329	2035	1e-05	12.96039642942161
SRR35987572	Mobuvirus mothrae	3052340	2034	1e-05	12.954027684247448
SRR35987572	Pacehavirus borborenecus	3431554	2031	1e-05	12.934921448724959
SRR35987572	Friunavirus SWHAb1	2733319	2025	1e-05	12.896708977679982
SRR35987572	Begomovirus chayotis	3426727	2025	1e-05	12.896708977679982
SRR35987572	Tianjin totivirus	1163537	2023	1e-05	12.883971487331655
SRR35987572	Phabiovirus phabio	3060550	2020	1e-05	12.864865251809167
SRR35987572	Pahdacivirus asiadaptatum	2845752	2020	1e-05	12.864865251809167
SRR35987572	Chlorovirus americanus	3427927	2018	1e-05	12.85212776146084
SRR35987572	Schizotequatrovirus vh7d	2956400	2016	1e-05	12.839390271112514
SRR35987572	Kharnvirus kharn	3430194	2015	1e-05	12.833021525938353
SRR35987572	Potyvirus alliumagrestis	3240463	2008	1e-05	12.78844030971921
SRR35987572	Pacmanvirus A23	1932881	2007	1e-05	12.78207156454505
SRR35987572	Gordonia phage GMA1	1647470	2005	1e-05	12.76933407419672
SRR35987572	Eahsevirus limihabitans	3428433	2002	1e-05	12.750227838674235
SRR35987572	Alphabaculovirus alteragsegetum	3047355	1999	1e-05	12.731121603151745
SRR35987572	Mihkrovirus peladaptatum	2845601	1995	1e-05	12.705646622455092
SRR35987572	Orthopoxvirus raccoonpox	3431484	1995	1e-05	12.705646622455092
SRR35987572	Dongdastvirus Axp3	2843626	1993	1e-05	12.692909132106767
SRR35987572	Kobuvirus aichi	72149	1991	1e-05	12.680171641758442
SRR35987572	Orthopoxvirus volepox	3431488	1990	1e-05	12.673802896584277
SRR35987572	Salmonella phage vB_SosS_Oslo	1168549	1985	1e-05	12.641959170713463
SRR35987572	Asteriusvirus PBECO4	2560463	1981	1e-05	12.616484190016811
SRR35987572	Lessievirus bcepmigl	1195073	1976	1e-05	12.584640464145997
SRR35987572	Ingelinevirus ingeline	2955992	1974	1e-05	12.57190297379767
SRR35987572	Fajavirus faja	3059993	1969	1e-05	12.540059247926855
SRR35987572	Betanecrovirus nicotianae	3048369	1965	1e-05	12.514584267230203
SRR35987572	Shandongvirus H101	2845949	1965	1e-05	12.514584267230203
SRR35987572	Salmondvirus JA29	2734142	1961	1e-05	12.489109286533552
SRR35987572	Hodnevirus neolimenecus	3429604	1959	1e-05	12.476371796185227
SRR35987572	Ishigurovirus osborne	260149	1955	1e-05	12.450896815488575
SRR35987572	Novosibvirus stubb	2733995	1952	1e-05	12.431790579966085
SRR35987572	Kuttervirus barely	2846125	1949	1e-05	12.412684344443596
SRR35987572	Jilinvirus ep3	1918727	1949	1e-05	12.412684344443596
SRR35987572	Nonagvirus JenP1	1921120	1949	1e-05	12.412684344443596
SRR35987572	Akihdevirus balticus	2955235	1944	1e-05	12.380840618572782
SRR35987572	Gammanudivirus cracrangonis	3052207	1939	1e-05	12.348996892701967
SRR35987572	Minusuvirus solivicinum	2845615	1938	1e-05	12.342628147527805
SRR35987572	Alphabaculovirus urprotei	3048442	1937	1e-05	12.33625940235364
SRR35987572	Citexvirus BR319A	2955705	1935	1e-05	12.323521912005315
SRR35987572	Afonbuvirus faecalis	2955233	1934	1e-05	12.317153166831153
SRR35987572	Oscarsovirus oscarso	3431516	1933	1e-05	12.31078442165699
SRR35987572	Otagovirus Psa374	2560680	1931	1e-05	12.298046931308663
SRR35987572	Lipsvirus ssm7	2956125	1926	1e-05	12.266203205437849
SRR35987572	Johnsonvirus Ea92	1982577	1923	1e-05	12.24709696991536
SRR35987572	Diorhovirus intestinalis	2955762	1921	1e-05	12.234359479567035
SRR35987572	Salmonella phage SSU5	1177632	1920	1e-05	12.22799073439287
SRR35987572	Annadreamyvirus blueeyedbeauty	2846394	1919	1e-05	12.221621989218708
SRR35987572	Schizotequatrovirus KVP40	1914019	1915	1e-05	12.196147008522056
SRR35987572	Citrovirus coptotermitis	2843953	1913	1e-05	12.18340951817373
SRR35987572	Nepovirus glycinis	3048323	1912	1e-05	12.177040772999566
SRR35987572	Nadsecevirus borborocola	2845661	1912	1e-05	12.177040772999566
SRR35987572	Gamaleyavirus Bp4	1920757	1909	1e-05	12.157934537477079
SRR35987572	Betabaculovirus agsegetum	3047353	1909	1e-05	12.157934537477079
SRR35987572	Boschuvirus borborocola	2843866	1907	1e-05	12.145197047128752
SRR35987572	Kuttervirus SS9	2846107	1906	1e-05	12.13882830195459
SRR35987572	Sedonavirus tusconh	2956426	1903	1e-05	12.1197220664321
SRR35987572	Suipoxvirus swinepox	3432644	1900	1e-05	12.100615830909613
SRR35987572	Phietavirus ROSA	2846273	1899	1e-05	12.094247085735448
SRR35987572	Aptresvirus mana	2955375	1897	1e-05	12.081509595387123
SRR35987572	Steinhofvirus sv8324	1982228	1896	1e-05	12.075140850212959
SRR35987572	Piorkowskivirus CHPC577	3060623	1893	1e-05	12.056034614690471
SRR35987572	Bosavirus FMYAK	3427567	1892	1e-05	12.049665869516309
SRR35987572	Oxychlovirus humadaptatum	2845721	1890	1e-05	12.036928379167982
SRR35987572	Strehtovirus solivicinum	3432603	1890	1e-05	12.036928379167982
SRR35987572	Zhuquevirus R3	3433612	1889	1e-05	12.03055963399382
SRR35987572	Dhillonvirus PEC14	3428276	1887	1e-05	12.017822143645494
SRR35987572	Lohngkovirus caenenecus	3430434	1886	1e-05	12.01145339847133
SRR35987572	Samistivirus jay2jay	2560786	1883	1e-05	11.99234716294884
SRR35987572	Peduovirus P22H1	2844217	1883	1e-05	11.99234716294884
SRR35987572	Vipunavirus pVp1	2560835	1880	1e-05	11.973240927426351
SRR35987572	Aresaunavirus RSA1	406340	1878	1e-05	11.960503437078026
SRR35987572	Aorunvirus V12	2846074	1876	1e-05	11.947765946729701
SRR35987572	Orthoavulavirus upoense	3051378	1875	1e-05	11.941397201555537
SRR35987572	Kochikohdavirus ECP3	2560418	1872	1e-05	11.922290966033048
SRR35987572	Lughvirus lugh	2734248	1862	1e-05	11.858603514291419
SRR35987572	Bcepmuvirus E255	431894	1862	1e-05	11.858603514291419
SRR35987572	Diegovirus dv7502Stx	1981165	1862	1e-05	11.858603514291419
SRR35987572	Maculvirus MGD1	3430589	1862	1e-05	11.858603514291419
SRR35987572	Cahrpivirus humenecus	2843902	1858	1e-05	11.833128533594769
SRR35987572	Buhlduvirus animalis	2955556	1856	1e-05	11.820391043246442
SRR35987572	Delepquintavirus DLP5	2560782	1853	1e-05	11.801284807723954
SRR35987572	Alphabaculovirus olmendosae	3059714	1853	1e-05	11.801284807723954
SRR35987572	Nochtlivirus mEp235	2844138	1853	1e-05	11.801284807723954
SRR35987572	Cyvirus cyprinidallo2	3050270	1851	1e-05	11.788547317375626
SRR35987572	Lygehevirus sp. 'pedocola'	2845552	1850	1e-05	11.782178572201465
SRR35987572	Hodnevirus neosoladaptatum	3429613	1849	1e-05	11.7758098270273
SRR35987572	Kamchatkavirus AP45	2843645	1845	1e-05	11.75033484633065
SRR35987572	Omegavirus optimus	1032893	1845	1e-05	11.75033484633065
SRR35987572	Cimandefvirus heva	2846048	1845	1e-05	11.75033484633065
SRR35987572	Seunavirus GAP31	1914895	1845	1e-05	11.75033484633065
SRR35987572	Harbinvirus bromius	2734049	1843	1e-05	11.737597355982322
SRR35987572	Risjevirus RSJ2	2733594	1842	1e-05	11.731228610808161
SRR35987572	Dosmizivirus solihabitans	2844096	1841	1e-05	11.724859865633997
SRR35987572	Hodnevirus neoterrenecus	3429626	1837	1e-05	11.699384884937347
SRR35987572	Septimatrevirus PX5	3432362	1837	1e-05	11.699384884937347
SRR35987572	Gofduovirus GF2	2560409	1836	1e-05	11.693016139763182
SRR35987572	Cbunavirus CB1	2845776	1836	1e-05	11.693016139763182
SRR35987572	Bracoviriform congregatae	39640	1836	1e-05	11.693016139763182
SRR35987572	Heverleevirus OLIVR5	3052245	1834	1e-05	11.680278649414857
SRR35987572	Tombusvirus algeriaense	3047844	1833	1e-05	11.673909904240693
SRR35987572	Spinunavirus ARI01311	3432557	1832	1e-05	11.667541159066532
SRR35987572	Gihfavirus chorovivens	2843700	1827	1e-05	11.635697433195716
SRR35987572	Tobamovirus brugmansiae	3432863	1827	1e-05	11.635697433195716
SRR35987572	Manovirus Mano	2956185	1827	1e-05	11.635697433195716
SRR35987572	Trinifflemingvirus Y68	3060750	1826	1e-05	11.629328688021554
SRR35987572	Tybeckvirus SAC12B	2845142	1825	1e-05	11.62295994284739
SRR35987572	Tulanevirus as4	1921528	1822	1e-05	11.603853707324902
SRR35987572	Macariavirus tuscon14g	2956144	1821	1e-05	11.59748496215074
SRR35987572	Godonkavirus godonK	2734237	1820	1e-05	11.591116216976575
SRR35987572	Infulavirus If1	1977411	1819	1e-05	11.584747471802412
SRR35987572	Elemovirus elemoB	2955849	1818	1e-05	11.57837872662825
SRR35987572	Chrysonvirus as5	2955700	1817	1e-05	11.572009981454086
SRR35987572	Hadassahvirus pht2	2843638	1816	1e-05	11.565641236279925
SRR35987572	Mycobacterium phage HufflyPuff	1430411	1816	1e-05	11.565641236279925
SRR35987572	Colossusvirus colossus	2734194	1816	1e-05	11.565641236279925
SRR35987572	Sepunavirus IPLAC1C	1980931	1811	1e-05	11.533797510409109
SRR35987572	Dibaevirus borborocola	2844083	1808	1e-05	11.514691274886621
SRR35987572	Phulihavirus sp. 'agrenecus'	2845838	1803	1e-05	11.482847549015805
SRR35987572	Gamaleyavirus St11ph5	3060011	1801	1e-05	11.47011005866748
SRR35987572	Citexvirus phiCTX	35343	1800	1e-05	11.463741313493317
SRR35987572	Novosibvirus PM135	2560651	1795	1e-05	11.431897587622501
SRR35987572	Firehammervirus CP220	722417	1793	1e-05	11.419160097274176
SRR35987572	Fohxhuevirus gastrointestinalis	2955907	1790	1e-05	11.400053861751687
SRR35987572	Fengtaivirus Axp2	2955887	1787	1e-05	11.380947626229197
SRR35987572	Pamirivirus faecium	2956255	1785	1e-05	11.368210135880872
SRR35987572	Mukerjeevirus mv51A6	2734162	1785	1e-05	11.368210135880872
SRR35987572	Certrevirus CR3	1914897	1785	1e-05	11.368210135880872
SRR35987572	Giliycovirus terrihabitans	3429066	1782	1e-05	11.349103900358383
SRR35987572	Glyciruvirus geovicinum	2844654	1781	1e-05	11.34273515518422
SRR35987572	Malagasyrosevirus malagasyrose	3430611	1781	1e-05	11.34273515518422
SRR35987572	Fagihyuvirus agrivicinum	3428647	1780	1e-05	11.336366410010058
SRR35987572	Moomoovirus moomoo	2956200	1776	1e-05	11.310891429313406
SRR35987572	Neptunevirus srim18	2734121	1776	1e-05	11.310891429313406
SRR35987572	Marienburgvirus JLK2012	2844207	1771	1e-05	11.27904770344259
SRR35987572	Aphroditevirus PDCC1	2845837	1769	1e-05	11.266310213094265
SRR35987572	Lessievirus bcepil02	644524	1769	1e-05	11.266310213094265
SRR35987572	Buchavirus faecalis	2955550	1765	1e-05	11.240835232397613
SRR35987572	Palaemonvirus pssm7	2734127	1765	1e-05	11.240835232397613
SRR35987572	Wenzhou bivalvia virus 1	1923553	1764	1e-05	11.23446648722345
SRR35987572	Coopervirus zemanar	1983120	1763	1e-05	11.228097742049288
SRR35987572	Fifivirus fifi44	3428764	1763	1e-05	11.228097742049288
SRR35987572	Oxychlovirus terrivivens	2845726	1762	1e-05	11.221728996875125
SRR35987572	Gordonia phage Blueberry	1838062	1761	1e-05	11.215360251700961
SRR35987572	Xiamenvirus RDJL2	1982374	1758	1e-05	11.196254016178472
SRR35987572	Kablunavirus buggaboo	2956042	1757	1e-05	11.189885271004309
SRR35987572	Mechnikovvirus SS2019XII	3430752	1757	1e-05	11.189885271004309
SRR35987572	Lastavirus sopranogao	2845109	1757	1e-05	11.189885271004309
SRR35987572	Tobamovirus muricaudae	3393506	1756	1e-05	11.183516525830147
SRR35987572	Gorodievirus telluradaptatum	2844680	1755	1e-05	11.177147780655984
SRR35987572	Spodoptera exigua multiple nucleopolyhedrovirus	10454	1755	1e-05	11.177147780655984
SRR35987572	Bragavirus p43	2955533	1755	1e-05	11.177147780655984
SRR35987572	Cytomegalovirus paninebeta2	3050334	1750	1e-05	11.145304054785168
SRR35987572	Suwonvirus PP101	2733977	1749	1e-05	11.138935309611007
SRR35987572	Biomphalaria virus 2	1931370	1749	1e-05	11.138935309611007
SRR35987572	Reginaelenavirus rv3LV2017	2734071	1748	1e-05	11.132566564436843
SRR35987572	Chahsmivirus agrivivens	2843929	1748	1e-05	11.132566564436843
SRR35987572	Yeshinuvirus humadaptatum	2846683	1744	1e-05	11.107091583740191
SRR35987572	Alcyoneusvirus RaK2	2560545	1741	1e-05	11.087985348217703
SRR35987572	Obolenskvirus AbP2	2560264	1741	1e-05	11.087985348217703
SRR35987572	Tikiyavirus geoenecus	3432825	1741	1e-05	11.087985348217703
SRR35987572	Ayakvirus Ap1	2733892	1739	1e-05	11.075247857869376
SRR35987572	Pulverervirus PFR1	2170091	1738	1e-05	11.068879112695214
SRR35987572	Betaentomopoxvirus mseparata	3427230	1738	1e-05	11.068879112695214
SRR35987572	Gordonia phage Cucurbita	1887645	1736	1e-05	11.056141622346889
SRR35987572	Elanorvirus elanor	3428460	1735	1e-05	11.049772877172725
SRR35987572	Alkesdovirus pelenecus	3426077	1735	1e-05	11.049772877172725
SRR35987572	Tunggulvirus f2	2733363	1734	1e-05	11.04340413199856
SRR35987572	Rhizobium phage vB_RleS_L338C	1414737	1733	1e-05	11.0370353868244
SRR35987572	Samistivirus peebs	2560790	1726	1e-05	10.992454170605257
SRR35987572	Paramecium bursaria Chlorella virus AR158	380598	1722	1e-05	10.966979189908606
SRR35987572	Salacisavirus pssm2	2734140	1720	1e-05	10.954241699560281
SRR35987572	Hapunavirus VP882	261726	1720	1e-05	10.954241699560281
SRR35987572	Lasallevirus Acj61	3430339	1718	1e-05	10.941504209211953
SRR35987572	Achromobacter phage JWF	1589748	1718	1e-05	10.941504209211953
SRR35987572	Astrovirus MLB2	683172	1716	1e-05	10.928766718863628
SRR35987572	Beenievirus dorito	3059765	1716	1e-05	10.928766718863628
SRR35987572	Synechococcus phage S-CBS2	753084	1713	1e-05	10.909660483341138
SRR35987572	Stompelvirus RPSC1	2733958	1713	1e-05	10.909660483341138
SRR35987572	Hodnevirus pedovicinum	2843813	1710	1e-05	10.890554247818649
SRR35987572	Salmonella phage SE4	2575328	1707	1e-05	10.871448012296163
SRR35987572	Hodnevirus defluviicola	2843803	1706	1e-05	10.865079267121999
SRR35987572	Gilsonvirus gilson	2846398	1705	1e-05	10.858710521947835
SRR35987572	Carlavirus unicacti	3427800	1704	1e-05	10.852341776773674
SRR35987572	Hodnevirus humivivens	3429470	1703	1e-05	10.84597303159951
SRR35987572	Fibralongavirus QT1	2734234	1703	1e-05	10.84597303159951
SRR35987572	Tomasvirus tomas	3060743	1698	1e-05	10.814129305728695
SRR35987572	Iodovirus PLPE	2560530	1694	1e-05	10.788654325032043
SRR35987572	Phlebovirus anhangaense	2734438	1691	1e-05	10.769548089509556
SRR35987572	Dibbivirus DIBBI	2846671	1690	1e-05	10.763179344335391
SRR35987572	Torontovirus H72	3432930	1689	1e-05	10.756810599161229
SRR35987572	Pacehavirus humicola	2845728	1688	1e-05	10.750441853987066
SRR35987572	Beihai sphaeromadae virus 3	1922709	1684	1e-05	10.724966873290413
SRR35987572	Lazarusvirus lazarus	2843637	1684	1e-05	10.724966873290413
SRR35987572	Thiuhmevirus pedadaptatum	2846440	1679	1e-05	10.693123147419598
SRR35987572	Hodnevirus neochorovicinum	3429578	1678	1e-05	10.686754402245436
SRR35987572	Daredevilvirus daredevil	2734229	1676	1e-05	10.67401691189711
SRR35987572	Gemykroznavirus hydro1	2844639	1674	1e-05	10.661279421548784
SRR35987572	Koteshevirus luticola	3430256	1671	1e-05	10.642173186026294
SRR35987572	Innesvirus P10VF	3060050	1670	1e-05	10.635804440852132
SRR35987572	Kagunavirus K1G	1911008	1669	1e-05	10.62943569567797
SRR35987572	Euproctis digramma nucleopolyhedrovirus	307466	1668	1e-05	10.623066950503807
SRR35987572	Cinqassovirus ah1	2955704	1668	1e-05	10.623066950503807
SRR35987572	Burrovirus arete	2845590	1667	1e-05	10.616698205329644
SRR35987572	Cohcovirus splanchnicus	2955712	1665	1e-05	10.603960714981318
SRR35987572	Albetovirus betatabaci	3426008	1664	1e-05	10.597591969807155
SRR35987572	Giliycovirus lutivicinum	3429048	1661	1e-05	10.578485734284666
SRR35987572	Roseovarius Plymouth podovirus 1	926474	1657	1e-05	10.553010753588014
SRR35987572	Apocheima cinerarium nucleopolyhedrovirus	307461	1657	1e-05	10.553010753588014
SRR35987572	Tymovirus quitoense	3060772	1657	1e-05	10.553010753588014
SRR35987572	Agatevirus bobb	1910936	1657	1e-05	10.553010753588014
SRR35987572	Aguilavirus mEp213	2844137	1656	1e-05	10.546642008413851
SRR35987572	Wizardvirus bakery	2956682	1655	1e-05	10.540273263239689
SRR35987572	Jiaoyazivirus RSB3	2733922	1654	1e-05	10.533904518065526
SRR35987572	Hodnevirus neohumivicinum	3429602	1654	1e-05	10.533904518065526
SRR35987572	Webervirus RAD2	3433404	1652	1e-05	10.5211670277172
SRR35987572	Machinavirus machina	2169990	1651	1e-05	10.514798282543037
SRR35987572	Bacillus phage vB_BhaS-171	1775140	1650	1e-05	10.508429537368873
SRR35987572	Vellamovirus syn1	2734151	1649	1e-05	10.50206079219471
SRR35987572	Avipoxvirus canarypox	3426548	1648	1e-05	10.495692047020547
SRR35987572	Laminvirus thailandense	3430335	1645	1e-05	10.476585811498058
SRR35987572	Chicken stool associated circular virus 2	2109374	1645	1e-05	10.476585811498058
SRR35987572	Deseoctovirus C1	2955751	1643	1e-05	10.463848321149733
SRR35987572	Junduvirus communis	2956034	1640	1e-05	10.444742085627244
SRR35987572	Oxychlovirus tellurivicinum	3431551	1640	1e-05	10.444742085627244
SRR35987572	Aorunvirus EE36phi1	2846414	1636	1e-05	10.419267104930592
SRR35987572	Sharonstreetvirus BUCT551	2956441	1633	1e-05	10.400160869408102
SRR35987572	Alexandravirus SNUABM22	3059704	1633	1e-05	10.400160869408102
SRR35987572	Patiencevirus patience	1982360	1631	1e-05	10.387423379059777
SRR35987572	Wolominvirus OH	3060805	1630	1e-05	10.381054633885615
SRR35987572	Cohcovirus hiberniae	2955711	1629	1e-05	10.374685888711452
SRR35987572	Ringroadvirus BUCT47333	3432165	1627	1e-05	10.361948398363126
SRR35987572	Varicellovirus cervidalpha1	3050259	1622	1e-05	10.330104672492311
SRR35987572	Buorbuivirus hominis	2955559	1622	1e-05	10.330104672492311
SRR35987572	Dorisvirus 49B3	2846600	1621	1e-05	10.323735927318149
SRR35987572	Lymphocryptovirus humangamma4	3050299	1621	1e-05	10.323735927318149
SRR35987572	Powerballvirus powerball	3060649	1619	1e-05	10.310998436969822
SRR35987572	Septimatrevirus guyu	3432355	1616	1e-05	10.291892201447334
SRR35987572	Cheoctovirus buzzlyseyear	2955622	1616	1e-05	10.291892201447334
SRR35987572	Ponsvirus cherryonlim	3060637	1616	1e-05	10.291892201447334
SRR35987572	Lughthovirus pedadaptatum	3430524	1615	1e-05	10.28552345627317
SRR35987572	Kuravirus CHD5UKE1	3060075	1613	1e-05	10.272785965924845
SRR35987572	Bugaksanvirus R656	3427643	1611	1e-05	10.260048475576518
SRR35987572	Serwervirus 201phi21	3060698	1610	1e-05	10.253679730402355
SRR35987572	Tikiyavirus geovivens	3432828	1606	1e-05	10.228204749705704
SRR35987572	Pseudoalteromonas phage C7	2510494	1604	1e-05	10.215467259357377
SRR35987572	Tequintavirus SPC35	977927	1603	1e-05	10.209098514183214
SRR35987572	Enterobacter phage Tyrion	1864623	1600	1e-05	10.189992278660727
