contig_id,length_bp,length_kb,mapped_reads,RPM,RPKM,best_hit,identity,evalue,bitscore,taxid
k141_136275,2365,2.365,158,34.84,14.73,AUI39789.1,36.5,3.97e-32,120.0,47929.0
k141_89902,10783,10.783,720,158.76,14.72,QKU35804.1,30.5,6.01e-28,117.0,
k141_86471,1168,1.168,78,17.2,14.72,QKE44461.1,34.7,3.02e-19,94.0,2739783.0
k141_43470,1797,1.797,120,26.46,14.72,QPI16506.1,34.7,3.52e-13,64.3,2763269.0
k141_135312,7084,7.084,473,104.29,14.72,AYV78868.1,29.5,5.4599999999999994e-48,176.0,2487765.0
k141_170565,5473,5.473,365,80.48,14.71,YP_009238572.1,40.5,2.18e-14,69.3,1813599.0
k141_3024,3571,3.571,238,52.48,14.7,ATZ80771.1,30.4,1.63e-06,53.1,2024608.0
k141_102423,4230,4.23,282,62.18,14.7,QDY52194.1,28.8,6e-15,79.7,2596887.0
k141_111997,2220,2.22,148,32.63,14.7,AYV87100.1,27.2,2.02e-13,78.2,2487774.0
k141_142077,5221,5.221,348,76.73,14.7,AYV76018.1,20.9,6.97e-12,70.1,2487775.0
k141_76807,1440,1.44,96,21.17,14.7,ARF09969.1,38.6,4.32e-21,97.8,1977633.0
k141_149880,4878,4.878,325,71.66,14.69,QDY51984.1,28.2,6.41e-42,167.0,2596887.0
k141_118996,5165,5.165,344,75.85,14.69,NP_064912.1,23.9,5.88e-09,62.4,28321.0
k141_124924,2597,2.597,173,38.15,14.69,QIZ31060.1,31.9,7.3e-06,50.4,2726183.0
k141_137503,1954,1.954,130,28.66,14.67,CAA38181.1,38.5,9.05e-36,134.0,5547.0
k141_27646,20232,20.232,1346,296.79,14.67,AYV81995.1,40.4,2.82e-106,352.0,2487769.0
k141_53174,5356,5.356,356,78.5,14.66,XDO01843.1,33.6,1.51e-10,67.4,3240092.0
k141_180356,1053,1.053,70,15.43,14.66,QBK86148.1,37.1,7.19e-19,84.7,2506602.0
k141_95480,6272,6.272,417,91.95,14.66,QBK90917.1,49.3,1.88e-120,357.0,2506591.0
k141_92251,2060,2.06,137,30.21,14.66,XDO02353.1,29.4,1.0300000000000001e-22,97.1,3240092.0
k141_114677,1489,1.489,99,21.83,14.66,QBK85357.1,28.3,3.05e-25,114.0,2506607.0
k141_170504,2421,2.421,161,35.5,14.66,AYV78380.1,31.3,4.72e-10,64.3,2487765.0
k141_38036,1941,1.941,129,28.44,14.65,AUI39789.1,26.8,7.71e-16,77.8,47929.0
k141_158469,4786,4.786,318,70.12,14.65,QKF94150.1,30.2,1.55e-18,89.0,3070911.0
k141_143430,2710,2.71,180,39.69,14.65,QBK87013.1,28.0,9.49e-07,52.0,2506604.0
k141_60214,1535,1.535,102,22.49,14.65,AZL89903.1,23.9,9.36e-07,55.1,2496520.0
k141_114698,2605,2.605,173,38.15,14.64,AMZ03137.1,48.6,4.27e-25,98.6,1835008.0
k141_77939,5362,5.362,356,78.5,14.64,QBK87586.1,34.3,4.82e-96,310.0,2506605.0
k141_11653,4022,4.022,267,58.87,14.64,QBK87243.1,29.4,4.3299999999999996e-23,107.0,2506605.0
k141_167131,3901,3.901,259,57.11,14.64,UMO80317.1,44.6,5.57e-91,281.0,2848915.0
k141_109511,7885,7.885,523,115.32,14.63,QBK88329.1,32.8,4.65e-21,92.8,2506606.0
k141_144292,11181,11.181,742,163.61,14.63,YP_008438720.1,30.2,8.77e-50,179.0,1349410.0
k141_150848,11036,11.036,732,161.4,14.63,QBK89173.1,36.9,8.5e-109,354.0,2506609.0
k141_78408,1643,1.643,109,24.03,14.63,ARF08706.1,33.7,9.48e-11,63.2,1977631.0
k141_5734,7910,7.91,525,115.76,14.63,AGE52738.1,41.4,1.3499999999999999e-68,218.0,1278251.0
k141_51524,11629,11.629,771,170.0,14.62,QKF94091.1,34.1,6.0999999999999994e-61,209.0,3070911.0
k141_156226,8071,8.071,535,117.97,14.62,BCS83440.1,28.4,3.82e-07,55.5,2811091.0
k141_35499,1659,1.659,110,24.25,14.62,ABY48138.1,31.3,1.33e-15,80.5,3880.0
k141_62020,1267,1.267,84,18.52,14.62,CAK7597190.1,28.2,6.29e-46,172.0,3072188.0
k141_45909,2294,2.294,152,33.52,14.61,ADB85364.1,46.2,6.759999999999999e-90,275.0,38705.0
k141_91249,19332,19.332,1281,282.46,14.61,UUT40455.1,43.6,1.94e-65,212.0,2971331.0
k141_32969,3636,3.636,241,53.14,14.61,BAD00047.1,26.4,9.34e-16,83.2,3052230.0
k141_58100,2656,2.656,176,38.81,14.61,YP_009001498.1,30.4,1.26e-16,85.9,62099.0
k141_2030,5191,5.191,344,75.85,14.61,AGE55573.1,27.4,2.28e-06,51.6,1278272.0
k141_7405,3563,3.563,236,52.04,14.6,QKU34530.1,38.9,6.1e-133,406.0,
k141_58628,2524,2.524,167,36.82,14.59,UMO79024.1,35.2,2.2e-18,85.9,2847767.0
k141_129063,1375,1.375,91,20.07,14.59,QBK88698.1,30.9,1.44e-18,91.7,2506608.0
k141_81841,2886,2.886,191,42.11,14.59,YP_009640107.1,42.3,6.1799999999999996e-83,260.0,158683.0
k141_101293,4430,4.43,293,64.61,14.58,AAA17751.2,26.3,2.3400000000000003e-21,97.4,7091.0
k141_20249,7955,7.955,526,115.98,14.58,QFG74153.1,27.1,1.09e-24,107.0,1737588.0
k141_8009,1801,1.801,119,26.24,14.57,QFG74185.1,43.1,4.96e-08,55.8,1737588.0
k141_117650,10187,10.187,673,148.39,14.57,QKF93763.1,39.7,1.57e-123,372.0,3070911.0
k141_166720,4192,4.192,277,61.08,14.57,ARF08211.1,40.3,7.670000000000001e-86,277.0,1977631.0
k141_41982,1256,1.256,83,18.3,14.57,QBK87503.1,43.8,3.34e-20,93.6,2506605.0
k141_60703,1438,1.438,95,20.95,14.57,QOI90522.1,36.6,5.15e-65,218.0,455367.0
k141_170360,18629,18.629,1230,271.21,14.56,QPI16506.1,43.2,5.7600000000000004e-21,88.6,2763269.0
k141_12577,1363,1.363,90,19.84,14.56,BAE72463.1,38.4,2.86e-13,68.9,145856.0
k141_174870,8110,8.11,535,117.97,14.55,BCU03227.1,30.6,6.18e-23,102.0,2823154.0
k141_101234,11779,11.779,777,171.33,14.55,ABY48138.1,28.2,1.5e-16,83.6,3880.0
k141_134168,3790,3.79,250,55.12,14.54,AOP31297.1,26.4,5.64e-06,50.8,10256.0
k141_126653,1426,1.426,94,20.73,14.53,QBK87243.1,28.4,1.48e-06,52.4,2506605.0
k141_26103,1760,1.76,116,25.58,14.53,YP_009001498.1,28.6,3.6e-08,54.3,62099.0
k141_85742,5630,5.63,371,81.8,14.53,SPN79811.1,34.7,1.79e-16,80.9,2126980.0
k141_33751,9050,9.05,596,131.42,14.52,AYV80422.1,32.7,8.92e-11,60.5,2487768.0
k141_166002,3357,3.357,221,48.73,14.52,YP_009174709.1,30.3,3.38e-22,91.7,1586713.0
k141_81962,1763,1.763,116,25.58,14.51,QKF94573.1,44.3,1.78e-120,367.0,3070911.0
k141_77243,14662,14.662,965,212.78,14.51,APU88852.1,28.8,3.1e-29,126.0,1924548.0
k141_172911,1580,1.58,104,22.93,14.51,QKU34499.1,31.9,2.78e-41,150.0,
k141_128862,2388,2.388,157,34.62,14.5,QBZ81492.1,29.7,3.83e-06,50.4,2568002.0
k141_157801,1870,1.87,123,27.12,14.5,AGE48886.1,30.8,3.19e-18,87.8,1278246.0
k141_1115,7560,7.56,497,109.59,14.5,AYV81860.1,33.3,1.86e-96,312.0,2487768.0
k141_88051,10082,10.082,663,146.19,14.5,BFT93554.1,29.9,7.21e-14,71.2,3349365.0
k141_28661,2539,2.539,167,36.82,14.5,QBK87565.1,42.2,1.2699999999999999e-48,161.0,2506605.0
k141_7315,1796,1.796,118,26.02,14.49,QBK86799.1,46.5,1.21e-87,282.0,2506604.0
k141_172749,3425,3.425,225,49.61,14.49,QKU35264.1,28.6,1.05e-28,120.0,
k141_15417,1340,1.34,88,19.4,14.48,AAR26884.1,30.4,7.15e-07,52.0,231992.0
k141_72189,2042,2.042,134,29.55,14.47,QBK88952.1,31.4,2.6800000000000004e-47,170.0,2506609.0
k141_95669,6963,6.963,457,100.77,14.47,WZO87318.1,26.5,9.35e-28,119.0,2809302.0
k141_98833,1006,1.006,66,14.55,14.47,QKF94222.1,37.2,1.63e-41,151.0,3070911.0
k141_37860,3139,3.139,206,45.42,14.47,ARF08993.1,34.7,1.27e-62,223.0,1977631.0
k141_105270,2364,2.364,155,34.18,14.46,ARF08211.1,39.8,3.46e-87,280.0,1977631.0
k141_68846,4576,4.576,300,66.15,14.46,QKF94253.1,29.1,1.13e-09,65.1,3070911.0
k141_40115,2916,2.916,191,42.11,14.44,QFG74185.1,28.1,7.11e-39,150.0,1737588.0
k141_99241,22620,22.62,1481,326.56,14.44,YP_009120778.1,51.1,1.02e-56,181.0,1605721.0
k141_49409,5084,5.084,333,73.43,14.44,AYV82371.1,32.5,8.45e-32,135.0,2487769.0
k141_175502,6489,6.489,425,93.71,14.44,YP_009001225.1,27.5,3.37e-20,92.4,1450746.0
k141_130074,1527,1.527,100,22.05,14.44,QPI16469.1,36.9,1.38e-06,52.0,2763269.0
k141_61475,7014,7.014,459,101.21,14.43,QKU33915.1,30.1,7.14e-26,110.0,
k141_159198,5304,5.304,347,76.51,14.43,CCQ71110.1,25.3,7.74e-17,87.0,51543.0
k141_1217,15358,15.358,1005,221.6,14.43,QIG60209.1,24.4,1.43e-25,116.0,2704073.0
k141_166034,1803,1.803,118,26.02,14.43,QKF93461.1,34.2,3.48e-19,90.5,3070911.0
k141_60929,2064,2.064,135,29.77,14.42,ARF10725.1,49.6,3.7e-36,129.0,1977638.0
k141_94685,3365,3.365,220,48.51,14.42,QBK86970.1,40.0,9.77e-06,49.7,2506604.0
k141_123992,7250,7.25,474,104.52,14.42,QBK86872.1,48.7,2.5e-168,492.0,2506604.0
k141_83334,1852,1.852,121,26.68,14.41,APU89138.1,22.1,1.32e-13,77.4,1924550.0
k141_34617,1285,1.285,84,18.52,14.41,QKU35919.1,33.5,3.1099999999999995e-48,172.0,
k141_109721,1561,1.561,102,22.49,14.41,QIG60138.1,45.3,7.09e-98,309.0,2704073.0
k141_53510,15269,15.269,997,219.83,14.4,QFG74726.1,35.2,4.98e-86,272.0,1737588.0
k141_32898,1960,1.96,128,28.22,14.4,AYV83564.1,34.6,4.95e-10,60.1,2487770.0
k141_110606,5606,5.606,366,80.7,14.4,AII16948.1,29.6,3.48e-28,124.0,1474867.0
k141_108339,2145,2.145,140,30.87,14.39,WBR14220.1,31.4,2.02e-41,163.0,3019033.0
k141_500,4367,4.367,285,62.84,14.39,AGE53714.1,52.5,8.46e-71,218.0,1278271.0
k141_153420,1931,1.931,126,27.78,14.39,QBK87503.1,44.2,1.86e-64,225.0,2506605.0
k141_138925,6510,6.51,425,93.71,14.39,ARF10911.1,31.7,5.45e-27,113.0,1977638.0
k141_17377,1273,1.273,83,18.3,14.38,QBK88836.1,48.8,1.44e-15,73.6,2506608.0
k141_121199,1395,1.395,91,20.07,14.38,QKF94347.1,42.5,3.52e-67,216.0,3070911.0
k141_89370,1059,1.059,69,15.21,14.37,WGU26824.1,44.4,5.8e-11,62.8,4568.0
k141_134832,2194,2.194,143,31.53,14.37,QKF94301.1,45.3,1.12e-06,48.1,3070911.0
k141_98923,2841,2.841,185,40.79,14.36,ATZ80629.1,45.3,5.6399999999999995e-30,115.0,2024608.0
k141_94388,3639,3.639,237,52.26,14.36,YP_009001498.1,26.3,2.36e-16,84.7,62099.0
k141_93147,1429,1.429,93,20.51,14.35,QBK92046.1,33.3,4.78e-11,63.2,2506594.0
k141_130879,4624,4.624,301,66.37,14.35,AGE53603.1,41.7,5.99e-70,223.0,1278271.0
k141_158967,3689,3.689,240,52.92,14.35,QPI16158.1,32.3,3.82e-07,51.6,2763269.0
k141_32462,10339,10.339,673,148.39,14.35,QKF93884.1,43.9,1.37e-30,118.0,3070911.0
k141_1476,1214,1.214,79,17.42,14.35,QFG73745.1,30.0,5.69e-34,135.0,1737588.0
k141_62648,3766,3.766,245,54.02,14.34,QBK92099.1,47.2,2.71e-93,283.0,2506594.0
k141_167222,4858,4.858,316,69.68,14.34,CCQ71393.1,30.6,7.599999999999999e-54,196.0,51543.0
k141_117021,3814,3.814,248,54.68,14.34,YP_803294.1,28.0,1.33e-10,64.3,328615.0
k141_166990,7563,7.563,492,108.48,14.34,BAD00047.1,30.0,8.59e-51,190.0,3052230.0
k141_129500,2614,2.614,170,37.48,14.34,CCQ71393.1,31.0,1.86e-42,159.0,51543.0
k141_179861,16981,16.981,1104,243.43,14.34,AYV80835.1,27.0,2.71e-17,83.2,2487768.0
k141_24674,3214,3.214,209,46.08,14.34,XHR79381.1,38.3,9.44e-50,179.0,3057169.0
k141_65397,1323,1.323,86,18.96,14.33,QDY51984.1,20.3,3.11e-13,76.3,2596887.0
k141_39867,4416,4.416,287,63.28,14.33,WZH58786.1,51.6,2.47e-06,50.1,3129788.0
k141_148936,1154,1.154,75,16.54,14.33,QOI90522.1,38.2,2.05e-41,152.0,455367.0
k141_79490,2000,2.0,130,28.66,14.33,ULY68560.1,30.2,1.3e-49,176.0,2922419.0
k141_174180,2092,2.092,136,29.99,14.33,AZQ20850.1,32.0,5.7e-11,62.0,2494350.0
k141_20167,2155,2.155,140,30.87,14.32,QKF94301.1,39.1,7.780000000000001e-31,119.0,3070911.0
k141_164760,8684,8.684,564,124.36,14.32,QBK91883.1,36.4,1.04e-51,176.0,2506594.0
k141_155608,1001,1.001,65,14.33,14.32,WRJ69955.1,45.9,4.1199999999999996e-91,293.0,3045048.0
k141_32955,4238,4.238,275,60.64,14.31,QBK87243.1,39.9,1.64e-20,100.0,2506605.0
k141_77211,1140,1.14,74,16.32,14.31,QKU35129.1,29.9,8.08e-09,61.2,
k141_146688,1094,1.094,71,15.66,14.31,AYV76446.1,44.8,1.03e-50,175.0,2487775.0
k141_151243,1741,1.741,113,24.92,14.31,QOI90522.1,36.8,1.29e-96,309.0,455367.0
k141_6469,4437,4.437,288,63.5,14.31,AUF82510.1,41.2,2.91e-182,544.0,2060617.0
k141_54609,4162,4.162,270,59.53,14.3,UMO79277.1,30.7,6.960000000000001e-21,93.6,2848915.0
k141_127308,16809,16.809,1090,240.34,14.3,QKU34311.1,35.3,2.53e-86,293.0,
k141_128973,1295,1.295,84,18.52,14.3,UIB20832.1,43.6,7.29e-83,266.0,2905229.0
k141_19795,1249,1.249,81,17.86,14.3,AQN68324.1,57.9,6.29e-61,191.0,1956188.0
k141_67601,1264,1.264,82,18.08,14.3,ARF12215.1,47.5,8.37e-12,61.6,1977640.0
k141_26821,4830,4.83,313,69.02,14.29,QYB17777.1,30.6,3.95e-18,89.7,2862371.0
k141_74599,1743,1.743,113,24.92,14.29,SOB74045.1,26.1,5.3e-09,58.5,2023205.0
k141_34855,2207,2.207,143,31.53,14.29,AAK92822.1,56.8,6.37e-103,311.0,3702.0
k141_134727,2008,2.008,130,28.66,14.28,YP_001426781.1,32.9,1.88e-34,128.0,411359.0
k141_12839,2825,2.825,183,40.35,14.28,QKF94107.1,40.9,3.3299999999999998e-25,107.0,3070911.0
k141_108811,1004,1.004,65,14.33,14.28,QDY51684.1,40.8,7.560000000000001e-75,252.0,2596887.0
k141_162954,4245,4.245,275,60.64,14.28,AGE49283.1,33.9,2.26e-74,249.0,1278268.0
k141_2237,1963,1.963,127,28.0,14.27,QBK93463.1,33.3,5.88e-10,62.0,2506597.0
k141_24339,11818,11.818,765,168.68,14.27,AGE55774.1,31.3,5.4e-76,258.0,1278272.0
k141_87299,1885,1.885,122,26.9,14.27,YP_004062114.1,42.8,1.87e-28,117.0,880161.0
k141_61603,1856,1.856,120,26.46,14.26,WZO84907.1,34.0,2.7e-08,58.2,2809302.0
k141_173102,1345,1.345,87,19.18,14.26,QBK88176.1,35.2,3.65e-49,177.0,2506606.0
k141_123745,1654,1.654,107,23.59,14.26,QKF94158.1,32.8,6.92e-25,108.0,3070911.0
k141_159455,2877,2.877,186,41.01,14.26,AYV75900.1,29.4,8.54e-12,71.2,2487775.0
k141_126496,3559,3.559,230,50.71,14.25,QBK87503.1,42.9,5.17e-60,213.0,2506605.0
k141_27999,2445,2.445,158,34.84,14.25,QIG59801.1,34.8,1.62e-51,181.0,2704074.0
k141_168096,13350,13.35,863,190.29,14.25,QFG74538.1,45.3,1.24e-96,294.0,1737588.0
k141_133386,1687,1.687,109,24.03,14.25,QFG73671.1,31.5,7.71e-37,137.0,1737588.0
k141_58972,1021,1.021,66,14.55,14.25,AUL78422.2,43.0,6.59e-19,82.4,
k141_171633,6070,6.07,392,86.43,14.24,ATZ80771.1,27.6,3.12e-07,55.5,2024608.0
k141_42628,1161,1.161,75,16.54,14.24,QKU35964.1,23.4,6.83e-22,101.0,
k141_107929,2740,2.74,177,39.03,14.24,ARF09069.1,29.8,8.7e-10,62.8,1977631.0
k141_177124,4598,4.598,297,65.49,14.24,QKU35514.1,26.2,1.87e-53,202.0,
k141_163992,7548,7.548,487,107.38,14.23,YP_003969745.1,29.8,2.23e-19,97.4,693272.0
k141_30098,10179,10.179,657,144.87,14.23,AYV75407.1,41.3,1.9899999999999999e-25,98.2,2487775.0
k141_96574,1737,1.737,112,24.7,14.22,QBK89597.1,23.9,6.25e-06,50.4,2506585.0
k141_72232,5721,5.721,369,81.36,14.22,WIF15735.1,58.8,1.1300000000000002e-73,231.0,205075.0
k141_27901,9085,9.085,586,129.21,14.22,ULY68545.1,26.5,6.04e-12,72.0,2922419.0
k141_113588,1567,1.567,101,22.27,14.21,QBK87607.1,39.7,5.449999999999999e-89,280.0,2506605.0
k141_50929,1226,1.226,79,17.42,14.21,QPI16131.1,41.3,4.55e-24,100.0,2763269.0
k141_54011,1087,1.087,70,15.43,14.2,QFG74471.1,37.8,1.5400000000000002e-70,240.0,1737588.0
k141_151029,2392,2.392,154,33.96,14.2,YP_009041983.1,31.2,4.94e-10,63.2,1504288.0
k141_88313,3152,3.152,203,44.76,14.2,SOB73998.1,30.5,1.82e-14,75.9,2023205.0
k141_31356,4240,4.24,273,60.2,14.2,AYV81995.1,33.9,1.86e-99,338.0,2487769.0
k141_39938,2158,2.158,139,30.65,14.2,APU89000.1,38.6,1.04e-28,108.0,1924548.0
k141_17349,2533,2.533,163,35.94,14.19,AHA54716.1,27.8,4.12e-10,60.1,1421421.0
k141_48204,2285,2.285,147,32.41,14.19,QKU35420.1,33.1,6.47e-39,147.0,
k141_65730,2300,2.3,148,32.63,14.19,QFG74701.1,26.4,2.66e-25,110.0,1737588.0
k141_62917,11152,11.152,717,158.1,14.18,QBK88952.1,30.8,1.86e-45,165.0,2506609.0
k141_170813,1011,1.011,65,14.33,14.18,XDO01843.1,29.6,2e-14,77.0,3240092.0
k141_148509,2192,2.192,141,31.09,14.18,QKU35964.1,28.2,1.1200000000000001e-32,137.0,
k141_180187,3203,3.203,206,45.42,14.18,AGE53021.1,31.8,1.23e-12,72.4,1278251.0
k141_27522,3331,3.331,214,47.19,14.17,QKF94251.1,41.5,7.19e-202,594.0,3070911.0
k141_102826,4081,4.081,262,57.77,14.16,XDO01843.1,28.8,1.37e-19,90.9,3240092.0
k141_178265,2974,2.974,191,42.11,14.16,QKF93534.1,33.9,5.7699999999999996e-30,127.0,3070911.0
k141_152476,1915,1.915,123,27.12,14.16,XDO02314.1,41.0,8.01e-20,84.3,3240092.0
k141_120814,2243,2.243,144,31.75,14.16,WIL04310.1,32.4,7.63e-16,80.1,3032484.0
k141_66892,5315,5.315,341,75.19,14.15,WBF70221.1,41.2,3.89e-06,47.0,3017316.0
k141_59323,2103,2.103,135,29.77,14.15,WPR17152.1,36.6,2.57e-14,77.0,3066973.0
k141_71511,4737,4.737,304,67.03,14.15,AYV86642.1,27.4,6.77e-16,84.7,2487774.0
k141_147543,6466,6.466,415,91.51,14.15,WGU26824.1,36.5,2.88e-65,220.0,4568.0
k141_87657,8546,8.546,548,120.83,14.14,XDR79910.1,33.0,6.410000000000001e-31,123.0,3057169.0
k141_18433,1731,1.731,111,24.48,14.14,ADX06521.1,30.8,8.97e-17,84.0,938083.0
k141_180410,6782,6.782,435,95.92,14.14,QKF94144.1,34.3,3.6600000000000003e-56,198.0,3070911.0
k141_58430,4521,4.521,290,63.94,14.14,AEX63011.1,31.3,4.99e-22,100.0,1128131.0
k141_180664,1076,1.076,69,15.21,14.14,AUF82636.1,50.0,7.82e-12,61.6,2060617.0
k141_54760,9812,9.812,629,138.69,14.13,YP_001497339.1,42.0,5.03e-139,421.0,46021.0
k141_135157,1514,1.514,97,21.39,14.13,QBK88182.1,26.4,4.3e-10,65.9,2506606.0
k141_89992,1436,1.436,92,20.29,14.13,ARF09735.1,30.6,5.7e-36,133.0,1977633.0
k141_152691,1233,1.233,79,17.42,14.13,QDY51995.1,35.3,2.8100000000000004e-47,174.0,2596887.0
k141_12980,1046,1.046,67,14.77,14.12,QKU35572.1,34.6,5.21e-15,74.7,
k141_163101,1499,1.499,96,21.17,14.12,YP_009001225.1,31.9,2.07e-14,78.2,1450746.0
k141_121459,1922,1.922,123,27.12,14.11,YP_009001498.1,31.5,2.43e-08,57.4,62099.0
k141_117535,3767,3.767,241,53.14,14.11,YP_009001225.1,28.6,1.02e-13,73.9,1450746.0
k141_124895,4954,4.954,317,69.9,14.11,AKS26328.1,32.3,1.78e-07,53.5,109981.0
k141_36354,1986,1.986,127,28.0,14.1,AYV82508.1,32.9,1.67e-12,67.4,2487770.0
k141_130064,5334,5.334,341,75.19,14.1,QYB17777.1,24.8,8.150000000000001e-21,97.4,2862371.0
k141_179998,7629,7.629,488,107.6,14.1,QKF93918.1,43.8,2.41e-122,369.0,3070911.0
k141_158722,1830,1.83,117,25.8,14.1,QKF93918.1,41.8,1.19e-119,362.0,3070911.0
k141_175624,3146,3.146,201,44.32,14.09,QDY51899.1,32.0,2.8499999999999997e-41,157.0,2596887.0
k141_88404,1033,1.033,66,14.55,14.09,YP_009001498.1,33.3,1.15e-09,61.2,62099.0
k141_443,4057,4.057,259,57.11,14.08,QBK90112.1,40.4,4.95e-88,273.0,2506587.0
k141_145427,4182,4.182,267,58.87,14.08,YP_009449055.1,22.3,6.72e-09,61.2,2023057.0
k141_166718,1926,1.926,123,27.12,14.08,YP_009507473.1,24.6,2.19e-12,69.7,97195.0
k141_129461,1519,1.519,97,21.39,14.08,AGE55774.1,31.7,2.63e-69,237.0,1278272.0
k141_84842,3429,3.429,219,48.29,14.08,ARF10863.1,30.4,3.9e-13,71.2,1977638.0
k141_57201,1159,1.159,74,16.32,14.08,AII17129.1,30.2,2.3599999999999998e-23,103.0,1474867.0
k141_91200,5903,5.903,377,83.13,14.08,AYV76766.1,30.1,1.3e-08,58.9,2487775.0
k141_94993,2162,2.162,138,30.43,14.07,QFG74155.1,37.1,4.47e-61,202.0,1737588.0
k141_125348,1786,1.786,114,25.14,14.07,QOI90637.1,24.2,3.07e-06,52.0,455367.0
k141_56790,1708,1.708,109,24.03,14.07,SPN79811.1,31.1,4.81e-12,67.8,2126980.0
k141_144485,4094,4.094,261,57.55,14.06,ARF12388.1,44.4,4.97e-59,193.0,1977640.0
k141_133918,7041,7.041,449,99.0,14.06,CAA38181.1,45.3,6.44e-96,296.0,5547.0
k141_96553,2588,2.588,165,36.38,14.06,WZO86740.1,40.5,1.61e-15,74.3,2809302.0
k141_91586,3717,3.717,237,52.26,14.06,YP_009001498.1,24.5,1.01e-12,73.2,62099.0
k141_112658,3184,3.184,203,44.76,14.06,ANZ57016.2,65.3,8.1800000000000005e-22,99.4,575979.0
k141_89512,3200,3.2,204,44.98,14.06,QKF94253.1,30.1,2.6e-15,79.0,3070911.0
k141_48606,2901,2.901,185,40.79,14.06,WZO75052.1,29.2,1.63e-09,63.2,2809302.0
k141_140913,1286,1.286,82,18.08,14.06,BCU02706.1,31.4,1.1e-18,90.1,2823154.0
k141_164995,3280,3.28,209,46.08,14.05,QBK86221.1,32.9,2.78e-06,51.2,2506603.0
k141_22542,1617,1.617,103,22.71,14.05,YP_009046670.1,42.8,9.489999999999999e-89,273.0,72201.0
k141_71853,5634,5.634,359,79.16,14.05,QKU35964.1,27.8,8.440000000000001e-35,144.0,
k141_110526,5209,5.209,332,73.2,14.05,AGE56458.1,24.4,1.3600000000000002e-26,120.0,1278261.0
k141_117625,4348,4.348,277,61.08,14.05,AGE56458.1,24.3,1.41e-21,103.0,1278261.0
k141_129295,9555,9.555,609,134.28,14.05,XDO02062.1,34.6,1.21e-46,171.0,3240092.0
k141_47346,3188,3.188,203,44.76,14.04,ADB85364.1,44.6,1.5200000000000002e-116,346.0,38705.0
k141_86236,1084,1.084,69,15.21,14.04,AYV84625.1,52.9,2.01e-06,45.4,2487770.0
k141_67875,3331,3.331,212,46.75,14.03,QBK88329.1,29.5,1.57e-14,77.0,2506606.0
k141_88018,2939,2.939,187,41.23,14.03,QKU33644.1,34.4,2.9499999999999997e-34,140.0,
k141_79607,4824,4.824,307,67.69,14.03,QBK86221.1,25.9,2.57e-08,57.8,2506603.0
k141_58198,3268,3.268,208,45.86,14.03,QDY52220.1,31.7,4.87e-19,87.4,2596887.0
k141_97865,5626,5.626,358,78.94,14.03,YP_009001498.1,32.7,1.05e-10,65.9,62099.0
k141_85077,4338,4.338,276,60.86,14.03,QBK85775.1,47.3,7.52e-130,386.0,2506602.0
k141_168528,1148,1.148,73,16.1,14.02,QFG73745.1,34.2,1.09e-20,93.2,1737588.0
k141_172718,1085,1.085,69,15.21,14.02,YP_009001225.1,24.6,1.94e-11,68.9,1450746.0
k141_173583,4660,4.66,296,65.27,14.01,AUI39626.1,29.5,6.67e-13,71.6,47929.0
k141_76427,2881,2.881,183,40.35,14.01,QBK88182.1,22.2,1.33e-09,65.1,2506606.0
k141_175208,1070,1.07,68,14.99,14.01,QKU35564.1,32.6,7.02e-28,114.0,
k141_50899,4569,4.569,290,63.94,14.0,YP_010775980.1,40.8,2.8000000000000003e-31,121.0,1842663.0
k141_96938,1071,1.071,68,14.99,14.0,AHA55713.1,25.7,1.16e-13,75.9,1421423.0
k141_16350,6556,6.556,416,91.73,13.99,ARF12495.1,30.3,1.06e-31,122.0,1977640.0
k141_52688,4397,4.397,279,61.52,13.99,ARF11675.1,30.2,8.64e-15,76.6,1977640.0
k141_133213,1860,1.86,118,26.02,13.99,XDR79835.1,35.1,4.76e-41,152.0,3057169.0
k141_141703,1482,1.482,94,20.73,13.99,QPI16279.1,36.5,2.61e-67,225.0,2763269.0
k141_47804,1404,1.404,89,19.62,13.98,AAD09018.1,42.3,1.08e-09,63.2,4577.0
k141_10530,2303,2.303,146,32.19,13.98,QCO93535.1,47.5,2.21e-08,54.3,2576451.0
k141_177201,3612,3.612,229,50.49,13.98,QKF94107.1,26.8,6.28e-29,124.0,3070911.0
k141_97422,6908,6.908,438,96.58,13.98,WRW24717.1,27.8,4.44e-19,90.9,262968.0
k141_29722,6076,6.076,385,84.89,13.97,ULY68560.1,32.6,1.6699999999999998e-55,191.0,2922419.0
k141_128141,3913,3.913,248,54.68,13.97,AMN84170.1,26.3,5.29e-18,89.0,1477405.0
k141_80885,3077,3.077,195,43.0,13.97,UUT40483.1,48.9,2.88e-26,102.0,2971331.0
k141_106903,1500,1.5,95,20.95,13.96,UMO80369.1,42.6,6.29e-10,56.6,2848915.0
k141_5321,3190,3.19,202,44.54,13.96,XDO02062.1,31.8,1.66e-20,92.4,3240092.0
k141_29971,11514,11.514,729,160.74,13.96,WZO75100.1,31.3,2.8299999999999997e-30,120.0,2809302.0
k141_22675,2038,2.038,129,28.44,13.96,YP_009001267.1,37.8,5.95e-20,84.7,1450746.0
k141_20837,6810,6.81,431,95.03,13.96,QDY52220.1,31.7,3.02e-26,117.0,2596887.0
